Grade	Subject	theta	RawScore	scaledscore	perflevel	LowScaledScore	HighScaledScore	GrowthTheta	Information	StandardErrorTheta	StandardErrorScaleScore
7	ela	-1.670826312	31	220	2	217.9360819	223.8460463	-1.695255017	12.89431392	0.278484405	2.493316974
7	ela	-1.586992728	32	220	2	217.9360819	223.8460463	-1.600528219	13.03133643	0.277016426	2.953940426
7	ela	-1.503616983	33	220	2	217.9360819	223.8460463	-1.506318751	13.12443087	0.276032209	3.417689258
7	ela	-1.420431554	34	222	2	218.9723655	226.7444391	-1.412324329	13.17257084	0.275527358	3.886036804
7	ela	-1.33718158	35	224	2	219.74081	228.942996	-1.318256974	13.17573136	0.275494311	4.360346621
7	ela	-1.25362517	36	224	2	219.74081	228.942996	-1.223843366	13.13513766	0.275919685	4.841839349
7	ela	-1.169534522	37	226	2	221.4518598	231.1720376	-1.128826102	13.05341397	0.276782065	4.860088929
7	ela	-1.084692217	38	228	2	222.9193576	232.6840764	-1.032959511	12.93460165	0.278050366	4.882359366
7	ela	-0.998905013	39	230	2	225.1430617	234.9992355	-0.936025242	12.78406255	0.27968267	4.911021418
7	ela	-0.911991164	40	230	2	225.1430617	234.9992355	-0.837817935	12.60820257	0.281626431	4.945152428
7	ela	-0.823796417	41	232	2	227.3991906	237.3665191	-0.738163291	12.41409286	0.283819679	4.983664258
7	ela	-0.734190816	42	234	2	228.9308985	238.9816277	-0.636914469	12.20892387	0.286194516	5.025364629
7	ela	-0.643069095	43	236	2	230.4872334	240.3850148	-0.533952525	11.99934912	0.288682964	4.948890709
7	ela	-0.550351289	44	238	2	232.8768547	241.9388295	-0.429187101	11.79076866	0.291225192	4.672101493
7	ela	-0.455970106	45	238	2	232.8768547	241.9388295	-0.322542165	11.58661405	0.293779664	4.389873338
7	ela	-0.359880244	46	240	3	235.3255009	243.5292133	-0.213966527	11.38784364	0.296332478	4.101856201
7	ela	-0.262016073	47	242	3	237.8509179	245.1683474	-0.103386028	11.1926417	0.298905358	3.808136781
7	ela	-0.162302018	48	242	3	237.8509179	245.1683474	0.009284726	10.99666906	0.301557006	3.509292765
7	ela	-0.06061624	49	244	3	240.8148427	247.4296043	0.124183406	10.79369518	0.304379168	3.290585598
7	ela	0.043227581	50	244	3	240.8148427	247.4296043	0.241520542	10.57665948	0.307486278	3.324175974
7	ela	0.149480911	51	246	3	242.4700544	249.1943977	0.361580274	10.33895823	0.311000874	3.362171612
7	ela	0.258495913	52	248	3	244.1863146	251.0483262	0.484760528	10.07559286	0.315039272	3.405829965
7	ela	0.370708366	53	248	3	244.1863146	251.0483262	0.611553703	9.784157292	0.319696798	3.456181604
7	ela	0.486660723	54	250	3	246.5812492	253.674303	0.74257274	9.465367776	0.325035842	3.513900993
7	ela	0.606977854	55	250	3	246.5812492	253.674303	0.878523704	9.123385767	0.33107164	3.579152869
7	ela	0.732373569	56	252	3	248.482344	255.7851927	1.020213155	8.765807359	0.337756751	3.65142434
7	ela	0.863618462	57	254	3	249.8233031	257.2819609	1.168511819	8.403402318	0.344962925	3.729328921
7	ela	1.001496137	58	256	3	251.977096	259.7308344	1.324305118	8.049011357	0.352475333	3.810544144
7	ela	1.146776021	59	256	3	251.977096	259.7308344	1.488462458	7.71458943	0.360034063	3.943194239
7	ela	1.300169445	60	258	3	254.2995239	262.6965315	1.6617876	7.405794028	0.367463482	4.198503792
7	ela	1.462437163	61	260	4	255.9733238	264.9005438	1.845140149	7.114726327	0.374904713	4.463610033
7	ela	1.634588603	62	262	4	257.7461389	267.2423293	2.039660696	6.814625614	0.383070757	4.748095231
7	ela	1.818379104	63	264	4	259.6211327	269.7636809	2.247332668	6.460670337	0.393424326	5.071274086
7	ela	2.017062787	64	268	4	261.9319907	272.5371726	2.471833018	5.99849504	0.4082995	5.302590908
7	ela	2.236577335	65	270	4	264.4850517	275.6857882	2.719870967	5.377561474	0.431228353	5.600368226
7	ela	2.487810597	66	274	4	267.2704107	279.4259685	3.003749113	4.565924821	0.467988975	6.077778894
7	ela	2.791617165	67	278	4	270.4170895	280	3.347031865	3.566695117	0.52950127	6.876639875
7	ela	3.191075247	68	280	4	270.3413672	280	3.798394947	2.452325028	0.638573636	8.29316411
7	ela	3.76796633	69	280	4	270.3413672	280	4.450246418	1.512615605	0.813084555	10
7	ela	4	70	280	4	270.3413672	280	4.712430204	1.343985847	0.862586491	10
7	ela	4	71	280	4	270.3413672	280	4.712430204	1.343985847	0.862586491	10
7	ela	4	72	280	4	270.3413672	280	4.712430204	1.343985847	0.862586491	10
8	ela	-6.765541598	0	200	1	200	210.4744217	-7.913143865	0.140374641	2.669043616	10
8	ela	-6.452746885	1	200	1	200	210.4744217	-7.521922489	0.18113321	2.349638002	10
8	ela	-6.139952172	2	202	1	200	212.3721084	-7.130701112	0.23770891	2.051054827	10
8	ela	-5.827157458	3	202	1	200	212.3721084	-6.739479736	0.317463548	1.774814904	10
8	ela	-5.514362745	4	204	1	200	213.3389422	-6.34825836	0.431116756	1.523009277	9.792770663
8	ela	-5.201568031	5	204	1	200	213.3389422	-5.957036983	0.593606836	1.297927856	8.345523578
8	ela	-4.888773318	6	206	1	200.3144916	212.7154358	-5.565815607	0.824087072	1.101573423	7.082987649
8	ela	-4.575978604	7	206	1	200.3144916	212.7154358	-5.174594231	1.143497361	0.935152452	6.012920362
8	ela	-4.263183891	8	208	1	203.3005905	212.8297465	-4.783372854	1.56781346	0.798643214	5.135182004
8	ela	-3.926566678	9	208	1	203.3005905	212.8297465	-4.362355991	2.141367063	0.683367689	4.39397393
8	ela	-3.54554142	10	210	1	206.3598323	213.5658781	-3.885796703	2.897840145	0.587439016	3.777163835
8	ela	-3.25197169	11	210	1	206.3598323	213.5658781	-3.518620568	3.516422029	0.533272887	3.428881994
8	ela	-3.0086085	12	212	1	208.9412009	215.1638083	-3.214239202	4.041860997	0.497404046	3.198249556
8	ela	-2.79838634	13	212	1	208.9412009	215.1638083	-2.951308279	4.52001337	0.470359739	3.024357841
8	ela	-2.61214979	14	214	1	211.6424471	217.2690545	-2.718376851	4.988644995	0.447722273	2.8788016
8	ela	-2.44437604	15	214	1	211.6424471	217.2690545	-2.50853738	5.475628907	0.427349299	2.747805771
8	ela	-2.291390919	16	216	1	213.8647059	218.9983686	-2.317194473	5.999423934	0.40826789	2.625114552
8	ela	-2.150571128	17	216	1	213.8647059	218.9983686	-2.141067095	6.569936315	0.390139048	2.508548229
8	ela	-2.019910868	18	218	1	215.7708297	221.3995606	-1.977646537	7.189694232	0.372945	2.521775898
8	ela	-1.897818527	19	218	1	215.7708297	221.3995606	-1.824942123	7.855110549	0.356799181	3.106954962
8	ela	-1.782973849	20	220	2	217.4434029	225.293659	-1.681302569	8.558062903	0.341831643	3.66023964
8	ela	-1.674279195	21	220	2	217.4434029	225.293659	-1.545355028	9.287194367	0.328138911	4.190016493
8	ela	-1.570791185	22	222	2	218.5818415	227.9878538	-1.415919586	10.02925199	0.315766264	4.703006147
8	ela	-1.471708222	23	224	2	219.289987	229.6988825	-1.291993666	10.76986507	0.304715726	5.204447752
8	ela	-1.376314648	24	226	2	219.9661125	231.3632852	-1.172682169	11.49440515	0.29495567	5.698586352
8	ela	-1.283978185	25	228	2	221.8578234	232.9923929	-1.057194289	12.18827863	0.2864368	5.56728474
8	ela	-1.194132061	26	230	2	224.6609405	235.389849	-0.944821149	12.83721076	0.279103103	5.424744463
8	ela	-1.10625482	27	230	2	224.6609405	235.389849	-0.834910548	13.42750567	0.272899241	5.304164061
8	ela	-1.01985738	28	232	2	227.3540688	237.7632343	-0.726850775	13.94624873	0.267775782	5.204582745
8	ela	-0.93447805	29	234	2	229.0928912	239.3433362	-0.620064383	14.38148721	0.263692696	5.125222466
8	ela	-0.849656413	30	236	2	230.8012266	240.5253458	-0.513975513	14.72254589	0.260620481	4.862059601
8	ela	-0.764939016	31	238	2	232.4882142	241.4304857	-0.40801702	14.96017162	0.258542362	4.471135747
8	ela	-0.679860512	32	240	3	234.998882	242.8205733	-0.301606879	15.08679418	0.257455111	4.09373603
8	ela	-0.593928671	33	240	3	234.998882	242.8205733	-0.194129445	15.09668591	0.257370751	3.727955263
8	ela	-0.506624077	34	242	3	238.3608869	244.7572485	-0.08493507	14.98606112	0.25831894	3.372040845
8	ela	-0.417371503	35	242	3	238.3608869	244.7572485	0.026695701	14.7531276	0.260350221	3.024320811
8	ela	-0.325525247	36	244	3	241.021801	246.8437097	0.141570464	14.39805662	0.263540922	2.886538031
8	ela	-0.230353634	37	244	3	241.021801	246.8437097	0.260604348	13.92299112	0.267999341	2.935370662
8	ela	-0.130979586	38	246	3	243.0744945	249.156087	0.384894338	13.33190819	0.273875916	2.999736209
8	ela	-0.026368321	39	246	3	243.0744945	249.156087	0.515734665	12.63088188	0.281373481	3.081856306
8	ela	0.084742465	40	248	3	244.7204952	251.0898545	0.654704133	11.82842575	0.290761249	3.184679618
8	ela	0.20393394	41	250	3	246.5282107	253.30898	0.80378035	10.93620262	0.302389513	3.312042862
8	ela	0.333201572	42	250	3	246.5282107	253.30898	0.965459109	9.970531863	0.31669473	3.468726511
8	ela	0.475088996	43	252	3	248.5203938	255.840811	1.142921806	8.954611972	0.334177045	3.660208597
8	ela	0.632819311	44	254	3	250.0165943	257.7998199	1.340199663	7.921349899	0.355304249	3.891612806
8	ela	0.810408497	45	256	3	251.6880975	260.0187045	1.562315584	6.914824646	0.380285192	4.16530346
8	ela	1.012676789	46	258	3	253.5917881	262.5667954	1.815298374	5.985381311	0.408746539	4.487503694
8	ela	1.245198065	47	260	4	255.798105	265.4779585	2.106119446	5.169257573	0.439831079	4.839926761
8	ela	1.515254692	48	264	4	258.3802808	268.839202	2.443887064	4.448318478	0.474135052	5.229460603
8	ela	1.836552378	49	268	4	261.4220954	272.8805524	2.845743354	3.715615803	0.518781642	5.729228514
8	ela	2.24607273	50	272	4	265.0627081	278.2851158	3.357942277	2.790371272	0.59864451	6.611203864
8	ela	2.884403964	51	278	4	269.6621885	280	4.156321577	1.485424065	0.820492796	9.061212544
8	ela	4	52	280	4	270	280	5.551629738	0.351681906	1.686261746	10
10	ela	-75.58668801	0	200	1	200	210.381508	-122.7721547	9.48E-93	4.472135955	10
10	ela	-69.47608109	1	200	1	200	210.381508	-112.9170782	3.64E-85	4.472135955	10
10	ela	-63.36547417	2	202	1	200	211.9075402	-103.0620016	1.40E-77	4.472135955	10
10	ela	-57.25486726	3	202	1	200	211.9075402	-93.20692502	5.42E-70	4.472135955	10
10	ela	-51.14426034	4	204	1	200	213.8150804	-83.35184845	2.10E-62	4.472135955	10
10	ela	-45.03365342	5	204	1	200	213.8150804	-73.49677188	8.24E-55	4.472135955	10
10	ela	-38.9230465	6	204	1	200	213.8150804	-63.64169531	3.26E-47	4.472135955	10
10	ela	-32.81243959	7	206	1	200	216.1041286	-53.78661874	2.76E-29	4.472135955	10
10	ela	-26.70183267	8	206	1	200	216.1041286	-43.93154217	8.27E-24	4.472135955	10
10	ela	-20.59122575	9	206	1	200	216.1041286	-34.0764656	2.49E-18	4.472135955	10
10	ela	-14.48061883	10	208	1	200	218.0116687	-24.22138903	7.68E-13	4.472135955	10
10	ela	-8.370011918	11	208	1	200	218.0116687	-14.36631246	2.66E-07	4.472135955	10
10	ela	-2.747577123	12	210	1	205.2706245	214.9918189	-5.298551074	0.757012766	1.149339674	4.860597206
10	ela	-2.06631245	13	214	1	211.7703961	215.4621685	-4.199819703	4.276734164	0.483552766	2.044961362
10	ela	-1.780682843	14	214	1	211.7703961	215.4621685	-3.739161428	6.594698071	0.389405913	1.646811065
10	ela	-1.574517514	15	216	1	214.7444742	217.425361	-3.406661706	8.206337108	0.349080286	1.476272596
10	ela	-1.404124159	16	216	1	214.7444742	217.425361	-3.131854376	9.491078897	0.324595286	1.372724683
10	ela	-1.255937274	17	216	1	214.7444742	217.425361	-2.892861243	10.70436287	0.305646614	1.292590094
10	ela	-1.124471788	18	216	1	214.7444742	217.425361	-2.680836079	12.01241311	0.288525944	1.220186189
10	ela	-1.0068797	19	218	1	217.0568482	219.1891373	-2.491185682	13.46825535	0.272486085	1.152353072
10	ela	-0.901106233	20	218	1	217.0568482	219.1891373	-2.320596143	15.04676819	0.257797312	1.090233743
10	ela	-0.805364294	21	218	1	217.0568482	219.1891373	-2.166185272	16.69423433	0.244746645	1.035042022
10	ela	-0.71800276	22	218	1	217.0568482	219.1891373	-2.025290166	18.36084814	0.233374624	0.98694935
10	ela	-0.637625032	23	220	2	218.6120449	222.3938632	-1.895658417	20.01084486	0.223546198	0.945384597
10	ela	-0.563036847	24	220	2	218.6120449	222.3938632	-1.775363939	21.62416246	0.215045497	1.597034464
10	ela	-0.493255889	25	220	2	218.6120449	222.3938632	-1.662822467	23.19240636	0.207647685	2.215582323
10	ela	-0.427478089	26	220	2	218.6120449	222.3938632	-1.556737219	24.71458971	0.20115151	2.805635257
10	ela	-0.365049601	27	222	2	219.5176747	226.8065543	-1.45605368	26.19309346	0.195391921	3.371586969
10	ela	-0.305419804	28	222	2	219.5176747	226.8065543	-1.35988382	27.63083226	0.190240517	3.917292618
10	ela	-0.248134198	29	224	2	219.916524	228.808782	-1.267494627	29.02836259	0.185604598	4.446129004
10	ela	-0.192816857	30	226	2	221.7164963	230.7159175	-1.178279819	30.38216792	0.18142228	4.546924306
10	ela	-0.139129833	31	226	2	221.7164963	230.7159175	-1.091694355	31.68450802	0.177654624	4.452496844
10	ela	-0.086798113	32	228	2	223.8325773	232.5685198	-1.007294702	32.92264132	0.174282052	4.367971228
10	ela	-0.035560257	33	230	2	225.855386	234.3763774	-0.924659212	34.08072729	0.17129535	4.293116533
10	ela	0.014807619	34	230	2	225.855386	234.3763774	-0.84342681	35.14066333	0.168692208	4.227874884
10	ela	0.064510206	35	232	2	227.8205149	236.1649591	-0.763267375	36.08439061	0.166471661	4.172222075
10	ela	0.113735543	36	234	2	229.7318306	237.9471822	-0.68387764	36.89593384	0.16463067	4.126081964
10	ela	0.162657069	37	234	2	229.7318306	237.9471822	-0.604977885	37.56321114	0.163161859	4.089269644
10	ela	0.211435192	38	236	2	232.2345545	240.2267948	-0.526309409	38.07932061	0.162052377	4.06146307
10	ela	0.26021841	39	236	2	232.2345545	240.2267948	-0.447632715	38.44312066	0.161283776	3.930777198
10	ela	0.309145027	40	238	2	234.0930415	241.6439331	-0.368724749	38.65907318	0.160832673	3.77544582
10	ela	0.35834143	41	240	3	235.9501255	243.0564902	-0.289381678	38.73643632	0.160671988	3.625728658
10	ela	0.407923013	42	240	3	235.9501255	243.0564902	-0.209417397	38.68804446	0.160772443	3.480636073
10	ela	0.457995402	43	242	3	238.4449535	244.9846466	-0.128661551	38.52883502	0.161104274	3.339196712
10	ela	0.508655261	44	242	3	238.4449535	244.9846466	-0.046958245	38.27429049	0.161639101	3.200496426
10	ela	0.559991887	45	244	3	240.7505968	246.9757528	0.035836539	37.93891265	0.162351969	3.10424415
10	ela	0.612096202	46	244	3	240.7505968	246.9757528	0.119869438	37.53475803	0.163223689	3.12091184
10	ela	0.6650489	47	246	3	242.737434	249.0405252	0.205270594	37.07034198	0.164242937	3.140400334
10	ela	0.718938365	48	246	3	242.737434	249.0405252	0.292182551	36.54964121	0.165408735	3.162690923
10	ela	0.773878363	49	248	3	244.7885973	251.1934532	0.380788788	35.97141245	0.166732881	3.188009197
10	ela	0.829982881	50	248	3	244.7885973	251.1934532	0.471273142	35.32937054	0.168241081	3.216846673
10	ela	0.887427596	51	250	3	246.9202609	253.4589752	0.563918942	34.61179524	0.16997613	3.250021606
10	ela	0.946406451	52	250	3	246.9202609	253.4589752	0.659038976	33.80259512	0.171998626	3.288692662
10	ela	1.007187491	53	252	3	248.5811968	255.2500648	0.75706554	32.88155635	0.174390899	3.334434021
10	ela	1.070113618	54	254	3	250.3228038	257.1679387	0.858551661	31.82581898	0.17725978	3.389288336
10	ela	1.135652214	55	254	3	250.3228038	257.1679387	0.964251127	30.61171879	0.180740776	3.455846577
10	ela	1.204359439	56	256	3	252.148469	259.2228289	1.0750609	29.22014123	0.184994512	3.53717996
10	ela	1.276975514	57	258	3	254.1173087	261.0071572	1.192174796	27.64245589	0.190200515	3.518099745
10	ela	1.354421571	58	258	3	254.1173087	261.0071572	1.317078399	25.89164433	0.196526076	3.371748685
10	ela	1.437791693	59	260	4	256.2473529	262.6986857	1.451536227	24.01623595	0.204055135	3.225666398
10	ela	1.528326058	60	262	4	258.6717316	264.6498955	1.597548417	22.1121345	0.21265944	3.073852719
10	ela	1.627222299	61	262	4	258.6717316	264.6498955	1.75704649	20.3224433	0.221825791	2.904311151
10	ela	1.735326227	62	264	4	260.9516596	266.8273526	1.931394555	18.80193216	0.230620951	2.937846514
10	ela	1.852862269	63	266	4	262.3529515	268.4206095	2.120954562	17.63106296	0.238155575	3.033828977
10	ela	1.97963419	64	268	4	264.7102567	271.0314652	2.325410029	16.71848146	0.2445691	3.115529941
10	ela	2.116090977	65	268	4	264.7102567	271.0314652	2.545485071	15.79140446	0.251645762	3.205678502
10	ela	2.264978174	66	270	4	267.2924446	273.9808847	2.785607656	14.51011972	0.262521273	3.344220043
10	ela	2.433670153	67	272	4	269.1958014	276.3754127	3.057671036	12.5926987	0.281799744	3.589805652
10	ela	2.639249926	68	276	4	271.3452451	279.4636702	3.389226384	9.848658876	0.318648187	4.059212578
10	ela	2.925224623	69	280	4	273.338447	280	3.850441216	6.34544815	0.396980204	5.057072657
10	ela	3.37361291	70	280	4	273.338447	280	4.573593754	3.887929907	0.507155088	6.460574366
10	ela	3.907602665	71	280	4	273.338447	280	5.434802794	3.33747522	0.547382584	6.973026542
10	ela	4	72	280	4	273.338447	280	5.583819549	3.127775392	0.565434392	7.20298589
