Grade	Subject	theta	RawScore	scaledscore	perflevel	LowScaledScore	HighScaledScore	GrowthTheta	Information	StandardErrorTheta	StandardErrorScaleScore
7	mat	-10.50276141	0	200	1	200	210.3788328	-12.53736594	0.000762101	4.472135955	10
7	mat	-9.738087961	1	200	1	200	210.3788328	-11.6348675	0.001632803	4.472135955	10
7	mat	-8.973414509	2	202	1	200	211.894164	-10.73236906	0.003592573	4.472135955	10
7	mat	-8.208741057	3	202	1	200	211.894164	-9.829870617	0.008121817	4.472135955	10
7	mat	-7.444067605	4	204	1	200	213.7883279	-8.927372177	0.018846235	4.472135955	10
7	mat	-6.679394153	5	204	1	200	213.7883279	-8.024873738	0.044699334	4.472135955	10
7	mat	-5.914720701	6	204	1	200	213.7883279	-7.122375298	0.107224648	3.053885042	10
7	mat	-5.150047249	7	206	1	200.8659607	212.9473044	-6.219876858	0.254816529	1.981007878	9.897948534
7	mat	-4.385373797	8	206	1	200.8659607	212.9473044	-5.317378418	0.583862983	1.30871334	6.538882268
7	mat	-3.505350789	9	206	1	200.8659607	212.9473044	-4.278739782	1.401086648	0.844826451	4.221108268
7	mat	-2.909308875	10	208	1	204.5840541	211.1902123	-3.575267083	2.288126482	0.661089084	3.303079108
7	mat	-2.517130004	11	210	1	206.9499072	212.7433405	-3.112401766	2.975130002	0.579758369	2.896716646
7	mat	-2.220084492	12	212	1	209.4056188	214.4487799	-2.761816676	3.608751037	0.526406859	2.630150063
7	mat	-1.981349098	13	212	1	209.4056188	214.4487799	-2.480051539	4.287452794	0.482947947	2.413011063
7	mat	-1.782761103	14	214	1	211.7944264	216.0841691	-2.24566998	5.040018957	0.445434565	2.225578431
7	mat	-1.61325653	15	214	1	211.7944264	216.0841691	-2.045613848	5.85908047	0.413128607	2.064164275
7	mat	-1.465442668	16	216	1	214.2572795	217.7909803	-1.871157968	6.727301733	0.385548969	1.926364806
7	mat	-1.334173091	17	216	1	214.2572795	217.7909803	-1.71622832	7.628102558	0.36206933	1.809050653
7	mat	-1.215779182	18	216	1	214.2572795	217.7909803	-1.576495056	8.548056674	0.342031656	1.708934008
7	mat	-1.107579797	19	216	1	214.2572795	217.7909803	-1.44879378	9.476609494	0.324842996	1.623052232
7	mat	-1.007581177	20	218	1	216.601746	219.6198847	-1.330771376	10.40510679	0.310010732	1.548944004
7	mat	-0.914259606	21	218	1	216.601746	219.6198847	-1.220629495	11.32614694	0.297138485	1.484628841
7	mat	-0.82642515	22	218	1	216.601746	219.6198847	-1.116963728	12.23307454	0.285911872	1.428535962
7	mat	-0.743140169	23	218	1	216.601746	219.6198847	-1.018667436	13.11954508	0.276083602	1.574168508
7	mat	-0.663645097	24	220	2	218.1844205	224.1920788	-0.924844147	13.97944623	0.267457645	2.300206757
7	mat	-0.587311584	25	220	2	218.1844205	224.1920788	-0.834752257	14.80683306	0.259877637	3.008510464
7	mat	-0.513617348	26	220	2	218.1844205	224.1920788	-0.747775349	15.59581604	0.253218801	3.702770249
7	mat	-0.442110011	27	222	2	218.9782812	227.7508713	-0.663379506	16.34068802	0.24738014	4.386295029
7	mat	-0.372402424	28	224	2	219.533622	230.3282618	-0.581107801	17.03578856	0.242280733	5.062003956
7	mat	-0.30414659	29	224	2	219.533622	230.3282618	-0.500549513	17.67563858	0.237855087	5.73263578
7	mat	-0.237026524	30	226	2	220.3717639	232.8711454	-0.421331706	18.25489348	0.234050918	6.249690729
7	mat	-0.170752146	31	228	2	222.2275137	234.5547482	-0.343112012	18.76830433	0.230827465	6.163617216
7	mat	-0.10505057	32	230	2	224.0532789	236.2377454	-0.265568363	19.21070507	0.228154137	6.092233293
7	mat	-0.039651929	33	232	2	225.8568357	237.9267729	-0.18838225	19.57700836	0.226009574	6.034968601
7	mat	0.025706827	34	234	2	227.6455248	239.628538	-0.111243211	19.8620592	0.224381922	5.991506599
