Grade,Subject,theta,StandardErrorTheta,se,CAP,RawScore,scaledscore,perflevel,GrowthTheta,Information,GrowthThetaSe
04,mat,-1.01136946903603,.308111304043132,.308111304043132,0,23,220,2,-.816977531084023,10.53379193439,.208234245365477
04,mat,-.915364032584256,.304014659358347,.304014659358347,0,24,220,2,-.752093122923131,10.8195936182965,.205465565011097
04,mat,-.821922600703107,.300356567693883,.300356567693883,0,25,220,2,-.688941574121414,11.0847457039101,.202993276759314
04,mat,-.73070458287726,.297017149147223,.297017149147223,0,26,222,2,-.627292699651554,11.3354025952964,.200736360859448
04,mat,-.641414419275098,.293907522803101,.293907522803101,0,27,224,2,-.566946748067599,11.5765351650234,.198634747946712
04,mat,-.553786436625475,.290967766303322,.290967766303322,0,28,224,2,-.507724166485882,11.8116410322124,.19664794003588
04,mat,-.467575757942343,.288163888305031,.288163888305031,0,29,226,2,-.44945945700442,12.0426173986103,.194752964384519
04,mat,-.382554426058361,.28548382754586,.28548382754586,0,30,228,2,-.391998556828066,12.2697857235765,.192941669497261
04,mat,-.298497235185783,.282932452133895,.282932452133895,0,31,228,2,-.335189262656753,12.4920718331423,.191217345441042
04,mat,-.215181763391898,.280527007659284,.280527007659284,0,32,230,2,-.278881252633727,12.707222712531,.189591647492391
04,mat,-.132378708796536,.278292930966019,.278292930966019,0,33,232,2,-.222919555151807,12.9120634181665,.188081766912853
04,mat,-.0498535017144218,.276261217221136,.276261217221136,0,34,232,2,-.167145638405253,13.1026807057395,.186708651506464
04,mat,.032641794598809,.274467119665274,.274467119665274,0,35,234,2,-.111391936582024,13.2745360278281,.185496126857889
04,mat,.115372598191735,.272950824222194,.272950824222194,0,36,234,2,-.0554790692883244,13.4224309929483,.184471352261184
04,mat,.198626880010427,.27176006084936,.27176006084936,0,37,236,2,.000787586041962357,13.5403140633823,.183666585577531
04,mat,.282728554753877,.270954611241098,.270954611241098,0,38,238,2,.0576269442361156,13.6209345810119,.183122229725748
04,mat,.36804225423521,.27061293486588,.27061293486588,0,39,238,2,.115285438415691,13.6553519276979,.18289131082982
04,mat,.454998914398741,.270840542467477,.270840542467477,0,40,240,3,.174054312751182,13.6324103407089,.183045137374111
04,mat,.544108682045192,.271780409337425,.271780409337425,0,41,242,3,.234278345355823,13.5382865838789,.183680337919626
04,mat,.636002677229559,.273625682549204,.273625682549204,0,42,244,3,.296384073025446,13.3563036556395,.184927449173597
04,mat,.731471177126265,.276635853838284,.276635853838284,0,43,246,3,.360905597459297,13.067215887629,.186961846284566
04,mat,.83154296807428,.281159975825655,.281159975825655,0,44,248,3,.428538214623887,12.6500722334371,.190019433317627
04,mat,.937573763088445,.287672033890553,.287672033890553,0,45,252,3,.500198170930409,12.0838329323616,.194420549015512
04,mat,1.0514093733527,.296831615299057,.296831615299057,0,46,254,3,.577132941216464,11.3495773531356,.200610969481866
04,mat,1.17567597485893,.309596862541403,.309596862541403,0,47,256,3,.66111740283544,10.4329445275775,.20923824667531
04,mat,1.31422038854828,.327435654417695,.327435654417695,0,48,260,4,.754751395018227,9.32713073558547,.221294433241161
04,mat,1.47307109096088,.352775905919883,.352775905919883,0,49,262,4,.862109209251597,8.03530134168957,.238420413624506
04,mat,1.66240043344279,.390045658520187,.390045658520187,0,50,264,4,.990065737428002,6.57308280640739,.263608839708983
04,mat,1.90146226143544,.448567319899249,.448567319899249,0,51,268,4,1.15163351730008,4.9698666923039,.303160176628115
04,mat,2.23430077578703,.553272630690762,.553272630690762,0,52,270,4,1.37657942468836,3.26679307202263,.37392431637995
04,mat,2.80850749411247,.812486268469588,.812486268469588,0,53,278,4,1.76465185534981,1.51484410175187,.549111515106543
04,mat,3.99999999999992,1.82924347117753,1.82924347117753,0,54,280,4,2.56991131699994,.298852554703614,1.23627769838998
05,mat,-10.2511576907392,4.47213595499958,1.01588,1,0,200,1,-10.2511576907392,.00176844592471082,4.47213595499958
05,mat,-9.52245955827818,4.47213595499958,1.01588,1,1,200,1,-9.52245955827818,.00316803406539568,4.47213595499958
05,mat,-8.7937614258172,4.47213595499958,1.01588,1,2,202,1,-8.7937614258172,.00570738882702085,4.47213595499958
05,mat,-8.06506329335621,4.47213595499958,1.01588,1,3,202,1,-8.06506329335621,.0103676929870748,4.47213595499958
05,mat,-7.33636516089523,4.47213595499958,1.01588,1,4,204,1,-7.33636516089523,.0190776171462448,4.47213595499958
05,mat,-6.60766702843424,4.47213595499958,1.01588,1,5,204,1,-6.60766702843424,.0358575324381868,4.47213595499958
05,mat,-5.87896889597326,3.78279730945607,1.01588,1,6,204,1,-5.87896889597326,.0698833727636205,3.78279730945607
05,mat,-5.15027076351227,2.6281606419732,1.01588,1,7,206,1,-5.15027076351227,.144775870707935,2.6281606419732
05,mat,-4.42157263105129,1.74460730590272,1.01588,1,8,206,1,-4.42157263105129,.328552386653198,1.74460730590272
05,mat,-3.56054529560267,1.01588282654104,1.01588282654104,0,9,208,1,-3.56054529560267,.968975425013949,1.01588282654104
05,mat,-2.97855576859266,.706601080356466,.706601080356466,0,10,208,1,-2.97855576859266,2.00286374761847,.706601080356466
05,mat,-2.62104921133962,.576654082835168,.576654082835168,0,11,210,1,-2.62104921133962,3.00724808813309,.576654082835169
05,mat,-2.35580694331739,.502499472697615,.502499472697615,0,12,212,1,-2.35580694331739,3.96030632397916,.502499472697615
05,mat,-2.14138182342094,.453548857664199,.453548857664199,0,13,212,1,-2.14138182342094,4.86129353108504,.453548857664199
05,mat,-1.95934119924239,.418513543246308,.418513543246308,0,14,214,1,-1.95934119924239,5.70927506264021,.418513543246308
05,mat,-1.79976784673428,.39211173436125,.39211173436125,0,15,214,1,-1.79976784673428,6.50399683968507,.39211173436125
05,mat,-1.65668593923765,.37144223364759,.37144223364759,0,16,216,1,-1.65668593923765,7.24798749629252,.37144223364759
05,mat,-1.52618358755079,.354728327590943,.354728327590943,0,17,216,1,-1.52618358755079,7.94709230321394,.354728327590943
05,mat,-1.4055893149671,.340814604973027,.340814604973027,0,18,216,1,-1.4055893149671,8.60921602214037,.340814604973027
05,mat,-1.29298559624137,.32892412529522,.32892412529522,0,19,216,1,-1.29298559624137,9.24290614475882,.32892412529522
05,mat,-1.18695695073725,.318532851609163,.318532851609163,0,20,218,1,-1.18695695073725,9.85579225985873,.318532851609163
05,mat,-1.08642111294787,.309292101327069,.309292101327069,0,21,218,1,-1.08642111294787,10.4535148772184,.309292101327069
05,mat,-.990523695979957,.300976483133417,.300976483133417,0,22,218,1,-.990523695979957,11.0391306559984,.300976483133417
05,mat,-.898587759979039,.293447224324352,.293447224324352,0,23,220,2,-.898587759979039,11.6128813310598,.293447224324352
05,mat,-.810031144118115,.286620123844718,.286620123844718,0,24,220,2,-.810031144118115,12.1726922230195,.286620123844718
05,mat,-.724373978713198,.280447102731814,.280447102731814,0,25,220,2,-.724373978713198,12.7144648223532,.280447102731814
05,mat,-.641171948392256,.274897371619981,.274897371619981,0,26,222,2,-.641171948392256,13.2330156198063,.274897371619981
05,mat,-.560046140854489,.26995054270461,.26995054270461,0,27,224,2,-.560046140854489,13.7224478877947,.26995054270461
05,mat,-.480643690335026,.265588541762423,.265588541762423,0,28,226,2,-.480643690335026,14.1769018018594,.265588541762423
05,mat,-.40263411282567,.26179307140874,.26179307140874,0,29,228,2,-.40263411282567,14.5909545030819,.26179307140874
05,mat,-.325706123087812,.258544886716582,.258544886716582,0,30,228,2,-.325706123087812,14.9598794477344,.258544886716582
05,mat,-.249564256253982,.255824060674515,.255824060674515,0,31,230,2,-.249564256253982,15.2797843058958,.255824060674515
05,mat,-.173926399680648,.253610723515077,.253610723515077,0,32,232,2,-.173926399680648,15.5476506610118,.253610723515077
05,mat,-.0985107790419838,.25188570850054,.25188570850054,0,33,234,2,-.0985107790419838,15.76133303186,.25188570850054
05,mat,-.0230409813714235,.250631885854043,.250631885854043,0,34,236,2,-.0230409813714235,15.9194242273547,.250631885854043
05,mat,.0527627306250442,.249835276031439,.249835276031439,0,35,238,2,.0527627306250442,16.0211055251996,.249835276031439
05,mat,.12918694569181,.24948679466883,.24948679466883,0,36,240,3,.12918694569181,16.0658931130803,.24948679466883
05,mat,.206536339724649,.249584708276841,.249584708276841,0,37,240,3,.206536339724649,16.0532900893689,.249584708276841
05,mat,.285131143484633,.250138075280591,.250138075280591,0,38,242,3,.285131143484633,15.982340995063,.250138075280591
05,mat,.365327602967459,.251171252514767,.251171252514767,0,39,244,3,.365327602967459,15.8511267024623,.251171252514767
05,mat,.447526656507958,.252729639005142,.252729639005142,0,40,246,3,.447526656507958,15.6562463372866,.252729639005142
05,mat,.532196888689524,.254886975231121,.254886975231121,0,41,248,3,.532196888689524,15.3923423067157,.254886975231121
05,mat,.619892076990417,.257754553828451,.257754553828451,0,42,250,3,.619892076990417,15.0517607430729,.257754553828451
05,mat,.711307663335828,.261495052567518,.261495052567518,0,43,252,3,.711307663335828,14.6242312872948,.261495052567518
05,mat,.807305752213494,.266341331513125,.266341331513125,0,44,254,3,.807305752213494,14.0968755868519,.266341331513125
05,mat,.909012300856503,.27262770014555,.27262770014555,0,45,256,3,.909012300856503,13.4542669423834,.27262770014555
05,mat,1.017962566246,.28084102593433,.28084102593433,0,46,260,4,1.017962566246,12.678821809951,.28084102593433
05,mat,1.13627935348153,.291700891196436,.291700891196436,0,47,260,4,1.13627935348153,11.7523438096919,.291700891196436
05,mat,1.2670606893228,.306302154192222,.306302154192222,0,48,262,4,1.2670606893228,10.6585934599736,.306302154192222
05,mat,1.41508325939349,.326379781297098,.326379781297098,0,49,264,4,1.41508325939349,9.38757686180698,.326379781297098
05,mat,1.58821447863834,.35486496843956,.35486496843956,0,50,266,4,1.58821447863834,7.94097342155269,.35486496843956
05,mat,1.80094584118694,.397451554823166,.397451554823166,0,51,268,4,1.80094584118694,6.33040651167244,.397451554823166
05,mat,2.0853637353923,.469332514124193,.469332514124193,0,52,270,4,2.0853637353923,4.53982085859548,.469332514124193
05,mat,2.54651150773619,.643529666610807,.643529666610807,0,53,276,4,2.54651150773619,2.41469818007265,.643529666610807
05,mat,3.99999999999992,2.10627014248474,2.10627014248474,0,54,280,4,3.99999999999992,.225409313908827,2.10627014248474
06,mat,-8.86604414652349,4.47213595499958,1.08895,1,0,200,1,-10.6691792792075,.00889643958176695,5.32798946627781
06,mat,-8.25216813577052,4.47213595499958,1.08895,1,1,200,1,-9.93782295377294,.01379091299461,5.32798946627781
06,mat,-7.63829212501756,4.47213595499958,1.08895,1,2,202,1,-9.20646662833834,.021808607624776,5.32798946627781
06,mat,-7.02441611426459,4.47213595499958,1.08895,1,3,202,1,-8.47511030290374,.035603068277588,5.32798946627781
06,mat,-6.41054010351162,4.05699704706994,1.08895,1,4,204,1,-7.74375397746915,.0607562019216426,4.83340348974494
06,mat,-5.79666409275866,3.0254813992629,1.08895,1,5,204,1,-7.01239765203455,.109247378780831,3.60448188245961
06,mat,-5.18278808200569,2.19738727587264,1.08895,1,6,204,1,-6.28104132659995,.207103190424943,2.61791152527325
06,mat,-4.56891207125272,1.56045111870814,1.08895,1,7,206,1,-5.54968500116535,.410676320454501,1.85908192567888
06,mat,-3.9313323697866,1.08894550813473,1.08894550813473,0,8,206,1,-4.7900886991955,.8433108819218,1.29734208777938
06,mat,-3.25885022206466,.785830832846918,.785830832846918,0,9,206,1,-3.98891050707976,1.61935426868576,.936218943658007
06,mat,-2.82406835856629,.660866215911245,.660866215911245,0,10,208,1,-3.47092241097588,2.28967002257394,.787339265269345
06,mat,-2.49511191410036,.576980351615674,.576980351615674,0,11,210,1,-3.0790120378086,3.00384799400833,.687399771963744
06,mat,-2.23045769991659,.51138896478862,.51138896478862,0,12,212,1,-2.76370971257389,3.82381872526511,.609255855586961
06,mat,-2.0102994663007,.459821320851582,.459821320851582,0,13,212,1,-2.50141877119307,4.72957144961085,.547819471169768
06,mat,-1.82250443907203,.419500167401375,.419500167401375,0,14,214,1,-2.27768453391545,5.68245130860397,.499781870566257
06,mat,-1.65880644051919,.387923720701995,.387923720701995,0,15,214,1,-2.08265888605577,6.64518883674059,.462162492021045
06,mat,-1.51337375667525,.363064656248281,.363064656248281,0,16,214,1,-1.90939407135202,7.58633565088031,.432546032485006
06,mat,-1.38196475111771,.34334932740245,.34334932740245,0,17,216,1,-1.75283671164075,8.48257284812704,.40905768922537
06,mat,-1.26149284030797,.327583154347313,.327583154347313,0,18,216,1,-1.60930952949882,9.31873322563408,.390274270115006
06,mat,-1.14966122463143,.314857676160537,.314857676160537,0,19,216,1,-1.47607617605944,10.0872185056477,.375113457828723
06,mat,-1.04475821900942,.3044808795475,.3044808795475,0,20,218,1,-1.35109739308883,10.7864851283809,.362750805260847
06,mat,-.945457321888339,.295917126894142,.295917126894142,0,21,218,1,-1.2327928202456,11.4198341474919,.352548167329437
06,mat,-.850748256759345,.288750949257714,.288750949257714,0,22,218,1,-1.1199588396945,11.9936993694987,.344010564862839
06,mat,-.759844209487545,.282656703964955,.282656703964955,0,23,218,1,-1.01165806101073,12.5164572174094,.336750035430939
06,mat,-.672113724805686,.277378335135357,.277378335135357,0,24,220,2,-.907138184388049,12.9973533433237,.330461520545387
06,mat,-.587039108918937,.272716311605221,.272716311605221,0,25,220,2,-.805782442556119,13.4455251950391,.324907303833273
06,mat,-.504201091996576,.268519182448409,.268519182448409,0,26,220,2,-.707091328061653,13.8691347445694,.319906950498509
06,mat,-.423244700884008,.26467597433333,.26467597433333,0,27,222,2,-.61064193488222,14.2748304638022,.315328249725568
06,mat,-.343866303111696,.261110841695921,.261110841695921,0,28,224,2,-.516072522986753,14.6673005255449,.311080841031124
06,mat,-.26579550171597,.257777879420724,.257777879420724,0,29,226,2,-.42306094828378,15.0490368836771,.30711003422372
06,mat,-.188785719869258,.254656470839011,.254656470839011,0,30,228,2,-.33131344538845,15.42021992747,.303391267126595
06,mat,-.112608602413687,.251746791482743,.251746791482743,0,31,230,2,-.240557957751508,15.7787324312319,.299924748864084
06,mat,-.0370375169083144,.249064988874293,.249064988874293,0,32,232,2,-.150524481225,16.1203562087839,.296729717185209
06,mat,.0381515387732432,.246639321428167,.246639321428167,0,33,234,2,-.060946145351096,16.4389988955841,.293839838449031
06,mat,.113188882551054,.244506367195408,.244506367195408,0,34,236,2,.0284514448046083,16.7270615067086,.291298690818784
06,mat,.18831662644427,.242708022189291,.242708022189291,0,35,238,2,.117956735367339,16.9758581466942,.289156188143163
06,mat,.263794634132943,.241289261181624,.241289261181624,0,36,240,3,.207879321341343,17.176078359372,.287465912225776
06,mat,.33990160340431,.240296782455086,.240296782455086,0,37,242,3,.298551236208969,17.3182533474489,.286283498217413
06,mat,.416952862046576,.239778226936554,.239778226936554,0,38,244,3,.390348153507625,17.3932408620067,.285665704311274
06,mat,.495289473745908,.239782543874812,.239782543874812,0,39,246,3,.483676407871479,17.3926145873014,.285670847402137
06,mat,.575302690973961,.240360834278912,.240360834278912,0,40,248,3,.579002127582096,17.3090245734179,.286359807937438
06,mat,.657439942899205,.241568616573016,.241568616573016,0,41,250,3,.67685836841428,17.1363757210905,.287798729161053
06,mat,.742226387160854,.243470064958836,.243470064958836,0,42,252,3,.777870789873469,16.8697581619121,.290064066590921
06,mat,.830282846383081,.246145762812434,.246145762812434,0,43,254,3,.882779024304324,16.5049902329038,.293251825219542
06,mat,.922385752154729,.249708604367622,.249708604367622,0,44,256,3,.992508092629341,16.0373639544053,.297496504376675
06,mat,1.01948944057194,.254331890863508,.254331890863508,0,45,258,3,1.10819496669345,15.4596038077697,.303004570767664
06,mat,1.12289141048288,.26030890627902,.26030890627902,0,46,260,4,1.23138545374964,14.7578110341376,.310125435494066
06,mat,1.23435858500129,.268159525038067,.268159525038067,0,47,262,4,1.36418462122706,13.9063624518246,.319478463772467
06,mat,1.35652599002572,.278842680203821,.278842680203821,0,48,262,4,1.50973177221763,12.8612003319712,.332206104157845
06,mat,1.49360276709383,.294174824489726,.294174824489726,0,49,264,4,1.67304157130228,11.5555067068204,.350472432389532
06,mat,1.65295005428759,.31774921438708,.31774921438708,0,50,266,4,1.86288389188271,9.90446516949922,.378558363208922
06,mat,1.84909551800731,.357371388193203,.357371388193203,0,51,268,4,2.09656662762077,7.8299761949443,.425763217174519
06,mat,2.11650574853299,.433736299224806,.433736299224806,0,52,270,4,2.41515240089605,5.31555309837108,.51674243731982
06,mat,2.57235617902685,.6327374016607,.6327374016607,0,53,276,4,2.95824105390408,2.49777311375034,.753827308671012
06,mat,3.99999999999992,2.06467098158333,2.06467098158333,0,54,280,4,4.6590997299999,.234583948567442,2.45979669488972
07,mat,-10.1541305602456,4.47213595499958,.89007,1,0,200,1,-12.125897746746,.000180873573988374,5.27819517061221
07,mat,-9.34686691066526,4.47213595499958,.89007,1,1,200,1,-11.173132638641,.000397666458584325,5.27819517061221
07,mat,-8.53960326108495,4.47213595499958,.89007,1,2,202,1,-10.2203675305359,.000914629659409163,5.27819517061221
07,mat,-7.73233961150464,4.47213595499958,.89007,1,3,202,1,-9.26760242243092,.00224170494617927,5.27819517061221
07,mat,-6.92507596192433,4.47213595499958,.89007,1,4,202,1,-8.31483731432589,.00601752046531969,5.27819517061221
07,mat,-6.11781231234403,4.47213595499958,.89007,1,5,204,1,-7.36207220622085,.018251390890616,5.27819517061221
07,mat,-5.31054866276372,3.97092856929447,.89007,1,6,204,1,-6.40930709811583,.0634184831434859,4.68665000532125
07,mat,-4.50328501318341,2.0201589207708,.89007,1,7,206,1,-5.4565419900108,.245035455168331,2.38427301110138
07,mat,-3.53082007863038,.890070719987075,.890070719987075,0,8,206,1,-4.30879966446515,1.26226625125706,1.05049735138018
07,mat,-2.94118993309148,.584628070473401,.584628070473401,0,9,206,1,-3.61289439281267,2.92577330003046,.69000162097651
07,mat,-2.60397913123623,.488945871899013,.488945871899013,0,10,208,1,-3.21490460812357,4.18290915306191,.57707363231277
07,mat,-2.35391391841837,.441394592042297,.441394592042297,0,11,210,1,-2.91976756132655,5.13270121959263,.52095169455827
07,mat,-2.14898113809437,.410966547026592,.410966547026592,0,12,212,1,-2.67789763109847,5.92089087839238,.48503928897196
07,mat,-1.97247073965833,.387880219247148,.387880219247148,0,13,212,1,-2.46957294196499,6.64667945976254,.457791874085924
07,mat,-1.81593274292463,.368662476246295,.368662476246295,0,14,212,1,-2.28482048660784,7.35770088442296,.43511031893692
07,mat,-1.67436168009367,.352063239859777,.352063239859777,0,15,214,1,-2.1177326101095,8.06786527814639,.41551923087234
07,mat,-1.54444862241823,.337570736396655,.337570736396655,0,16,214,1,-1.96440398134645,8.77547064449397,.398414593947424
07,mat,-1.42385286616,.324877320370788,.324877320370788,0,17,214,1,-1.82207200738959,9.47460714076711,.383433312555161
07,mat,-1.31085102564366,.31372154813997,.31372154813997,0,18,216,1,-1.688702678978,10.1604115857133,.370266820367614
07,mat,-1.20416136132783,.303862732027932,.303862732027932,0,19,216,1,-1.5627832354252,10.8304156292796,.358631048084721
07,mat,-1.10277921897522,.295083294920215,.295083294920215,0,20,216,1,-1.44312794329266,11.4844645534118,.348269202423289
07,mat,-1.00594000130148,.287201394835885,.287201394835885,0,21,218,1,-1.32883439403686,12.1234691150284,.338966666145552
07,mat,-.913027203115129,.280070740291675,.280070740291675,0,22,218,1,-1.2191749633733,12.7486594850084,.330550780144483
07,mat,-.823544819140394,.273579372940153,.273579372940153,0,23,218,1,-1.1135642458766,13.3608257622869,.322889406664285
07,mat,-.737074570608391,.267642871808904,.267642871808904,0,24,218,1,-1.01150857207871,13.9601034813828,.31588290866946
07,mat,-.653260006780713,.262197781921291,.262197781921291,0,25,220,2,-.91258724444607,14.5459460726607,.309456394038075
07,mat,-.571783323408122,.257194663618373,.257194663618373,0,26,220,2,-.816425177589866,15.1173647968156,.303551512091241
07,mat,-.492362573271467,.252593865950693,.252593865950693,0,27,220,2,-.72268960603394,15.6730818029898,.298121465179683
07,mat,-.414733940205321,.248362200718581,.248362200718581,0,28,222,2,-.631069163302789,16.2117165239589,.293127083252002
07,mat,-.338648970690327,.244472245470577,.244472245470577,0,29,224,2,-.541270614535222,16.7317311248891,.288536001225313
