Grade	Subject	theta	RawScore	scaledscore	perflevel	LowScaledScore	HighScaledScore	GrowthTheta	Information	StandardErrorTheta	StandardErrorScaleScore
4	mat	-0.014551835	34	232	2	228.1745446	236.4225247	-0.143287325	13.8634432	0.268574296	4.106640614
4	mat	0.065781686	35	234	2	230.0630274	238.2177581	-0.08899464	14.06323544	0.266659694	4.07736535
4	mat	0.14648257	36	236	2	231.9498772	240.2151174	-0.034453675	14.22279306	0.265159722	4.054429994
4	mat	0.227866757	37	236	2	231.9498772	240.2151174	0.020549093	14.33220465	0.264145672	4.210810217
4	mat	0.310294699	38	238	2	233.8469459	242.9103407	0.076257274	14.3802067	0.263704436	4.531697416
4	mat	0.394191683	39	240	3	235.7743774	245.881103	0.132958294	14.35404981	0.263944597	4.871597071
4	mat	0.480045971	40	240	3	235.7743774	245.881103	0.19098214	14.23945994	0.265004495	5.235128522
4	mat	0.568473287	41	242	3	237.7432741	248.9996844	0.250744944	14.02077557	0.267063159	5.628205141
4	mat	0.660209942	42	244	3	239.0956613	251.2121917	0.312744334	13.68155262	0.270353694	6.05826523
4	mat	0.756213075	43	248	3	240.7457425	253.5598722	0.377627186	13.20551732	0.275183437	6.407064886
4	mat	0.857688809	44	250	3	242.950633	256.0802778	0.446208646	12.57846642	0.281959124	6.564822446
4	mat	0.966266382	45	252	3	245.2627559	258.8241537	0.519589819	11.79029699	0.291231018	6.780698896
4	mat	1.084144349	46	254	3	247.7156404	260.9444674	0.599256579	10.83791424	0.303757595	6.614413517
4	mat	1.214421005	47	258	3	250.3561955	262.6837283	0.687302882	9.727746658	0.32062241	6.163766426
4	mat	1.361618222	48	260	4	253.2519743	264.6934296	0.786784793	8.477801875	0.343445926	5.720727665
4	mat	1.532718128	49	262	4	256.5051492	267.0867624	0.902421121	7.117867952	0.374821968	5.290806559
4	mat	1.739229391	50	266	4	260.140983	270.0535653	1.041989895	5.68781754	0.41930223	4.956291132
4	mat	2.00239837	51	268	4	262.4617829	273.9542542	1.219850276	4.23148117	0.486131534	5.746235629
4	mat	2.368905562	52	272	4	265.4591994	279.6213104	1.467550855	2.78652713	0.599057296	7.081055513
4	mat	2.986344137	53	280	4	269.8592769	280	1.884841146	1.364255539	0.856154487	10
4	mat	4	54	280	4	269.8592769	280	2.569911317	0.403363032	1.574533676	10
