CountryCode,RegionCode,TestCode,Subject,Grade,ProficiencyLevel,ProficiencyName,Linked,ProficiencyFlag,MinSS,MaxSS,MinRasch,MaxRasch
US,IN,IN,READING,9,2,Approaching Proficiency,0,-1,1067,1121,2.5445,3.802
US,IN,IN,READING,9,3,At Proficiency,0,0,1121,1166,3.802,4.8485
US,IN,IN,READING,9,4,Above Proficiency,0,1,1166,1400,4.8485,999.999
US,KS,KS,READING,1,1,Level 1,0,-1,610,795,-999.9999,-3.7908
US,KS,KS,READING,1,2,Level 2,0,-1,795,852,-3.7908,-2.463
US,KS,KS,READING,1,3,Level 3,0,0,852,911,-2.463,-1.0887
US,KS,KS,READING,1,4,Level 4,0,1,911,1256,-1.0887,999.9999
US,KS,KS,READING,10,1,Level 1,0,-1,610,1089,-999.9999,3.0576
US,KS,KS,READING,10,2,Level 2,0,-1,1089,1155,3.0576,4.595
US,KS,KS,READING,10,3,Level 3,0,0,1155,1201,4.595,5.6665
US,KS,KS,READING,10,4,Level 4,0,1,1201,1400,5.6665,999.9999
US,KS,KS,READING,11,1,Level 1,0,-1,615,1095,-999.9999,3.1973
US,KS,KS,READING,11,2,Level 2,0,-1,1095,1162,3.1973,4.758
US,KS,KS,READING,11,3,Level 3,0,0,1162,1206,4.758,5.783
US,KS,KS,READING,11,4,Level 4,0,1,1206,1400,5.783,999.9999
US,KS,KS,READING,12,1,Level 1,0,-1,615,1103,-999.9999,3.3837
US,KS,KS,READING,12,2,Level 2,0,-1,1103,1170,3.3837,4.9444
US,KS,KS,READING,12,3,Level 3,0,0,1170,1212,4.9444,5.9227
US,KS,KS,READING,12,4,Level 4,0,1,1212,1400,5.9227,999.9999
US,KS,KS,READING,2,1,Level 1,0,-1,610,887,-999.9999,-1.6477
US,KS,KS,READING,2,2,Level 2,0,-1,887,947,-1.6477,-0.2501
US,KS,KS,READING,2,3,Level 3,0,0,947,998,-0.2501,0.9379
US,KS,KS,READING,2,4,Level 4,0,1,998,1341,0.9379,999.9999
US,KS,KS,READING,3,1,Level 1,1,-1,610,944,-999.9999,-0.32
US,KS,KS,READING,3,2,Level 2,1,-1,944,999,-0.32,0.9611
US,KS,KS,READING,3,3,Level 3,1,0,999,1044,0.9611,2.0094
US,KS,KS,READING,3,4,Level 4,1,1,1044,1339,2.0094,999.9999
US,KS,KS,READING,4,1,Level 1,1,-1,610,956,-999.9999,-0.0405
US,KS,KS,READING,4,2,Level 2,1,-1,956,1023,-0.0405,1.5202
US,KS,KS,READING,4,3,Level 3,1,0,1023,1084,1.5202,2.9411
US,KS,KS,READING,4,4,Level 4,1,1,1084,1346,2.9411,999.9999
US,KS,KS,READING,5,1,Level 1,1,-1,610,1004,-999.9999,1.0776
US,KS,KS,READING,5,2,Level 2,1,-1,1004,1053,1.0776,2.219
US,KS,KS,READING,5,3,Level 3,1,0,1053,1098,2.219,3.2672
US,KS,KS,READING,5,4,Level 4,1,1,1098,1355,3.2672,999.9999
US,KS,KS,READING,6,1,Level 1,1,-1,610,1037,-999.9999,1.8463
US,KS,KS,READING,6,2,Level 2,1,-1,1037,1080,1.8463,2.8479
US,KS,KS,READING,6,3,Level 3,1,0,1080,1154,2.8479,4.5717
US,KS,KS,READING,6,4,Level 4,1,1,1154,1393,4.5717,999.9999
US,KS,KS,READING,7,1,Level 1,1,-1,610,1062,-999.9999,2.4287
US,KS,KS,READING,7,2,Level 2,1,-1,1062,1109,2.4287,3.5235
US,KS,KS,READING,7,3,Level 3,1,0,1109,1156,3.5235,4.6183
US,KS,KS,READING,7,4,Level 4,1,1,1156,1385,4.6183,999.9999
US,KS,KS,READING,8,1,Level 1,1,-1,610,1068,-999.9999,2.5684
US,KS,KS,READING,8,2,Level 2,1,-1,1068,1135,2.5684,4.1291
US,KS,KS,READING,8,3,Level 3,1,0,1135,1187,4.1291,5.3404
US,KS,KS,READING,8,4,Level 4,1,1,1187,1400,5.3404,999.9999
US,KS,KS,READING,9,1,Level 1,0,-1,610,1083,-999.9999,2.9178
US,KS,KS,READING,9,2,Level 2,0,-1,1083,1148,2.9178,4.4319
US,KS,KS,READING,9,3,Level 3,0,0,1148,1195,4.4319,5.5267
US,KS,KS,READING,9,4,Level 4,0,1,1195,1400,5.5267,999.9999
US,KY,KY,READING,1,1,Novice,0,-1,610,777,-999.9999,-4.2101
US,KY,KY,READING,1,2,Apprentice,0,-1,777,837,-4.2101,-2.8124
US,KY,KY,READING,1,3,Proficient,0,0,837,891,-2.8124,-1.5546
US,KY,KY,READING,1,4,Distinguished,0,1,891,1256,-1.5546,999.9999
US,KY,KY,READING,10,1,Novice,0,-1,610,1079,-999.9999,2.8246
US,KY,KY,READING,10,2,Apprentice,0,-1,1079,1122,2.8246,3.8263
US,KY,KY,READING,10,3,Proficient,0,0,1122,1164,3.8263,4.8046
US,KY,KY,READING,10,4,Distinguished,0,1,1164,1400,4.8046,999.9999
US,KY,KY,READING,11,1,Novice,0,-1,615,1084,-999.9999,2.9411
US,KY,KY,READING,11,2,Apprentice,0,-1,1084,1127,2.9411,3.9427
US,KY,KY,READING,11,3,Proficient,0,0,1127,1170,3.9427,4.9444
US,KY,KY,READING,11,4,Distinguished,0,1,1170,1400,4.9444,999.9999
US,KY,KY,READING,12,1,Novice,0,-1,615,1091,-999.9999,3.1042
US,KY,KY,READING,12,2,Apprentice,0,-1,1091,1135,3.1042,4.1291
US,KY,KY,READING,12,3,Proficient,0,0,1135,1179,4.1291,5.154
US,KY,KY,READING,12,4,Distinguished,0,1,1179,1400,5.154,999.9999
US,KY,KY,READING,2,1,Novice,0,-1,610,869,-999.9999,-2.067
US,KY,KY,READING,2,2,Apprentice,0,-1,869,932,-2.067,-0.5995
US,KY,KY,READING,2,3,Proficient,0,0,932,982,-0.5995,0.5652
US,KY,KY,READING,2,4,Distinguished,0,1,982,1341,0.5652,999.9999
US,KY,KY,READING,3,1,Novice,1,-1,610,927,-999.999,-0.716
US,KY,KY,READING,3,2,Apprentice,1,-1,927,985,-0.716,0.635
US,KY,KY,READING,3,3,Proficient,1,0,985,1031,0.635,1.7065
US,KY,KY,READING,3,4,Distinguished,1,1,1031,1339,1.7065,999.9999
US,KY,KY,READING,4,1,Novice,1,-1,610,971,-999.999,0.3089
US,KY,KY,READING,4,2,Apprentice,1,-1,971,1015,0.3089,1.3338
US,KY,KY,READING,4,3,Proficient,1,0,1015,1063,1.3338,2.4519
US,KY,KY,READING,4,4,Distinguished,1,1,1063,1346,2.4519,999.9999
US,KY,KY,READING,5,1,Novice,1,-1,610,997,-999.999,0.9146
US,KY,KY,READING,5,2,Apprentice,1,-1,997,1045,0.9146,2.0327
US,KY,KY,READING,5,3,Proficient,1,0,1045,1088,2.0327,3.0343
US,KY,KY,READING,5,4,Distinguished,1,1,1088,1355,3.0343,999.9999
US,KY,KY,READING,6,1,Novice,1,-1,610,1014,-999.999,1.3106
US,KY,KY,READING,6,2,Apprentice,1,-1,1014,1065,1.3106,2.4985
US,KY,KY,READING,6,3,Proficient,1,0,1065,1107,2.4985,3.4769
US,KY,KY,READING,6,4,Distinguished,1,1,1107,1393,3.4769,999.9999
US,KY,KY,READING,7,1,Novice,1,-1,610,1047,-999.999,2.056
US,KY,KY,READING,7,2,Apprentice,1,-1,1047,1086,2.056,2.9877
US,KY,KY,READING,7,3,Proficient,1,0,1086,1127,2.9877,3.9427
US,KY,KY,READING,7,4,Distinguished,1,1,1127,1385,3.9427,999.9999
US,KY,KY,READING,8,1,Novice,1,-1,610,1058,-999.999,2.3355
US,KY,KY,READING,8,2,Apprentice,1,-1,1058,1100,2.3355,3.3138
US,KY,KY,READING,8,3,Proficient,1,0,1100,1144,3.3138,4.3387
US,KY,KY,READING,8,4,Distinguished,1,1,1144,1400,4.3387,999.9999
US,KY,KY,READING,9,1,Novice,0,-1,610,1072,-999.9999,2.6616
US,KY,KY,READING,9,2,Apprentice,0,-1,1072,1115,2.6616,3.6632
US,KY,KY,READING,9,3,Proficient,0,0,1115,1156,3.6632,4.6183
US,KY,KY,READING,9,4,Distinguished,0,1,1156,1400,4.6183,999.9999
US,LA,LA,READING,1,1,Unsatisfactory,0,-1,610,741,-999.999,-5.067
US,LA,LA,READING,1,2,Approaching,0,-1,741,789,-5.067,-3.926
US,LA,LA,READING,1,3,Basic,0,-1,789,829,-3.926,-2.995
US,LA,LA,READING,1,4,Mastery,0,0,829,925,-2.995,-0.7615
US,LA,LA,READING,1,5,Advanced,0,1,925,1256,-0.7615,999.999
US,LA,LA,READING,10,1,Unsatisfactory,0,-1,610,1010,-999.999,1.207
US,LA,LA,READING,10,2,Approaching,0,-1,1010,1058,1.207,2.33
US,LA,LA,READING,10,3,Basic,0,-1,1058,1106,2.33,3.451
US,LA,LA,READING,10,4,Mastery,0,0,1106,1170,3.451,4.9405
US,LA,LA,READING,10,5,Advanced,0,1,1170,1400,4.9405,999.999
US,LA,LA,READING,11,1,Unsatisfactory,0,-1,615,1017,-999.999,1.3875
US,LA,LA,READING,11,2,Approaching,0,-1,1017,1065,1.3875,2.4945
US,LA,LA,READING,11,3,Basic,0,-1,1065,1112,2.4945,3.5895
US,LA,LA,READING,11,4,Mastery,0,0,1112,1177,3.5895,5.102
US,LA,LA,READING,11,5,Advanced,0,1,1177,1400,5.102,999.999
US,LA,LA,READING,12,1,Unsatisfactory,0,-1,615,1022,-999.999,1.489
US,LA,LA,READING,12,2,Approaching,0,-1,1022,1071,1.489,2.6375
US,LA,LA,READING,12,3,Basic,0,-1,1071,1120,2.6375,3.778
US,LA,LA,READING,12,4,Mastery,0,0,1120,1187,3.778,5.3305
US,LA,LA,READING,12,5,Advanced,0,1,1187,1400,5.3305,999.999
US,LA,LA,READING,2,1,Unsatisfactory,0,-1,610,833,-999.999,-2.8955
US,LA,LA,READING,2,2,Approaching,0,-1,833,882,-2.8955,-1.7585
US,LA,LA,READING,2,3,Basic,0,-1,882,924,-1.7585,-0.784
US,LA,LA,READING,2,4,Mastery,0,0,924,1008,-0.784,1.1785
US,LA,LA,READING,2,5,Advanced,0,1,1008,1341,1.1785,999.999
US,LA,LA,READING,3,1,Unsatisfactory,1,-1,610,891,-999.999,-1.5725
US,LA,LA,READING,3,2,Approaching,1,-1,891,938,-1.5725,-0.451
US,LA,LA,READING,3,3,Basic,1,-1,938,977,-0.451,0.464
US,LA,LA,READING,3,4,Mastery,1,0,977,1055,0.464,2.2545
US,LA,LA,READING,3,5,Advanced,1,1,1055,1339,2.2545,999.999
US,LA,LA,READING,4,1,Unsatisfactory,1,-1,610,900,-999.999,-1.353
US,LA,LA,READING,4,2,Approaching,1,-1,900,957,-1.353,-0.0265
US,LA,LA,READING,4,3,Basic,1,-1,957,1010,-0.0265,1.226
US,LA,LA,READING,4,4,Mastery,1,0,1010,1080,1.226,2.839
US,LA,LA,READING,4,5,Advanced,1,1,1080,1346,2.839,999.999
US,LA,LA,READING,5,1,Unsatisfactory,1,-1,610,918,-999.999,-0.9135
US,LA,LA,READING,5,2,Approaching,1,-1,918,983,-0.9135,0.5745
US,LA,LA,READING,5,3,Basic,1,-1,983,1042,0.5745,1.961
US,LA,LA,READING,5,4,Mastery,1,0,1042,1125,1.961,3.916
US,LA,LA,READING,5,5,Advanced,1,1,1125,1355,3.916,999.999
US,LA,LA,READING,6,1,Unsatisfactory,1,-1,610,959,-999.999,0.025
US,LA,LA,READING,6,2,Approaching,1,-1,959,1019,0.025,1.449
US,LA,LA,READING,6,3,Basic,1,-1,1019,1067,1.449,2.5255
US,LA,LA,READING,6,4,Mastery,1,0,1067,1134,2.5255,4.1175
US,LA,LA,READING,6,5,Advanced,1,1,1134,1393,4.1175,999.999
US,LA,LA,READING,7,1,Unsatisfactory,1,-1,610,978,-999.999,0.4795
US,LA,LA,READING,7,2,Approaching,1,-1,978,1029,0.4795,1.6655
US,LA,LA,READING,7,3,Basic,1,-1,1029,1077,1.6655,2.764
US,LA,LA,READING,7,4,Mastery,1,0,1077,1142,2.764,4.2875
US,LA,LA,READING,7,5,Advanced,1,1,1142,1385,4.2875,999.999
US,LA,LA,READING,8,1,Unsatisfactory,1,-1,610,981,-999.999,0.5485
US,LA,LA,READING,8,2,Approaching,1,-1,981,1037,0.5485,1.8405
US,LA,LA,READING,8,3,Basic,1,-1,1037,1083,1.8405,2.9115
US,LA,LA,READING,8,4,Mastery,1,0,1083,1151,2.9115,4.509
US,LA,LA,READING,8,5,Advanced,1,1,1151,1400,4.509,999.999
US,LA,LA,READING,9,1,Unsatisfactory,0,-1,610,1007,-999.999,1.1605
US,LA,LA,READING,9,2,Approaching,0,-1,1007,1053,1.1605,2.2155
US,LA,LA,READING,9,3,Basic,0,-1,1053,1098,2.2155,3.2655
US,LA,LA,READING,9,4,Mastery,0,0,1098,1163,3.2655,4.78
US,LA,LA,READING,9,5,Advanced,0,1,1163,1400,4.78,999.999
US,MA,MA,READING,1,1,Not Meeting Expectations,0,-1,610,763,-999.999,-4.536221756
US,MA,MA,READING,1,2,Partially Meeting Expectations,0,-1,763,869,-4.536221756,-2.067085954
US,MA,MA,READING,1,3,Meeting Expectations,0,0,869,968,-2.067085954,0.2389937107
US,MA,MA,READING,1,4,Exceeding Expectations,0,1,968,1256,0.2389937107,999.999
US,MA,MA,READING,10,1,Not Meeting Expectations,1,-1,610,1041,-999.999,1.939436292
US,MA,MA,READING,10,2,Partially Meeting Expectations,1,-1,1041,1109,1.939436292,3.523410203
US,MA,MA,READING,10,3,Meeting Expectations,1,0,1109,1187,3.523410203,5.340321454
US,MA,MA,READING,10,4,Exceeding Expectations,1,1,1187,1400,5.340321454,999.999
US,MA,MA,READING,11,1,Not Meeting Expectations,0,-1,615,1047,-999.999,2.079198696
US,MA,MA,READING,11,2,Partially Meeting Expectations,0,-1,1047,1115,2.079198696,3.663172607
US,MA,MA,READING,11,3,Meeting Expectations,0,0,1115,1189,3.663172607,5.386908922
US,MA,MA,READING,11,4,Exceeding Expectations,0,1,1189,1400,5.386908922,999.999
US,MA,MA,READING,12,1,Not Meeting Expectations,0,-1,615,1048,-999.999,2.10249243
US,MA,MA,READING,12,2,Partially Meeting Expectations,0,-1,1048,1116,2.10249243,3.686466341
US,MA,MA,READING,12,3,Meeting Expectations,0,0,1116,1190,3.686466341,5.410202655
US,MA,MA,READING,12,4,Exceeding Expectations,0,1,1190,1400,5.410202655,999.999
US,MA,MA,READING,2,1,Not Meeting Expectations,0,-1,610,847,-999.999,-2.579548102
US,MA,MA,READING,2,2,Partially Meeting Expectations,0,-1,847,951,-2.579548102,-0.1569997671
US,MA,MA,READING,2,3,Meeting Expectations,0,0,951,1029,-0.1569997671,1.659911484
US,MA,MA,READING,2,4,Exceeding Expectations,0,1,1029,1341,1.659911484,999.999
US,MA,MA,READING,3,1,Not Meeting Expectations,1,-1,610,903,-999.999,-1.275098998
US,MA,MA,READING,3,2,Partially Meeting Expectations,1,-1,903,998,-1.275098998,0.9378057303
US,MA,MA,READING,3,3,Meeting Expectations,1,0,998,1068,0.9378057303,2.568367109
US,MA,MA,READING,3,4,Exceeding Expectations,1,1,1068,1339,2.568367109,999.999
US,MA,MA,READING,4,1,Not Meeting Expectations,1,-1,610,953,-999.999,-0.1104122991
US,MA,MA,READING,4,2,Partially Meeting Expectations,1,-1,953,1040,-0.1104122991,1.916142558
US,MA,MA,READING,4,3,Meeting Expectations,1,0,1040,1111,1.916142558,3.569997671
US,MA,MA,READING,4,4,Exceeding Expectations,1,1,1111,1346,3.569997671,999.999
US,MA,MA,READING,5,1,Not Meeting Expectations,1,-1,610,969,-999.999,0.2622874447
US,MA,MA,READING,5,2,Partially Meeting Expectations,1,-1,969,1059,0.2622874447,2.358723503
US,MA,MA,READING,5,3,Meeting Expectations,1,0,1059,1127,2.358723503,3.942697414
US,MA,MA,READING,5,4,Exceeding Expectations,1,1,1127,1355,3.942697414,999.999
US,MA,MA,READING,6,1,Not Meeting Expectations,1,-1,610,1014,-999.999,1.310505474
US,MA,MA,READING,6,2,Partially Meeting Expectations,1,-1,1014,1077,1.310505474,2.778010715
US,MA,MA,READING,6,3,Meeting Expectations,1,0,1077,1140,2.778010715,4.245515956
US,MA,MA,READING,6,4,Exceeding Expectations,1,1,1140,1393,4.245515956,999.999
US,MA,MA,READING,7,1,Not Meeting Expectations,1,-1,610,1019,-999.999,1.426974144
US,MA,MA,READING,7,2,Partially Meeting Expectations,1,-1,1019,1094,1.426974144,3.174004193
US,MA,MA,READING,7,3,Meeting Expectations,1,0,1094,1166,3.174004193,4.85115304
US,MA,MA,READING,7,4,Exceeding Expectations,1,1,1166,1385,4.85115304,999.999
US,MA,MA,READING,8,1,Not Meeting Expectations,1,-1,610,1038,-999.999,1.86955509
US,MA,MA,READING,8,2,Partially Meeting Expectations,1,-1,1038,1107,1.86955509,3.476822735
US,MA,MA,READING,8,3,Meeting Expectations,1,0,1107,1176,3.476822735,5.08409038
US,MA,MA,READING,8,4,Exceeding Expectations,1,1,1176,1400,5.08409038,999.999
US,MA,MA,READING,9,1,Not Meeting Expectations,0,-1,610,1040,-999.999,1.916142558
US,MA,MA,READING,9,2,Partially Meeting Expectations,0,-1,1040,1108,1.916142558,3.500116469
US,MA,MA,READING,9,3,Meeting Expectations,0,0,1108,1183,3.500116469,5.247146518
US,MA,MA,READING,9,4,Exceeding Expectations,0,1,1183,1400,5.247146518,999.999
US,MD,MD,READING,1,1,Level 1,0,-1,610,800,-999.999,-3.679
US,MD,MD,READING,1,2,Level 2,0,-1,800,850,-3.679,-2.5145
US,MD,MD,READING,1,3,Level 3,0,-1,850,890,-2.5145,-1.585
US,MD,MD,READING,1,4,Level 4,0,0,890,1004,-1.585,1.0705
US,MD,MD,READING,1,5,Level 5,0,1,1004,1256,1.0705,999.999
US,MD,MD,READING,10,1,Level 1,1,-1,610,1066,-999.999,2.5255
US,MD,MD,READING,10,2,Level 2,1,-1,1066,1107,2.5255,3.4635
US,MD,MD,READING,10,3,Level 3,1,-1,1107,1136,3.4635,4.156
US,MD,MD,READING,10,4,Level 4,1,0,1136,1192,4.156,5.458
US,MD,MD,READING,10,5,Level 5,1,1,1192,1400,5.458,999.999
US,MD,MD,READING,11,1,Level 1,0,-1,615,1074,-999.999,2.7025
US,MD,MD,READING,11,2,Level 2,0,-1,1074,1112,2.7025,3.5895
US,MD,MD,READING,11,3,Level 3,0,-1,1112,1141,3.5895,4.2795
US,MD,MD,READING,11,4,Level 4,0,0,1141,1197,4.2795,5.5715
US,MD,MD,READING,11,5,Level 5,0,1,1197,1400,5.5715,999.999
US,MD,MD,READING,12,1,Level 1,0,-1,615,1081,-999.999,2.867
US,MD,MD,READING,12,2,Level 2,0,-1,1081,1120,2.867,3.79
US,MD,MD,READING,12,3,Level 3,0,-1,1120,1151,3.79,4.5145
US,MD,MD,READING,12,4,Level 4,0,0,1151,1208,4.5145,5.845
US,MD,MD,READING,12,5,Level 5,0,1,1208,1400,5.845,999.999
US,MD,MD,READING,2,1,Level 1,0,-1,610,880,-999.999,-1.795
US,MD,MD,READING,2,2,Level 2,0,-1,880,931,-1.795,-0.612
US,MD,MD,READING,2,3,Level 3,0,-1,931,971,-0.612,0.308
US,MD,MD,READING,2,4,Level 4,0,0,971,1065,0.308,2.4945
US,MD,MD,READING,2,5,Level 5,0,1,1065,1341,2.4945,999.999
US,MD,MD,READING,3,1,Level 1,1,-1,610,929,-999.999,-0.669
US,MD,MD,READING,3,2,Level 2,1,-1,929,977,-0.669,0.449
US,MD,MD,READING,3,3,Level 3,1,-1,977,1016,0.449,1.351
US,MD,MD,READING,3,4,Level 4,1,0,1016,1114,1.351,3.634
US,MD,MD,READING,3,5,Level 5,1,1,1114,1339,3.634,999.999
US,MD,MD,READING,4,1,Level 1,1,-1,610,943,-999.999,-0.342
US,MD,MD,READING,4,2,Level 2,1,-1,943,987,-0.342,0.683
US,MD,MD,READING,4,3,Level 3,1,-1,987,1035,0.683,1.801
US,MD,MD,READING,4,4,Level 4,1,0,1035,1129,1.801,3.999
US,MD,MD,READING,4,5,Level 5,1,1,1129,1346,3.999,999.999
US,MD,MD,READING,5,1,Level 1,1,-1,610,961,-999.999,0.0635
US,MD,MD,READING,5,2,Level 2,1,-1,961,1014,0.0635,1.3065
US,MD,MD,READING,5,3,Level 3,1,-1,1014,1061,1.3065,2.3975
US,MD,MD,READING,5,4,Level 4,1,0,1061,1150,2.3975,4.4885
US,MD,MD,READING,5,5,Level 5,1,1,1150,1355,4.4885,999.999
US,MD,MD,READING,6,1,Level 1,1,-1,610,978,-999.999,0.4795
US,MD,MD,READING,6,2,Level 2,1,-1,978,1031,0.4795,1.7215
US,MD,MD,READING,6,3,Level 3,1,-1,1031,1082,1.7215,2.903
US,MD,MD,READING,6,4,Level 4,1,0,1082,1166,2.903,4.8415
US,MD,MD,READING,6,5,Level 5,1,1,1166,1393,4.8415,999.999
US,MD,MD,READING,7,1,Level 1,1,-1,610,999,-999.999,0.9545
US,MD,MD,READING,7,2,Level 2,1,-1,999,1048,0.9545,2.0955
US,MD,MD,READING,7,3,Level 3,1,-1,1048,1091,2.0955,3.124
US,MD,MD,READING,7,4,Level 4,1,0,1091,1174,3.124,5.034
US,MD,MD,READING,7,5,Level 5,1,1,1174,1385,5.034,999.999
US,MD,MD,READING,8,1,Level 1,1,-1,610,1020,-999.999,1.465
US,MD,MD,READING,8,2,Level 2,1,-1,1020,1065,1.465,2.488
US,MD,MD,READING,8,3,Level 3,1,-1,1065,1110,2.488,3.5315
US,MD,MD,READING,8,4,Level 4,1,0,1110,1188,3.5315,5.3505
US,MD,MD,READING,8,5,Level 5,1,1,1188,1400,5.3505,999.999
US,MD,MD,READING,9,1,Level 1,1,-1,610,1043,-999.999,1.9835
US,MD,MD,READING,9,2,Level 2,1,-1,1043,1091,1.9835,3.1095
US,MD,MD,READING,9,3,Level 3,1,-1,1091,1131,3.1095,4.0355
US,MD,MD,READING,9,4,Level 4,1,0,1131,1191,4.0355,5.4365
US,MD,MD,READING,9,5,Level 5,1,1,1191,1400,5.4365,999.999
US,ME,ME,READING,1,1,Well Below or Below,0,-1,610,850,-999.999,-2.503
US,ME,ME,READING,1,2,At or Above,0,0,850,1256,-2.503,999.999
US,ME,ME,READING,10,1,Well Below or Below,0,-1,610,1134,-999.999,4.1085
US,ME,ME,READING,10,2,At or Above,0,0,1134,1400,4.1085,999.999
US,ME,ME,READING,11,1,Well Below or Below,0,-1,615,1141,-999.999,4.261
US,ME,ME,READING,11,2,At or Above,0,0,1141,1400,4.261,999.999
US,ME,ME,READING,12,1,Well Below or Below,0,-1,615,1151,-999.999,4.509
US,ME,ME,READING,12,2,At or Above,0,0,1151,1400,4.509,999.999
US,ME,ME,READING,2,1,Well Below or Below,0,-1,610,936,-999.999,-0.496
US,ME,ME,READING,2,2,At or Above,0,0,936,1341,-0.496,999.999
US,ME,ME,READING,3,1,Well Below or Below,1,-1,610,985,-999.999,0.6425
US,ME,ME,READING,3,2,At or Above,1,0,985,1339,0.6425,999.999
US,ME,ME,READING,4,1,Well Below or Below,1,-1,610,1020,-999.999,1.441
US,ME,ME,READING,4,2,At or Above,1,0,1020,1346,1.441,999.999
US,ME,ME,READING,5,1,Well Below or Below,1,-1,610,1047,-999.999,2.0815
US,ME,ME,READING,5,2,At or Above,1,0,1047,1355,2.0815,999.999
US,ME,ME,READING,6,1,Well Below or Below,1,-1,610,1083,-999.999,2.9115
US,ME,ME,READING,6,2,At or Above,1,0,1083,1393,2.9115,999.999
US,ME,ME,READING,7,1,Well Below or Below,1,-1,610,1096,-999.999,3.242
US,ME,ME,READING,7,2,At or Above,1,0,1096,1385,3.242,999.999
US,ME,ME,READING,8,1,Well Below or Below,1,-1,610,1114,-999.999,3.634
US,ME,ME,READING,8,2,At or Above,1,0,1114,1400,3.634,999.999
US,ME,ME,READING,9,1,Well Below or Below,0,-1,610,1127,-999.999,3.928
US,ME,ME,READING,9,2,At or Above,0,0,1127,1400,3.928,999.999
US,MI,MI,READING,1,1,Not Proficient,0,-1,610,808,-999.999,-3.494
US,MI,MI,READING,1,2,Partially Proficient,0,-1,808,856,-3.494,-2.371
US,MI,MI,READING,1,3,Proficient,0,0,856,892,-2.371,-1.536
US,MI,MI,READING,1,4,Advanced,0,1,892,1256,-1.536,999.999
US,MI,MI,READING,10,1,Not Proficient,0,-1,610,1089,-999.999,3.0545
US,MI,MI,READING,10,2,Partially Proficient,0,-1,1089,1132,3.0545,4.0565
US,MI,MI,READING,10,3,Proficient,0,0,1132,1181,4.0565,5.22
US,MI,MI,READING,10,4,Advanced,0,1,1181,1400,5.22,999.999
US,MI,MI,READING,11,1,Not Proficient,0,-1,615,1096,-999.999,3.218
US,MI,MI,READING,11,2,Partially Proficient,0,-1,1096,1138,3.218,4.199
US,MI,MI,READING,11,3,Proficient,0,0,1138,1188,4.199,5.3505
US,MI,MI,READING,11,4,Advanced,0,1,1188,1400,5.3505,999.999
US,MI,MI,READING,12,1,Not Proficient,0,-1,615,1104,-999.999,3.4255
US,MI,MI,READING,12,2,Partially Proficient,0,-1,1104,1148,3.4255,4.4535
US,MI,MI,READING,12,3,Proficient,0,0,1148,1198,4.4535,5.604
US,MI,MI,READING,12,4,Advanced,0,1,1198,1400,5.604,999.999
US,MI,MI,READING,2,1,Not Proficient,0,-1,610,898,-999.999,-1.401
US,MI,MI,READING,2,2,Partially Proficient,0,-1,898,946,-1.401,-0.277
US,MI,MI,READING,2,3,Proficient,0,0,946,979,-0.277,0.514
US,MI,MI,READING,2,4,Advanced,0,1,979,1341,0.514,999.999
US,MI,MI,READING,3,1,Not Proficient,1,-1,610,951,-999.999,-0.1535
US,MI,MI,READING,3,2,Partially Proficient,1,-1,951,997,-0.1535,0.898
US,MI,MI,READING,3,3,Proficient,1,0,997,1028,0.898,1.633
US,MI,MI,READING,3,4,Advanced,1,1,1028,1339,1.633,999.999
US,MI,MI,READING,4,1,Not Proficient,1,-1,610,994,-999.999,0.84
US,MI,MI,READING,4,2,Partially Proficient,1,-1,994,1026,0.84,1.5825
US,MI,MI,READING,4,3,Proficient,1,0,1026,1058,1.5825,2.353
US,MI,MI,READING,4,4,Advanced,1,1,1058,1346,2.353,999.999
US,MI,MI,READING,5,1,Not Proficient,1,-1,610,1017,-999.999,1.3785
US,MI,MI,READING,5,2,Partially Proficient,1,-1,1017,1049,1.3785,2.11
US,MI,MI,READING,5,3,Proficient,1,0,1049,1090,2.11,3.0885
US,MI,MI,READING,5,4,Advanced,1,1,1090,1355,3.0885,999.999
US,MI,MI,READING,6,1,Not Proficient,1,-1,610,1034,-999.999,1.785
US,MI,MI,READING,6,2,Partially Proficient,1,-1,1034,1076,1.785,2.7535
US,MI,MI,READING,6,3,Proficient,1,0,1076,1127,2.7535,3.941
US,MI,MI,READING,6,4,Advanced,1,1,1127,1393,3.941,999.999
US,MI,MI,READING,7,1,Not Proficient,1,-1,610,1047,-999.999,2.0885
US,MI,MI,READING,7,2,Partially Proficient,1,-1,1047,1090,2.0885,3.067
US,MI,MI,READING,7,3,Proficient,1,0,1090,1142,3.067,4.2875
US,MI,MI,READING,7,4,Advanced,1,1,1142,1385,4.2875,999.999
US,MI,MI,READING,8,1,Not Proficient,1,-1,610,1067,-999.999,2.54
US,MI,MI,READING,8,2,Partially Proficient,1,-1,1067,1110,2.54,3.541
US,MI,MI,READING,8,3,Proficient,1,0,1110,1163,3.541,4.7875
US,MI,MI,READING,8,4,Advanced,1,1,1163,1400,4.7875,999.999
US,MI,MI,READING,9,1,Not Proficient,0,-1,610,1085,-999.999,2.9625
US,MI,MI,READING,9,2,Partially Proficient,0,-1,1085,1126,2.9625,3.916
US,MI,MI,READING,9,3,Proficient,0,0,1126,1174,3.916,5.034
US,MI,MI,READING,9,4,Advanced,0,1,1174,1400,5.034,999.999
