CountryCode,RegionCode,TestCode,Subject,Grade,ProficiencyLevel,ProficiencyName,Linked,ProficiencyFlag,MinSS,MaxSS,MinRasch,MaxRasch
US,VT,VT,READING,4,2,Level 2,1,-1,940,1011,-0.4132308409,1.240624272
US,VT,VT,READING,4,3,Level 3,1,0,1011,1053,1.240624272,2.218961099
US,VT,VT,READING,4,4,Level 4,1,1,1053,1346,2.218961099,999.999
US,VT,VT,READING,5,1,Level 1,1,-1,610,991,-999.999,0.7747495924
US,VT,VT,READING,5,2,Level 2,1,-1,991,1045,0.7747495924,2.032611228
US,VT,VT,READING,5,3,Level 3,1,0,1045,1086,2.032611228,2.987654321
US,VT,VT,READING,5,4,Level 4,1,1,1086,1355,2.987654321,999.999
US,VT,VT,READING,6,1,Level 1,1,-1,610,992,-999.999,0.7980433263
US,VT,VT,READING,6,2,Level 2,1,-1,992,1058,0.7980433263,2.335429769
US,VT,VT,READING,6,3,Level 3,1,0,1058,1101,2.335429769,3.337060331
US,VT,VT,READING,6,4,Level 4,1,1,1101,1393,3.337060331,999.999
US,VT,VT,READING,7,1,Level 1,1,-1,610,993,-999.999,0.8213370603
US,VT,VT,READING,7,2,Level 2,1,-1,993,1071,0.8213370603,2.638248311
US,VT,VT,READING,7,3,Level 3,1,0,1071,1119,2.638248311,3.756347543
US,VT,VT,READING,7,4,Level 4,1,1,1119,1385,3.756347543,999.999
US,VT,VT,READING,8,1,Level 1,1,-1,610,1029,-999.999,1.659911484
US,VT,VT,READING,8,2,Level 2,1,-1,1029,1088,1.659911484,3.034241789
US,VT,VT,READING,8,3,Level 3,1,0,1088,1122,3.034241789,3.826228744
US,VT,VT,READING,8,4,Level 4,1,1,1122,1400,3.826228744,999.999
US,VT,VT,READING,9,1,Level 1,1,-1,610,1070,-999.999,2.614954577
US,VT,VT,READING,9,2,Level 2,1,-1,1070,1119,2.614954577,3.756347543
US,VT,VT,READING,9,3,Level 3,1,0,1119,1176,3.756347543,5.08409038
US,VT,VT,READING,9,4,Level 4,1,1,1176,1400,5.08409038,999.999
US,WA,WA,READING,1,1,Level 1,0,-1,610,811,-999.999,-3.4325
US,WA,WA,READING,1,2,Level 2,0,-1,811,858,-3.4325,-2.3095
US,WA,WA,READING,1,3,Level 3,0,0,858,902,-2.3095,-1.307
US,WA,WA,READING,1,4,Level 4,0,1,902,1256,-1.307,999.999
US,WA,WA,READING,10,1,Level 1,0,-1,610,1047,-999.9999,2.0792
US,WA,WA,READING,10,2,Level 2,0,-1,1047,1104,2.0792,3.407
US,WA,WA,READING,10,3,Level 3,0,0,1104,1167,3.407,4.8745
US,WA,WA,READING,10,4,Level 4,0,1,1167,1400,4.8745,999.9999
US,WA,WA,READING,11,1,Level 1,1,-1,615,1055,-999.999,2.2656
US,WA,WA,READING,11,2,Level 2,1,-1,1055,1112,2.2656,3.5933
US,WA,WA,READING,11,3,Level 3,1,0,1112,1170,3.5933,4.9444
US,WA,WA,READING,11,4,Level 4,1,1,1170,1400,4.9444,999.9999
US,WA,WA,READING,12,1,Level 1,0,-1,615,1056,-999.9999,2.2889
US,WA,WA,READING,12,2,Level 2,0,-1,1056,1118,2.2889,3.7331
US,WA,WA,READING,12,3,Level 3,0,0,1118,1177,3.7331,5.1074
US,WA,WA,READING,12,4,Level 4,0,1,1177,1400,5.1074,999.9999
US,WA,WA,READING,2,1,Level 1,0,-1,610,893,-999.999,-1.499
US,WA,WA,READING,2,2,Level 2,0,-1,893,945,-1.499,-0.3105
US,WA,WA,READING,2,3,Level 3,0,0,945,985,-0.3105,0.6355
US,WA,WA,READING,2,4,Level 4,0,1,985,1341,0.6355,999.999
US,WA,WA,READING,3,1,Level 1,1,-1,610,942,-999.999,-0.362
US,WA,WA,READING,3,2,Level 2,1,-1,942,993,-0.362,0.816
US,WA,WA,READING,3,3,Level 3,1,0,993,1032,0.816,1.731
US,WA,WA,READING,3,4,Level 4,1,1,1032,1339,1.731,999.999
US,WA,WA,READING,4,1,Level 1,1,-1,610,984,-999.999,0.628
US,WA,WA,READING,4,2,Level 2,1,-1,984,1022,0.628,1.4965
US,WA,WA,READING,4,3,Level 3,1,0,1022,1060,1.4965,2.3875
US,WA,WA,READING,4,4,Level 4,1,1,1060,1346,2.3875,999.999
US,WA,WA,READING,5,1,Level 1,1,-1,610,1006,-999.999,1.1095
US,WA,WA,READING,5,2,Level 2,1,-1,1006,1043,1.1095,1.999
US,WA,WA,READING,5,3,Level 3,1,0,1043,1097,1.999,3.23
US,WA,WA,READING,5,4,Level 4,1,1,1097,1355,3.23,999.999
US,WA,WA,READING,6,1,Level 1,1,-1,610,1011,-999.999,1.245
US,WA,WA,READING,6,2,Level 2,1,-1,1011,1067,1.245,2.5595
US,WA,WA,READING,6,3,Level 3,1,0,1067,1129,2.5595,3.99
US,WA,WA,READING,6,4,Level 4,1,1,1129,1393,3.99,999.999
US,WA,WA,READING,7,1,Level 1,1,-1,610,1037,-999.999,1.8405
US,WA,WA,READING,7,2,Level 2,1,-1,1037,1082,1.8405,2.885
US,WA,WA,READING,7,3,Level 3,1,0,1082,1148,2.885,4.4395
US,WA,WA,READING,7,4,Level 4,1,1,1148,1385,4.4395,999.999
US,WA,WA,READING,8,1,Level 1,1,-1,610,1041,-999.999,1.937
US,WA,WA,READING,8,2,Level 2,1,-1,1041,1098,1.937,3.2605
US,WA,WA,READING,8,3,Level 3,1,0,1098,1165,3.2605,4.828
US,WA,WA,READING,8,4,Level 4,1,1,1165,1400,4.828,999.999
US,WA,WA,READING,9,1,Level 1,0,-1,610,1042,-999.9999,1.9628
US,WA,WA,READING,9,2,Level 2,0,-1,1042,1098,1.9628,3.2672
US,WA,WA,READING,9,3,Level 3,0,0,1098,1166,3.2672,4.8512
US,WA,WA,READING,9,4,Level 4,0,1,1166,1400,4.8512,999.9999
US,WI,WI,READING,1,1,Below Basic,0,-1,610,797,-999.999,-3.741
US,WI,WI,READING,1,2,Basic,0,-1,797,867,-3.741,-2.126
US,WI,WI,READING,1,3,Proficient,0,0,867,941,-2.126,-0.382
US,WI,WI,READING,1,4,Advanced,0,1,941,1256,-0.382,999.999
US,WI,WI,READING,10,1,Below Basic,0,-1,610,1064,-999.999,2.4625
US,WI,WI,READING,10,2,Basic,0,-1,1064,1134,2.4625,4.1085
US,WI,WI,READING,10,3,Proficient,0,0,1134,1193,4.1085,5.48
US,WI,WI,READING,10,4,Advanced,0,1,1193,1400,5.48,999.999
US,WI,WI,READING,11,1,Below Basic,0,-1,615,1072,-999.999,2.6765
US,WI,WI,READING,11,2,Basic,0,-1,1072,1141,2.6765,4.261
US,WI,WI,READING,11,3,Proficient,0,0,1141,1198,4.261,5.604
US,WI,WI,READING,11,4,Advanced,0,1,1198,1400,5.604,999.999
US,WI,WI,READING,12,1,Below Basic,0,-1,615,1080,-999.999,2.8465
US,WI,WI,READING,12,2,Basic,0,-1,1080,1151,2.8465,4.509
US,WI,WI,READING,12,3,Proficient,0,0,1151,1210,4.509,5.8705
US,WI,WI,READING,12,4,Advanced,0,1,1210,1400,5.8705,999.999
US,WI,WI,READING,2,1,Below Basic,0,-1,610,880,-999.999,-1.807
US,WI,WI,READING,2,2,Basic,0,-1,880,953,-1.807,-0.1165
US,WI,WI,READING,2,3,Proficient,0,0,953,1019,-0.1165,1.4065
US,WI,WI,READING,2,4,Advanced,0,1,1019,1341,1.4065,999.999
US,WI,WI,READING,3,1,Below Basic,1,-1,610,930,-999.999,-0.631
US,WI,WI,READING,3,2,Basic,1,-1,930,1001,-0.631,1.0165
US,WI,WI,READING,3,3,Proficient,1,0,1001,1064,1.0165,2.482
US,WI,WI,READING,3,4,Advanced,1,1,1064,1339,2.482,999.999
US,WI,WI,READING,4,1,Below Basic,1,-1,610,971,-999.999,0.308
US,WI,WI,READING,4,2,Basic,1,-1,971,1035,0.308,1.808
US,WI,WI,READING,4,3,Proficient,1,0,1035,1104,1.808,3.4025
US,WI,WI,READING,4,4,Advanced,1,1,1104,1346,3.4025,999.999
US,WI,WI,READING,5,1,Below Basic,1,-1,610,1001,-999.999,1.0255
US,WI,WI,READING,5,2,Basic,1,-1,1001,1065,1.0255,2.507
US,WI,WI,READING,5,3,Proficient,1,0,1065,1132,2.507,4.0415
US,WI,WI,READING,5,4,Advanced,1,1,1132,1355,4.0415,999.999
US,WI,WI,READING,6,1,Below Basic,1,-1,610,1016,-999.999,1.3605
US,WI,WI,READING,6,2,Basic,1,-1,1016,1084,1.3605,2.9435
US,WI,WI,READING,6,3,Proficient,1,0,1084,1149,2.9435,4.4485
US,WI,WI,READING,6,4,Advanced,1,1,1149,1393,4.4485,999.999
US,WI,WI,READING,7,1,Below Basic,1,-1,610,1038,-999.999,1.8605
US,WI,WI,READING,7,2,Basic,1,-1,1038,1098,1.8605,3.269
US,WI,WI,READING,7,3,Proficient,1,0,1098,1168,3.269,4.8995
US,WI,WI,READING,7,4,Advanced,1,1,1168,1385,4.8995,999.999
US,WI,WI,READING,8,1,Below Basic,1,-1,610,1043,-999.999,1.9725
US,WI,WI,READING,8,2,Basic,1,-1,1043,1114,1.9725,3.6275
US,WI,WI,READING,8,3,Proficient,1,0,1114,1175,3.6275,5.06
US,WI,WI,READING,8,4,Advanced,1,1,1175,1400,5.06,999.999
US,WI,WI,READING,9,1,Below Basic,0,-1,610,1061,-999.999,2.3925
US,WI,WI,READING,9,2,Basic,0,-1,1061,1127,2.3925,3.928
US,WI,WI,READING,9,3,Proficient,0,0,1127,1184,3.928,5.2725
US,WI,WI,READING,9,4,Advanced,0,1,1184,1400,5.2725,999.999
US,WV,WV,READING,1,1,Level 1,0,-1,610,811,-999.999,-3.4325
US,WV,WV,READING,1,2,Level 2,0,-1,811,858,-3.4325,-2.3095
US,WV,WV,READING,1,3,Level 3,0,0,858,902,-2.3095,-1.307
US,WV,WV,READING,1,4,Level 4,0,1,902,1256,-1.307,999.999
US,WV,WV,READING,10,1,Level 1,0,-1,610,1064,-999.999,2.4625
US,WV,WV,READING,10,2,Level 2,0,-1,1064,1120,2.4625,3.778
US,WV,WV,READING,10,3,Level 3,0,0,1120,1183,3.778,5.2345
US,WV,WV,READING,10,4,Level 4,0,1,1183,1400,5.2345,999.999
US,WV,WV,READING,11,1,Level 1,0,-1,615,1072,-999.999,2.6765
US,WV,WV,READING,11,2,Level 2,0,-1,1072,1126,2.6765,3.941
US,WV,WV,READING,11,3,Level 3,0,0,1126,1189,3.941,5.372
US,WV,WV,READING,11,4,Level 4,0,1,1189,1400,5.372,999.999
US,WV,WV,READING,12,1,Level 1,0,-1,615,1080,-999.999,2.8465
US,WV,WV,READING,12,2,Level 2,0,-1,1080,1136,2.8465,4.163
US,WV,WV,READING,12,3,Level 3,0,0,1136,1201,4.163,5.654
US,WV,WV,READING,12,4,Level 4,0,1,1201,1400,5.654,999.999
US,WV,WV,READING,2,1,Level 1,0,-1,610,893,-999.999,-1.499
US,WV,WV,READING,2,2,Level 2,0,-1,893,945,-1.499,-0.3105
US,WV,WV,READING,2,3,Level 3,0,0,945,985,-0.3105,0.6355
US,WV,WV,READING,2,4,Level 4,0,1,985,1341,0.6355,999.999
US,WV,WV,READING,3,1,Level 1,1,-1,610,942,-999.999,-0.362
US,WV,WV,READING,3,2,Level 2,1,-1,942,993,-0.362,0.816
US,WV,WV,READING,3,3,Level 3,1,0,993,1032,0.816,1.731
US,WV,WV,READING,3,4,Level 4,1,1,1032,1339,1.731,999.999
US,WV,WV,READING,4,1,Level 1,1,-1,610,984,-999.999,0.628
US,WV,WV,READING,4,2,Level 2,1,-1,984,1022,0.628,1.4965
US,WV,WV,READING,4,3,Level 3,1,0,1022,1060,1.4965,2.3875
US,WV,WV,READING,4,4,Level 4,1,1,1060,1346,2.3875,999.999
US,WV,WV,READING,5,1,Level 1,1,-1,610,1006,-999.999,1.1095
US,WV,WV,READING,5,2,Level 2,1,-1,1006,1043,1.1095,1.999
US,WV,WV,READING,5,3,Level 3,1,0,1043,1097,1.999,3.23
US,WV,WV,READING,5,4,Level 4,1,1,1097,1355,3.23,999.999
US,WV,WV,READING,6,1,Level 1,1,-1,610,1011,-999.999,1.245
US,WV,WV,READING,6,2,Level 2,1,-1,1011,1067,1.245,2.5595
US,WV,WV,READING,6,3,Level 3,1,0,1067,1129,2.5595,3.99
US,WV,WV,READING,6,4,Level 4,1,1,1129,1393,3.99,999.999
US,WV,WV,READING,7,1,Level 1,1,-1,610,1037,-999.999,1.8405
US,WV,WV,READING,7,2,Level 2,1,-1,1037,1082,1.8405,2.885
US,WV,WV,READING,7,3,Level 3,1,0,1082,1148,2.885,4.4395
US,WV,WV,READING,7,4,Level 4,1,1,1148,1385,4.4395,999.999
US,WV,WV,READING,8,1,Level 1,1,-1,610,1041,-999.999,1.937
US,WV,WV,READING,8,2,Level 2,1,-1,1041,1098,1.937,3.2605
US,WV,WV,READING,8,3,Level 3,1,0,1098,1165,3.2605,4.828
US,WV,WV,READING,8,4,Level 4,1,1,1165,1400,4.828,999.999
US,WV,WV,READING,9,1,Level 1,0,-1,610,1061,-999.999,2.3925
US,WV,WV,READING,9,2,Level 2,0,-1,1061,1112,2.3925,3.602
US,WV,WV,READING,9,3,Level 3,0,0,1112,1174,3.602,5.0255
US,WV,WV,READING,9,4,Level 4,0,1,1174,1400,5.0255,999.999
US,WY,WY,READING,1,1,Below Basic,0,-1,610,804,-999.999,-3.581
US,WY,WY,READING,1,2,Basic,0,-1,804,850,-3.581,-2.51
US,WY,WY,READING,1,3,Proficient,0,0,850,915,-2.51,-0.996
US,WY,WY,READING,1,4,Advanced,0,1,915,1256,-0.996,999.999
US,WY,WY,READING,10,1,Below Basic,0,-1,610,1075,-999.999,2.731
US,WY,WY,READING,10,2,Basic,0,-1,1075,1108,2.731,3.5
US,WY,WY,READING,10,3,Proficient,0,0,1108,1169,3.5,4.921
US,WY,WY,READING,10,4,Advanced,0,1,1169,1400,4.921,999.999
US,WY,WY,READING,11,1,Below Basic,0,-1,615,1084,-999.999,2.941
US,WY,WY,READING,11,2,Basic,0,-1,1084,1114,2.941,3.64
US,WY,WY,READING,11,3,Proficient,0,0,1114,1175,3.64,5.061
US,WY,WY,READING,11,4,Advanced,0,1,1175,1400,5.061,999.999
US,WY,WY,READING,12,1,Below Basic,0,-1,615,1090,-999.999,3.081
US,WY,WY,READING,12,2,Basic,0,-1,1090,1122,3.081,3.826
US,WY,WY,READING,12,3,Proficient,0,0,1122,1186,3.826,5.317
US,WY,WY,READING,12,4,Advanced,0,1,1186,1400,5.317,999.999
US,WY,WY,READING,2,1,Below Basic,0,-1,610,896,-999.999,-1.438
US,WY,WY,READING,2,2,Basic,0,-1,896,943,-1.438,-0.343
US,WY,WY,READING,2,3,Proficient,0,0,943,1001,-0.343,1.008
US,WY,WY,READING,2,4,Advanced,0,1,1001,1341,1.008,999.999
US,WY,WY,READING,3,1,Below Basic,1,-1,610,952,-999.999,-0.1255
US,WY,WY,READING,3,2,Basic,1,-1,952,997,-0.1255,0.898
US,WY,WY,READING,3,3,Proficient,1,0,997,1050,0.898,2.1435
US,WY,WY,READING,3,4,Advanced,1,1,1050,1339,2.1435,999.999
US,WY,WY,READING,4,1,Below Basic,1,-1,610,992,-999.999,0.792
US,WY,WY,READING,4,2,Basic,1,-1,992,1033,0.792,1.754
US,WY,WY,READING,4,3,Proficient,1,0,1033,1077,1.754,2.7915
US,WY,WY,READING,4,4,Advanced,1,1,1077,1346,2.7915,999.999
US,WY,WY,READING,5,1,Below Basic,1,-1,610,1009,-999.999,1.188
US,WY,WY,READING,5,2,Basic,1,-1,1009,1044,1.188,2.0045
US,WY,WY,READING,5,3,Proficient,1,0,1044,1100,2.0045,3.3185
US,WY,WY,READING,5,4,Advanced,1,1,1100,1355,3.3185,999.999
US,WY,WY,READING,6,1,Below Basic,1,-1,610,1023,-999.999,1.512
US,WY,WY,READING,6,2,Basic,1,-1,1023,1059,1.512,2.3415
US,WY,WY,READING,6,3,Proficient,1,0,1059,1123,2.3415,3.8495
US,WY,WY,READING,6,4,Advanced,1,1,1123,1393,3.8495,999.999
US,WY,WY,READING,7,1,Below Basic,1,-1,610,1045,-999.999,2.0315
US,WY,WY,READING,7,2,Basic,1,-1,1045,1077,2.0315,2.781
US,WY,WY,READING,7,3,Proficient,1,0,1077,1131,2.781,4.019
US,WY,WY,READING,7,4,Advanced,1,1,1131,1385,4.019,999.999
US,WY,WY,READING,8,1,Below Basic,1,-1,610,1053,-999.999,2.2155
US,WY,WY,READING,8,2,Basic,1,-1,1053,1085,2.2155,2.9815
US,WY,WY,READING,8,3,Proficient,1,0,1085,1151,2.9815,4.4935
US,WY,WY,READING,8,4,Advanced,1,1,1151,1400,4.4935,999.999
US,WY,WY,READING,9,1,Below Basic,0,-1,610,1069,-999.999,2.592
US,WY,WY,READING,9,2,Basic,0,-1,1069,1101,2.592,3.337
US,WY,WY,READING,9,3,Proficient,0,0,1101,1161,3.337,4.735
US,WY,WY,READING,9,4,Advanced,0,1,1161,1400,4.735,999.999
US,AK,AK,MATHEMATICS,1,1,Far Below Proficient,0,-1,600,758,-999.999,-5.223
US,AK,AK,MATHEMATICS,1,2,Below Proficient,0,-1,758,838,-5.223,-3.572
US,AK,AK,MATHEMATICS,1,3,Proficient,0,0,838,905,-3.572,-2.188
US,AK,AK,MATHEMATICS,1,4,Advanced,0,1,905,1343,-2.188,999.999
US,AK,AK,MATHEMATICS,10,1,Far Below Proficient,1,-1,600,1030,-999.999,0.389
US,AK,AK,MATHEMATICS,10,2,Below Proficient,1,-1,1030,1135,0.389,2.561
US,AK,AK,MATHEMATICS,10,3,Proficient,1,0,1135,1176,2.561,3.411
US,AK,AK,MATHEMATICS,10,4,Advanced,1,1,1176,1400,3.411,999.999
US,AK,AK,MATHEMATICS,11,1,Far Below Proficient,0,-1,600,1041,-999.999,0.618
US,AK,AK,MATHEMATICS,11,2,Below Proficient,0,-1,1041,1144,0.618,2.738
US,AK,AK,MATHEMATICS,11,3,Proficient,0,0,1144,1185,2.738,3.589
US,AK,AK,MATHEMATICS,11,4,Advanced,0,1,1185,1400,3.589,999.999
US,AK,AK,MATHEMATICS,12,1,Far Below Proficient,0,-1,600,1045,-999.999,0.694
US,AK,AK,MATHEMATICS,12,2,Below Proficient,0,-1,1045,1151,0.694,2.903
US,AK,AK,MATHEMATICS,12,3,Proficient,0,0,1151,1191,2.903,3.716
US,AK,AK,MATHEMATICS,12,4,Advanced,0,1,1191,1400,3.716,999.999
US,AK,AK,MATHEMATICS,2,1,Far Below Proficient,0,-1,600,838,-999.999,-3.572
US,AK,AK,MATHEMATICS,2,2,Below Proficient,0,-1,838,910,-3.572,-2.086
US,AK,AK,MATHEMATICS,2,3,Proficient,0,0,910,971,-2.086,-0.829
US,AK,AK,MATHEMATICS,2,4,Advanced,0,1,971,1375,-0.829,999.999
US,AK,AK,MATHEMATICS,3,1,Far Below Proficient,1,-1,600,885,-999.999,-2.607
US,AK,AK,MATHEMATICS,3,2,Below Proficient,1,-1,885,965,-2.607,-0.931
US,AK,AK,MATHEMATICS,3,3,Proficient,1,0,965,1023,-0.931,0.237
US,AK,AK,MATHEMATICS,3,4,Advanced,1,1,1023,1400,0.237,999.999
US,AK,AK,MATHEMATICS,4,1,Far Below Proficient,1,-1,600,920,-999.999,-1.883
US,AK,AK,MATHEMATICS,4,2,Below Proficient,1,-1,920,1001,-1.883,-0.207
US,AK,AK,MATHEMATICS,4,3,Proficient,1,0,1001,1069,-0.207,1.202
US,AK,AK,MATHEMATICS,4,4,Advanced,1,1,1069,1400,1.202,999.999
US,AK,AK,MATHEMATICS,5,1,Far Below Proficient,1,-1,600,926,-999.999,-1.756
US,AK,AK,MATHEMATICS,5,2,Below Proficient,1,-1,926,1032,-1.756,0.44
US,AK,AK,MATHEMATICS,5,3,Proficient,1,0,1032,1114,0.44,2.142
US,AK,AK,MATHEMATICS,5,4,Advanced,1,1,1114,1400,2.142,999.999
US,AK,AK,MATHEMATICS,6,1,Far Below Proficient,1,-1,600,954,-999.999,-1.172
US,AK,AK,MATHEMATICS,6,2,Below Proficient,1,-1,954,1065,-1.172,1.113
US,AK,AK,MATHEMATICS,6,3,Proficient,1,0,1065,1135,1.113,2.561
US,AK,AK,MATHEMATICS,6,4,Advanced,1,1,1135,1400,2.561,999.999
US,AK,AK,MATHEMATICS,7,1,Far Below Proficient,1,-1,600,962,-999.999,-1.02
US,AK,AK,MATHEMATICS,7,2,Below Proficient,1,-1,962,1069,-1.02,1.202
US,AK,AK,MATHEMATICS,7,3,Proficient,1,0,1069,1159,1.202,3.056
US,AK,AK,MATHEMATICS,7,4,Advanced,1,1,1159,1400,3.056,999.999
US,AK,AK,MATHEMATICS,8,1,Far Below Proficient,1,-1,600,985,-999.999,-0.537
US,AK,AK,MATHEMATICS,8,2,Below Proficient,1,-1,985,1105,-0.537,1.951
US,AK,AK,MATHEMATICS,8,3,Proficient,1,0,1105,1170,1.951,3.297
US,AK,AK,MATHEMATICS,8,4,Advanced,1,1,1170,1400,3.297,999.999
US,AK,AK,MATHEMATICS,9,1,Far Below Proficient,1,-1,600,987,-999.999,-0.499
US,AK,AK,MATHEMATICS,9,2,Below Proficient,1,-1,987,1106,-0.499,1.964
US,AK,AK,MATHEMATICS,9,3,Proficient,1,0,1106,1176,1.964,3.399
US,AK,AK,MATHEMATICS,9,4,Advanced,1,1,1176,1400,3.399,999.999
US,AL,AL,MATHEMATICS,1,1,Level 1,0,-1,600,802,-999.9999,-4.3133
US,AL,AL,MATHEMATICS,1,2,Level 2,0,-1,802,865,-4.3133,-3.0128
US,AL,AL,MATHEMATICS,1,3,Level 3,0,0,865,909,-3.0128,-2.1045
US,AL,AL,MATHEMATICS,1,4,Level 4,0,1,909,1343,-2.1045,999.9999
US,AL,AL,MATHEMATICS,10,1,Level 1,0,-1,600,1039,-999.9999,0.579
US,AL,AL,MATHEMATICS,10,2,Level 2,0,-1,1039,1156,0.579,2.9942
US,AL,AL,MATHEMATICS,10,3,Level 3,0,0,1156,1213,2.9942,4.1709
US,AL,AL,MATHEMATICS,10,4,Level 4,0,1,1213,1400,4.1709,999.9999
US,AL,AL,MATHEMATICS,11,1,Level 1,0,-1,600,1048,-999.9999,0.7648
US,AL,AL,MATHEMATICS,11,2,Level 2,0,-1,1048,1164,0.7648,3.1594
US,AL,AL,MATHEMATICS,11,3,Level 3,0,0,1164,1223,3.1594,4.3773
US,AL,AL,MATHEMATICS,11,4,Level 4,0,1,1223,1400,4.3773,999.9999
US,AL,AL,MATHEMATICS,12,1,Level 1,0,-1,600,1053,-999.9999,0.868
US,AL,AL,MATHEMATICS,12,2,Level 2,0,-1,1053,1169,0.868,3.2626
US,AL,AL,MATHEMATICS,12,3,Level 3,0,0,1169,1233,3.2626,4.5837
US,AL,AL,MATHEMATICS,12,4,Level 4,0,1,1233,1400,4.5837,999.9999
US,AL,AL,MATHEMATICS,2,1,Level 1,1,-1,600,880,-999.9999,-2.7031
US,AL,AL,MATHEMATICS,2,2,Level 2,1,-1,880,935,-2.7031,-1.5678
US,AL,AL,MATHEMATICS,2,3,Level 3,1,0,935,977,-1.5678,-0.7008
US,AL,AL,MATHEMATICS,2,4,Level 4,1,1,977,1375,-0.7008,999.9999
US,AL,AL,MATHEMATICS,3,1,Level 1,1,-1,600,933,-999.9999,-1.6091
US,AL,AL,MATHEMATICS,3,2,Level 2,1,-1,933,995,-1.6091,-0.3292
US,AL,AL,MATHEMATICS,3,3,Level 3,1,0,995,1045,-0.3292,0.7029
US,AL,AL,MATHEMATICS,3,4,Level 4,1,1,1045,1400,0.7029,999.9999
US,AL,AL,MATHEMATICS,4,1,Level 1,1,-1,600,967,-999.9999,-0.9072
US,AL,AL,MATHEMATICS,4,2,Level 2,1,-1,967,1050,-0.9072,0.8061
US,AL,AL,MATHEMATICS,4,3,Level 3,1,0,1050,1089,0.8061,1.6112
US,AL,AL,MATHEMATICS,4,4,Level 4,1,1,1089,1400,1.6112,999.9999
US,AL,AL,MATHEMATICS,5,1,Level 1,1,-1,600,997,-999.9999,-0.288
US,AL,AL,MATHEMATICS,5,2,Level 2,1,-1,997,1084,-0.288,1.508
US,AL,AL,MATHEMATICS,5,3,Level 3,1,0,1084,1128,1.508,2.4162
US,AL,AL,MATHEMATICS,5,4,Level 4,1,1,1128,1400,2.4162,999.9999
US,AL,AL,MATHEMATICS,6,1,Level 1,1,-1,600,1007,-999.9999,-0.0815
US,AL,AL,MATHEMATICS,6,2,Level 2,1,-1,1007,1101,-0.0815,1.8589
US,AL,AL,MATHEMATICS,6,3,Level 3,1,0,1101,1150,1.8589,2.8704
US,AL,AL,MATHEMATICS,6,4,Level 4,1,1,1150,1400,2.8704,999.9999
US,AL,AL,MATHEMATICS,7,1,Level 1,1,-1,600,1034,-999.9999,0.4758
US,AL,AL,MATHEMATICS,7,2,Level 2,1,-1,1034,1127,0.4758,2.3956
US,AL,AL,MATHEMATICS,7,3,Level 3,1,0,1127,1175,2.3956,3.3864
US,AL,AL,MATHEMATICS,7,4,Level 4,1,1,1175,1400,3.3864,999.9999
US,AL,AL,MATHEMATICS,8,1,Level 1,1,-1,600,1036,-999.9999,0.5171
US,AL,AL,MATHEMATICS,8,2,Level 2,1,-1,1036,1154,0.5171,2.9529
US,AL,AL,MATHEMATICS,8,3,Level 3,1,0,1154,1211,2.9529,4.1296
US,AL,AL,MATHEMATICS,8,4,Level 4,1,1,1211,1400,4.1296,999.9999
US,AL,AL,MATHEMATICS,9,1,Level 1,0,-1,600,1038,-999.9999,0.5584
US,AL,AL,MATHEMATICS,9,2,Level 2,0,-1,1038,1155,0.5584,2.9736
US,AL,AL,MATHEMATICS,9,3,Level 3,0,0,1155,1212,2.9736,4.1502
US,AL,AL,MATHEMATICS,9,4,Level 4,0,1,1212,1400,4.1502,999.9999
US,AR,AR,MATHEMATICS,1,1,Need Support,0,-1,600,789,-999.999,-4.575
US,AR,AR,MATHEMATICS,1,2,Close,0,-1,789,847,-4.575,-3.394
US,AR,AR,MATHEMATICS,1,3,Ready,0,0,847,906,-3.394,-2.175
US,AR,AR,MATHEMATICS,1,4,Exceeding,0,1,906,1343,-2.175,999.999
US,AR,AR,MATHEMATICS,10,1,Need Support,1,-1,600,1146,-999.999,2.789
US,AR,AR,MATHEMATICS,10,2,Close,1,-1,1146,1171,2.789,3.31
US,AR,AR,MATHEMATICS,10,3,Ready,1,0,1171,1200,3.31,3.906
US,AR,AR,MATHEMATICS,10,4,Exceeding,1,1,1200,1400,3.906,999.999
US,AR,AR,MATHEMATICS,11,1,Need Support,0,-1,600,1156,-999.999,2.98
US,AR,AR,MATHEMATICS,11,2,Close,0,-1,1156,1181,2.98,3.513
US,AR,AR,MATHEMATICS,11,3,Ready,0,0,1181,1209,3.513,4.097
US,AR,AR,MATHEMATICS,11,4,Exceeding,0,1,1209,1400,4.097,999.999
US,AR,AR,MATHEMATICS,12,1,Need Support,0,-1,600,1163,-999.999,3.132
US,AR,AR,MATHEMATICS,12,2,Close,0,-1,1163,1185,3.132,3.589
US,AR,AR,MATHEMATICS,12,3,Ready,0,0,1185,1219,3.589,4.287
US,AR,AR,MATHEMATICS,12,4,Exceeding,0,1,1219,1400,4.287,999.999
US,AR,AR,MATHEMATICS,2,1,Need Support,0,-1,600,866,-999.999,-2.988
US,AR,AR,MATHEMATICS,2,2,Close,0,-1,866,917,-2.988,-1.934
US,AR,AR,MATHEMATICS,2,3,Ready,0,0,917,971,-1.934,-0.829
US,AR,AR,MATHEMATICS,2,4,Exceeding,0,1,971,1375,-0.829,999.999
US,AR,AR,MATHEMATICS,3,1,Need Support,1,-1,600,917,-999.999,-1.947
US,AR,AR,MATHEMATICS,3,2,Close,1,-1,917,973,-1.947,-0.791
