vchRegionCode	StateTest	Subject	Grade	ProficiencyLevel	ProficiencyLevelName	MinSS	MaxSS	Linked
ID	ID	Math	8	4	Advanced	865	1400	1
ID	ID	Math	9	1	Below Basic	0	641	0
ID	ID	Math	9	2	Basic	642	783	0
ID	ID	Math	9	3	Proficient	784	864	0
ID	ID	Math	9	4	Advanced	865	1400	0
ID	ID	Math	10	1	Below Basic	0	642	0
ID	ID	Math	10	2	Basic	643	787	0
ID	ID	Math	10	3	Proficient	788	868	0
ID	ID	Math	10	4	Advanced	869	1400	0
ID	ID	Math	11	1	Below Basic	0	660	0
ID	ID	Math	11	2	Basic	661	805	0
ID	ID	Math	11	3	Proficient	806	882	0
ID	ID	Math	11	4	Advanced	883	1400	0
ID	ID	Math	12	1	Below Basic	0	671	0
ID	ID	Math	12	2	Basic	672	819	0
ID	ID	Math	12	3	Proficient	820	897	0
ID	ID	Math	12	4	Advanced	898	1400	0
ID	ID	Reading	1	1	Below Basic	0	74	0
ID	ID	Reading	1	2	Basic	75	87	0
ID	ID	Reading	1	3	Proficient	88	214	0
ID	ID	Reading	1	4	Advanced	215	1400	0
ID	ID	Reading	2	1	Below Basic	0	141	0
ID	ID	Reading	2	2	Basic	142	217	0
ID	ID	Reading	2	3	Proficient	218	372	0
ID	ID	Reading	2	4	Advanced	373	1400	0
ID	ID	Reading	3	1	Below Basic	0	226	1
ID	ID	Reading	3	2	Basic	227	308	1
ID	ID	Reading	3	3	Proficient	309	486	1
ID	ID	Reading	3	4	Advanced	487	1400	1
ID	ID	Reading	4	1	Below Basic	0	286	1
ID	ID	Reading	4	2	Basic	287	391	1
ID	ID	Reading	4	3	Proficient	392	605	1
ID	ID	Reading	4	4	Advanced	606	1400	1
ID	ID	Reading	5	1	Below Basic	0	360	1
ID	ID	Reading	5	2	Basic	361	468	1
ID	ID	Reading	5	3	Proficient	469	733	1
ID	ID	Reading	5	4	Advanced	734	1400	1
ID	ID	Reading	6	1	Below Basic	0	440	1
ID	ID	Reading	6	2	Basic	441	546	1
ID	ID	Reading	6	3	Proficient	547	894	1
ID	ID	Reading	6	4	Advanced	895	1400	1
ID	ID	Reading	7	1	Below Basic	0	398	1
ID	ID	Reading	7	2	Basic	399	562	1
ID	ID	Reading	7	3	Proficient	563	953	1
ID	ID	Reading	7	4	Advanced	954	1400	1
ID	ID	Reading	8	1	Below Basic	0	401	1
ID	ID	Reading	8	2	Basic	402	560	1
ID	ID	Reading	8	3	Proficient	561	1000	1
ID	ID	Reading	8	4	Advanced	1001	1400	1
ID	ID	Reading	9	1	Below Basic	0	484	0
ID	ID	Reading	9	2	Basic	485	647	0
ID	ID	Reading	9	3	Proficient	648	1138	0
ID	ID	Reading	9	4	Advanced	1139	1400	0
ID	ID	Reading	10	1	Below Basic	0	497	0
ID	ID	Reading	10	2	Basic	498	672	0
ID	ID	Reading	10	3	Proficient	673	1183	0
ID	ID	Reading	10	4	Advanced	1184	1400	0
ID	ID	Reading	11	1	Below Basic	0	522	0
ID	ID	Reading	11	2	Basic	523	707	0
ID	ID	Reading	11	3	Proficient	708	1218	0
ID	ID	Reading	11	4	Advanced	1219	1400	0
ID	ID	Reading	12	1	Below Basic	0	531	0
ID	ID	Reading	12	2	Basic	532	736	0
ID	ID	Reading	12	3	Proficient	737	1263	0
ID	ID	Reading	12	4	Advanced	1264	1400	0
IL	IL	Math	1	1	Warning	0	209	0
IL	IL	Math	1	2	Below	210	286	0
IL	IL	Math	1	3	Meets	287	382	0
IL	IL	Math	1	4	Exceeds	383	1400	0
IL	IL	Math	2	1	Warning	0	320	0
IL	IL	Math	2	2	Below	321	413	0
IL	IL	Math	2	3	Meets	414	502	0
IL	IL	Math	2	4	Exceeds	503	1400	0
IL	IL	Math	3	1	Warning	0	366	1
IL	IL	Math	3	2	Below	367	477	1
IL	IL	Math	3	3	Meets	478	596	1
IL	IL	Math	3	4	Exceeds	597	1400	1
IL	IL	Math	4	1	Warning	0	367	1
IL	IL	Math	4	2	Below	368	546	1
IL	IL	Math	4	3	Meets	547	702	1
IL	IL	Math	4	4	Exceeds	703	1400	1
IL	IL	Math	5	1	Warning	0	407	1
IL	IL	Math	5	2	Below	408	601	1
IL	IL	Math	5	3	Meets	602	785	1
IL	IL	Math	5	4	Exceeds	786	1400	1
IL	IL	Math	6	1	Warning	0	440	1
IL	IL	Math	6	2	Below	441	637	1
IL	IL	Math	6	3	Meets	638	824	1
IL	IL	Math	6	4	Exceeds	825	1400	1
IL	IL	Math	7	1	Warning	0	506	1
IL	IL	Math	7	2	Below	507	673	1
IL	IL	Math	7	3	Meets	674	839	1
IL	IL	Math	7	4	Exceeds	840	1400	1
IL	IL	Math	8	1	Warning	0	507	1
IL	IL	Math	8	2	Below	508	700	1
IL	IL	Math	8	3	Meets	701	867	1
IL	IL	Math	8	4	Exceeds	868	1400	1
IL	IL	Math	9	1	Warning	0	568	0
IL	IL	Math	9	2	Below	569	716	0
IL	IL	Math	9	3	Meets	717	872	0
IL	IL	Math	9	4	Exceeds	873	1400	0
IL	IL	Math	10	1	Warning	0	569	0
IL	IL	Math	10	2	Below	570	718	0
IL	IL	Math	10	3	Meets	719	877	0
IL	IL	Math	10	4	Exceeds	878	1400	0
IL	IL	Math	11	1	Warning	0	596	0
IL	IL	Math	11	2	Below	597	734	0
IL	IL	Math	11	3	Meets	735	891	0
IL	IL	Math	11	4	Exceeds	892	1400	0
IL	IL	Math	12	1	Warning	0	606	0
IL	IL	Math	12	2	Below	607	734	0
IL	IL	Math	12	3	Meets	735	903	0
IL	IL	Math	12	4	Exceeds	904	1400	0
IL	IL	Reading	1	1	Warning	0	63	0
IL	IL	Reading	1	2	Below	64	85	0
IL	IL	Reading	1	3	Meets	86	216	0
IL	IL	Reading	1	4	Exceeds	217	1400	0
IL	IL	Reading	2	1	Warning	0	88	0
IL	IL	Reading	2	2	Below	89	209	0
IL	IL	Reading	2	3	Meets	210	373	0
IL	IL	Reading	2	4	Exceeds	374	1400	0
IL	IL	Reading	3	1	Warning	0	152	1
IL	IL	Reading	3	2	Below	153	309	1
IL	IL	Reading	3	3	Meets	310	497	1
IL	IL	Reading	3	4	Exceeds	498	1400	1
IL	IL	Reading	4	1	Warning	0	153	1
IL	IL	Reading	4	2	Below	154	394	1
IL	IL	Reading	4	3	Meets	395	590	1
IL	IL	Reading	4	4	Exceeds	591	1400	1
IL	IL	Reading	5	1	Warning	0	154	1
IL	IL	Reading	5	2	Below	155	465	1
IL	IL	Reading	5	3	Meets	466	711	1
IL	IL	Reading	5	4	Exceeds	712	1400	1
IL	IL	Reading	6	1	Warning	0	172	1
IL	IL	Reading	6	2	Below	173	500	1
IL	IL	Reading	6	3	Meets	501	859	1
IL	IL	Reading	6	4	Exceeds	860	1400	1
IL	IL	Reading	7	1	Warning	0	208	1
IL	IL	Reading	7	2	Below	209	571	1
IL	IL	Reading	7	3	Meets	572	1048	1
IL	IL	Reading	7	4	Exceeds	1049	1400	1
IL	IL	Reading	8	1	Warning	0	269	1
IL	IL	Reading	8	2	Below	270	595	1
IL	IL	Reading	8	3	Meets	596	1270	1
IL	IL	Reading	8	4	Exceeds	1271	1400	1
IL	IL	Reading	9	1	Warning	0	449	0
IL	IL	Reading	9	2	Below	450	684	0
IL	IL	Reading	9	3	Meets	685	1315	0
IL	IL	Reading	9	4	Exceeds	1316	1400	0
IL	IL	Reading	10	1	Warning	0	464	0
IL	IL	Reading	10	2	Below	465	723	0
IL	IL	Reading	10	3	Meets	724	1325	0
IL	IL	Reading	10	4	Exceeds	1326	1400	0
IL	IL	Reading	11	1	Warning	0	486	0
IL	IL	Reading	11	2	Below	487	773	0
IL	IL	Reading	11	3	Meets	774	1331	0
IL	IL	Reading	11	4	Exceeds	1332	1400	0
IL	IL	Reading	12	1	Warning	0	495	0
IL	IL	Reading	12	2	Below	496	808	0
IL	IL	Reading	12	3	Meets	809	1341	0
IL	IL	Reading	12	4	Exceeds	1342	1400	0
IN	IN	Math	1	1	Did Not Pass	0	346	0
IN	IN	Math	1	2	Pass	347	465	0
IN	IN	Math	1	3	Pass+	466	1400	0
IN	IN	Math	2	1	Did Not Pass	0	464	0
IN	IN	Math	2	2	Pass	465	567	0
IN	IN	Math	2	3	Pass+	568	1400	0
IN	IN	Math	3	1	Did Not Pass	0	550	1
IN	IN	Math	3	2	Pass	551	662	1
IN	IN	Math	3	3	Pass+	663	1400	1
IN	IN	Math	4	1	Did Not Pass	0	612	1
IN	IN	Math	4	2	Pass	613	740	1
IN	IN	Math	4	3	Pass+	741	1400	1
IN	IN	Math	5	1	Did Not Pass	0	636	1
IN	IN	Math	5	2	Pass	637	791	1
IN	IN	Math	5	3	Pass+	792	1400	1
IN	IN	Math	6	1	Did Not Pass	0	690	1
IN	IN	Math	6	2	Pass	691	858	1
IN	IN	Math	6	3	Pass+	859	1400	1
IN	IN	Math	7	1	Did Not Pass	0	727	1
IN	IN	Math	7	2	Pass	728	877	1
IN	IN	Math	7	3	Pass+	878	1400	1
IN	IN	Math	8	1	Did Not Pass	0	742	1
IN	IN	Math	8	2	Pass	743	909	1
IN	IN	Math	8	3	Pass+	910	1400	1
IN	IN	Math	9	1	Did Not Pass	0	750	0
IN	IN	Math	9	2	Pass	751	915	0
IN	IN	Math	9	3	Pass+	916	1400	0
IN	IN	Math	10	1	Did Not Pass	0	753	0
IN	IN	Math	10	2	Pass	754	920	0
IN	IN	Math	10	3	Pass+	921	1400	0
IN	IN	Math	11	1	Did Not Pass	0	768	0
IN	IN	Math	11	2	Pass	769	938	0
IN	IN	Math	11	3	Pass+	939	1400	0
IN	IN	Math	12	1	Did Not Pass	0	782	0
IN	IN	Math	12	2	Pass	783	945	0
IN	IN	Math	12	3	Pass+	946	1400	0
IN	IN	Reading	1	1	Did Not Pass	0	90	0
IN	IN	Reading	1	2	Pass	91	281	0
IN	IN	Reading	1	3	Pass+	282	1400	0
IN	IN	Reading	2	1	Did Not Pass	0	229	0
IN	IN	Reading	2	2	Pass	230	454	0
IN	IN	Reading	2	3	Pass+	455	1400	0
IN	IN	Reading	3	1	Did Not Pass	0	324	1
IN	IN	Reading	3	2	Pass	325	574	1
IN	IN	Reading	3	3	Pass+	575	1400	1
IN	IN	Reading	4	1	Did Not Pass	0	409	1
IN	IN	Reading	4	2	Pass	410	672	1
IN	IN	Reading	4	3	Pass+	673	1400	1
IN	IN	Reading	5	1	Did Not Pass	0	504	1
IN	IN	Reading	5	2	Pass	505	836	1
IN	IN	Reading	5	3	Pass+	837	1400	1
IN	IN	Reading	6	1	Did Not Pass	0	560	1
IN	IN	Reading	6	2	Pass	561	926	1
IN	IN	Reading	6	3	Pass+	927	1400	1
IN	IN	Reading	7	1	Did Not Pass	0	636	1
IN	IN	Reading	7	2	Pass	637	1085	1
IN	IN	Reading	7	3	Pass+	1086	1400	1
IN	IN	Reading	8	1	Did Not Pass	0	706	1
IN	IN	Reading	8	2	Pass	707	1227	1
IN	IN	Reading	8	3	Pass+	1228	1400	1
IN	IN	Reading	9	1	Did Not Pass	0	829	0
IN	IN	Reading	9	2	Pass	830	1294	0
IN	IN	Reading	9	3	Pass+	1295	1400	0
IN	IN	Reading	10	1	Did Not Pass	0	862	0
IN	IN	Reading	10	2	Pass	863	1314	0
IN	IN	Reading	10	3	Pass+	1315	1400	0
IN	IN	Reading	11	1	Did Not Pass	0	899	0
IN	IN	Reading	11	2	Pass	900	1322	0
IN	IN	Reading	11	3	Pass+	1323	1400	0
IN	IN	Reading	12	1	Did Not Pass	0	922	0
IN	IN	Reading	12	2	Pass	923	1332	0
IN	IN	Reading	12	3	Pass+	1333	1400	0
KS	KS	Math	1	1	Academic Warning	0	274	0
KS	KS	Math	1	2	Approaches Standard	275	322	0
KS	KS	Math	1	3	Meets Standards	323	398	0
KS	KS	Math	1	4	Exceeds Standards	399	465	0
KS	KS	Math	1	5	Exemplary	466	1400	0
KS	KS	Math	2	1	Academic Warning	0	398	0
KS	KS	Math	2	2	Approaches Standard	399	446	0
KS	KS	Math	2	3	Meets Standards	447	513	0
KS	KS	Math	2	4	Exceeds Standards	514	574	0
KS	KS	Math	2	5	Exemplary	575	1400	0
KS	KS	Math	3	1	Academic Warning	0	467	1
KS	KS	Math	3	2	Approaches Standard	468	525	1
KS	KS	Math	3	3	Meets Standards	526	612	1
KS	KS	Math	3	4	Exceeds Standards	613	667	1
KS	KS	Math	3	5	Exemplary	668	1400	1
KS	KS	Math	4	1	Academic Warning	0	563	1
KS	KS	Math	4	2	Approaches Standard	564	609	1
KS	KS	Math	4	3	Meets Standards	610	714	1
KS	KS	Math	4	4	Exceeds Standards	715	772	1
KS	KS	Math	4	5	Exemplary	773	1400	1
KS	KS	Math	5	1	Academic Warning	0	599	1
KS	KS	Math	5	2	Approaches Standard	600	629	1
KS	KS	Math	5	3	Meets Standards	630	730	1
KS	KS	Math	5	4	Exceeds Standards	731	811	1
KS	KS	Math	5	5	Exemplary	812	1400	1
KS	KS	Math	6	1	Academic Warning	0	674	1
KS	KS	Math	6	2	Approaches Standard	675	733	1
KS	KS	Math	6	3	Meets Standards	734	801	1
KS	KS	Math	6	4	Exceeds Standards	802	870	1
KS	KS	Math	6	5	Exemplary	871	1400	1
KS	KS	Math	7	1	Academic Warning	0	668	1
KS	KS	Math	7	2	Approaches Standard	669	741	1
KS	KS	Math	7	3	Meets Standards	742	839	1
KS	KS	Math	7	4	Exceeds Standards	840	920	1
KS	KS	Math	7	5	Exemplary	921	1400	1
KS	KS	Math	8	1	Academic Warning	0	717	1
KS	KS	Math	8	2	Approaches Standard	718	796	1
KS	KS	Math	8	3	Meets Standards	797	866	1
KS	KS	Math	8	4	Exceeds Standards	867	948	1
KS	KS	Math	8	5	Exemplary	949	1400	1
KS	KS	Math	9	1	Academic Warning	0	732	0
KS	KS	Math	9	2	Approaches Standard	733	805	0
KS	KS	Math	9	3	Meets Standards	806	870	0
KS	KS	Math	9	4	Exceeds Standards	871	966	0
KS	KS	Math	9	5	Exemplary	967	1400	0
KS	KS	Math	10	1	Academic Warning	0	735	0
KS	KS	Math	10	2	Approaches Standard	736	808	0
KS	KS	Math	10	3	Meets Standards	809	874	0
KS	KS	Math	10	4	Exceeds Standards	875	972	0
KS	KS	Math	10	5	Exemplary	973	1400	0
KS	KS	Math	11	1	Academic Warning	0	746	0
KS	KS	Math	11	2	Approaches Standard	747	822	0
KS	KS	Math	11	3	Meets Standards	823	886	0
KS	KS	Math	11	4	Exceeds Standards	887	987	0
KS	KS	Math	11	5	Exemplary	988	1400	0
KS	KS	Math	12	1	Academic Warning	0	757	0
KS	KS	Math	12	2	Approaches Standard	758	837	0
KS	KS	Math	12	3	Meets Standards	838	900	0
KS	KS	Math	12	4	Exceeds Standards	901	1004	0
KS	KS	Math	12	5	Exemplary	1005	1400	0
KS	KS	Reading	1	1	Academic Warning	0	71	0
KS	KS	Reading	1	2	Approaches Standard	72	84	0
KS	KS	Reading	1	3	Meets Standards	85	152	0
KS	KS	Reading	1	4	Exceeds Standards	153	242	0
KS	KS	Reading	1	5	Exemplary	243	1400	0
KS	KS	Reading	2	1	Academic Warning	0	122	0
KS	KS	Reading	2	2	Approaches Standard	123	205	0
KS	KS	Reading	2	3	Meets Standards	206	312	0
KS	KS	Reading	2	4	Exceeds Standards	313	401	0
KS	KS	Reading	2	5	Exemplary	402	1400	0
KS	KS	Reading	3	1	Academic Warning	0	221	1
KS	KS	Reading	3	2	Approaches Standard	222	302	1
KS	KS	Reading	3	3	Meets Standards	303	425	1
KS	KS	Reading	3	4	Exceeds Standards	426	531	1
KS	KS	Reading	3	5	Exemplary	532	1400	1
KS	KS	Reading	4	1	Academic Warning	0	307	1
KS	KS	Reading	4	2	Approaches Standard	308	383	1
KS	KS	Reading	4	3	Meets Standards	384	521	1
KS	KS	Reading	4	4	Exceeds Standards	522	631	1
KS	KS	Reading	4	5	Exemplary	632	1400	1
KS	KS	Reading	5	1	Academic Warning	0	364	1
KS	KS	Reading	5	2	Approaches Standard	365	482	1
KS	KS	Reading	5	3	Meets Standards	483	595	1
KS	KS	Reading	5	4	Exceeds Standards	596	739	1
KS	KS	Reading	5	5	Exemplary	740	1400	1
KS	KS	Reading	6	1	Academic Warning	0	413	1
KS	KS	Reading	6	2	Approaches Standard	414	525	1
KS	KS	Reading	6	3	Meets Standards	526	689	1
KS	KS	Reading	6	4	Exceeds Standards	690	896	1
KS	KS	Reading	6	5	Exemplary	897	1400	1
KS	KS	Reading	7	1	Academic Warning	0	477	1
KS	KS	Reading	7	2	Approaches Standard	478	567	1
KS	KS	Reading	7	3	Meets Standards	568	803	1
KS	KS	Reading	7	4	Exceeds Standards	804	1026	1
KS	KS	Reading	7	5	Exemplary	1027	1400	1
KS	KS	Reading	8	1	Academic Warning	0	559	1
KS	KS	Reading	8	2	Approaches Standard	560	668	1
KS	KS	Reading	8	3	Meets Standards	669	913	1
KS	KS	Reading	8	4	Exceeds Standards	914	1167	1
KS	KS	Reading	8	5	Exemplary	1168	1400	1
KS	KS	Reading	9	1	Academic Warning	0	637	0
KS	KS	Reading	9	2	Approaches Standard	638	780	0
KS	KS	Reading	9	3	Meets Standards	781	1008	0
KS	KS	Reading	9	4	Exceeds Standards	1009	1241	0
KS	KS	Reading	9	5	Exemplary	1242	1400	0
KS	KS	Reading	10	1	Academic Warning	0	670	0
KS	KS	Reading	10	2	Approaches Standard	671	827	0
KS	KS	Reading	10	3	Meets Standards	828	1087	0
KS	KS	Reading	10	4	Exceeds Standards	1088	1288	0
KS	KS	Reading	10	5	Exemplary	1289	1400	0
KS	KS	Reading	11	1	Academic Warning	0	703	0
KS	KS	Reading	11	2	Approaches Standard	704	864	0
KS	KS	Reading	11	3	Meets Standards	865	1141	0
KS	KS	Reading	11	4	Exceeds Standards	1142	1307	0
KS	KS	Reading	11	5	Exemplary	1308	1400	0
KS	KS	Reading	12	1	Academic Warning	0	732	0
KS	KS	Reading	12	2	Approaches Standard	733	898	0
KS	KS	Reading	12	3	Meets Standards	899	1191	0
KS	KS	Reading	12	4	Exceeds Standards	1192	1322	0
KS	KS	Reading	12	5	Exemplary	1323	1400	0
KY	KY	Math	1	1	Novice	0	360	0
KY	KY	Math	1	2	Apprentice	361	449	0
KY	KY	Math	1	3	Proficient	450	549	0
KY	KY	Math	1	4	Distinguished	550	1400	0
KY	KY	Math	2	1	Novice	0	477	0
KY	KY	Math	2	2	Apprentice	478	553	0
KY	KY	Math	2	3	Proficient	554	642	0
KY	KY	Math	2	4	Distinguished	643	1400	0
KY	KY	Math	3	1	Novice	0	568	1
KY	KY	Math	3	2	Apprentice	569	649	1
KY	KY	Math	3	3	Proficient	650	723	1
KY	KY	Math	3	4	Distinguished	724	1400	1
KY	KY	Math	4	1	Novice	0	623	1
KY	KY	Math	4	2	Apprentice	624	719	1
KY	KY	Math	4	3	Proficient	720	787	1
KY	KY	Math	4	4	Distinguished	788	1400	1
KY	KY	Math	5	1	Novice	0	646	1
KY	KY	Math	5	2	Apprentice	647	769	1
KY	KY	Math	5	3	Proficient	770	839	1
KY	KY	Math	5	4	Distinguished	840	1400	1
KY	KY	Math	6	1	Novice	0	673	1
KY	KY	Math	6	2	Apprentice	674	781	1
KY	KY	Math	6	3	Proficient	782	871	1
KY	KY	Math	6	4	Distinguished	872	1400	1
KY	KY	Math	7	1	Novice	0	704	1
KY	KY	Math	7	2	Apprentice	705	812	1
KY	KY	Math	7	3	Proficient	813	888	1
KY	KY	Math	7	4	Distinguished	889	1400	1
KY	KY	Math	8	1	Novice	0	725	1
KY	KY	Math	8	2	Apprentice	726	828	1
KY	KY	Math	8	3	Proficient	829	908	1
KY	KY	Math	8	4	Distinguished	909	1400	1
KY	KY	Math	9	1	Novice	0	736	0
KY	KY	Math	9	2	Apprentice	737	828	0
KY	KY	Math	9	3	Proficient	829	911	0
KY	KY	Math	9	4	Distinguished	912	1400	0
KY	KY	Math	10	1	Novice	0	739	0
KY	KY	Math	10	2	Apprentice	740	832	0
KY	KY	Math	10	3	Proficient	833	916	0
KY	KY	Math	10	4	Distinguished	917	1400	0
KY	KY	Math	11	1	Novice	0	752	0
KY	KY	Math	11	2	Apprentice	753	846	0
KY	KY	Math	11	3	Proficient	847	933	0
KY	KY	Math	11	4	Distinguished	934	1400	0
KY	KY	Math	12	1	Novice	0	761	0
KY	KY	Math	12	2	Apprentice	762	863	0
KY	KY	Math	12	3	Proficient	864	939	0
KY	KY	Math	12	4	Distinguished	940	1400	0
KY	KY	Reading	1	1	Novice	0	95	0
KY	KY	Reading	1	2	Apprentice	96	167	0
KY	KY	Reading	1	3	Proficient	168	262	0
KY	KY	Reading	1	4	Distinguished	263	1400	0
KY	KY	Reading	2	1	Novice	0	239	0
KY	KY	Reading	2	2	Apprentice	240	323	0
KY	KY	Reading	2	3	Proficient	324	432	0
KY	KY	Reading	2	4	Distinguished	433	1400	0
KY	KY	Reading	3	1	Novice	0	336	1
KY	KY	Reading	3	2	Apprentice	337	433	1
KY	KY	Reading	3	3	Proficient	434	552	1
KY	KY	Reading	3	4	Distinguished	553	1400	1
KY	KY	Reading	4	1	Novice	0	421	1
KY	KY	Reading	4	2	Apprentice	422	530	1
KY	KY	Reading	4	3	Proficient	531	680	1
KY	KY	Reading	4	4	Distinguished	681	1400	1
KY	KY	Reading	5	1	Novice	0	510	1
KY	KY	Reading	5	2	Apprentice	511	600	1
KY	KY	Reading	5	3	Proficient	601	804	1
KY	KY	Reading	5	4	Distinguished	805	1400	1
KY	KY	Reading	6	1	Novice	0	562	1
KY	KY	Reading	6	2	Apprentice	563	682	1
KY	KY	Reading	6	3	Proficient	683	939	1
KY	KY	Reading	6	4	Distinguished	940	1400	1
KY	KY	Reading	7	1	Novice	0	603	1
KY	KY	Reading	7	2	Apprentice	604	778	1
KY	KY	Reading	7	3	Proficient	779	1068	1
KY	KY	Reading	7	4	Distinguished	1069	1400	1
KY	KY	Reading	8	1	Novice	0	685	1
KY	KY	Reading	8	2	Apprentice	686	890	1
KY	KY	Reading	8	3	Proficient	891	1186	1
KY	KY	Reading	8	4	Distinguished	1187	1400	1
KY	KY	Reading	9	1	Novice	0	803	0
KY	KY	Reading	9	2	Apprentice	804	965	0
KY	KY	Reading	9	3	Proficient	966	1255	0
KY	KY	Reading	9	4	Distinguished	1256	1400	0
KY	KY	Reading	10	1	Novice	0	843	0
KY	KY	Reading	10	2	Apprentice	844	1015	0
KY	KY	Reading	10	3	Proficient	1016	1296	0
KY	KY	Reading	10	4	Distinguished	1297	1400	0
KY	KY	Reading	11	1	Novice	0	881	0
KY	KY	Reading	11	2	Apprentice	882	1077	0
KY	KY	Reading	11	3	Proficient	1078	1312	0
KY	KY	Reading	11	4	Distinguished	1313	1400	0
KY	KY	Reading	12	1	Novice	0	907	0
KY	KY	Reading	12	2	Apprentice	908	1149	0
KY	KY	Reading	12	3	Proficient	1150	1325	0
KY	KY	Reading	12	4	Distinguished	1326	1400	0
LA	LA	Math	1	1	Unsatisfactory	0	274	0
LA	LA	Math	1	2	Approaching Basic	275	327	0
LA	LA	Math	1	3	Basic	328	416	0
LA	LA	Math	1	4	Mastery	417	474	0
LA	LA	Math	1	5	Advanced	475	1400	0
LA	LA	Math	2	1	Unsatisfactory	0	404	0
LA	LA	Math	2	2	Approaching Basic	405	450	0
LA	LA	Math	2	3	Basic	451	528	0
LA	LA	Math	2	4	Mastery	529	576	0
LA	LA	Math	2	5	Advanced	577	1400	0
LA	LA	Math	3	1	Unsatisfactory	0	461	1
LA	LA	Math	3	2	Approaching Basic	462	530	1
LA	LA	Math	3	3	Basic	531	622	1
LA	LA	Math	3	4	Mastery	623	671	1
LA	LA	Math	3	5	Advanced	672	1400	1
LA	LA	Math	4	1	Unsatisfactory	0	510	1
LA	LA	Math	4	2	Approaching Basic	511	577	1
LA	LA	Math	4	3	Basic	578	673	1
LA	LA	Math	4	4	Mastery	674	731	1
LA	LA	Math	4	5	Advanced	732	1400	1
LA	LA	Math	5	1	Unsatisfactory	0	589	1
LA	LA	Math	5	2	Approaching Basic	590	654	1
LA	LA	Math	5	3	Basic	655	756	1
LA	LA	Math	5	4	Mastery	757	818	1
LA	LA	Math	5	5	Advanced	819	1400	1
LA	LA	Math	6	1	Unsatisfactory	0	631	1
LA	LA	Math	6	2	Approaching Basic	632	688	1
LA	LA	Math	6	3	Basic	689	793	1
LA	LA	Math	6	4	Mastery	794	839	1
LA	LA	Math	6	5	Advanced	840	1400	1
LA	LA	Math	7	1	Unsatisfactory	0	635	1
LA	LA	Math	7	2	Approaching Basic	636	703	1
LA	LA	Math	7	3	Basic	704	837	1
LA	LA	Math	7	4	Mastery	838	895	1
LA	LA	Math	7	5	Advanced	896	1400	1
LA	LA	Math	8	1	Unsatisfactory	0	666	1
LA	LA	Math	8	2	Approaching Basic	667	746	1
LA	LA	Math	8	3	Basic	747	884	1
LA	LA	Math	8	4	Mastery	885	912	1
LA	LA	Math	8	5	Advanced	913	1400	1
LA	LA	Math	9	1	Unsatisfactory	0	690	0
LA	LA	Math	9	2	Approaching Basic	691	757	0
LA	LA	Math	9	3	Basic	758	885	0
LA	LA	Math	9	4	Mastery	886	915	0
LA	LA	Math	9	5	Advanced	916	1400	0
LA	LA	Math	10	1	Unsatisfactory	0	692	0
LA	LA	Math	10	2	Approaching Basic	693	760	0
LA	LA	Math	10	3	Basic	761	890	0
LA	LA	Math	10	4	Mastery	891	920	0
LA	LA	Math	10	5	Advanced	921	1400	0
LA	LA	Math	11	1	Unsatisfactory	0	706	0
LA	LA	Math	11	2	Approaching Basic	707	773	0
LA	LA	Math	11	3	Basic	774	906	0
LA	LA	Math	11	4	Mastery	907	938	0
LA	LA	Math	11	5	Advanced	939	1400	0
LA	LA	Math	12	1	Unsatisfactory	0	716	0
LA	LA	Math	12	2	Approaching Basic	717	791	0
LA	LA	Math	12	3	Basic	792	917	0
LA	LA	Math	12	4	Mastery	918	945	0
LA	LA	Math	12	5	Advanced	946	1400	0
LA	LA	Reading	1	1	Unsatisfactory	0	70	0
LA	LA	Reading	1	2	Approaching Basic	71	87	0
LA	LA	Reading	1	3	Basic	88	194	0
LA	LA	Reading	1	4	Mastery	195	281	0
LA	LA	Reading	1	5	Advanced	282	1400	0
LA	LA	Reading	2	1	Unsatisfactory	0	107	0
LA	LA	Reading	2	2	Approaching Basic	108	213	0
LA	LA	Reading	2	3	Basic	214	352	0
LA	LA	Reading	2	4	Mastery	353	454	0
LA	LA	Reading	2	5	Advanced	455	1400	0
LA	LA	Reading	3	1	Unsatisfactory	0	205	1
LA	LA	Reading	3	2	Approaching Basic	206	303	1
LA	LA	Reading	3	3	Basic	304	462	1
LA	LA	Reading	3	4	Mastery	463	579	1
LA	LA	Reading	3	5	Advanced	580	1400	1
LA	LA	Reading	4	1	Unsatisfactory	0	225	1
LA	LA	Reading	4	2	Approaching Basic	226	345	1
LA	LA	Reading	4	3	Basic	346	515	1
LA	LA	Reading	4	4	Mastery	516	678	1
LA	LA	Reading	4	5	Advanced	679	1400	1
LA	LA	Reading	5	1	Unsatisfactory	0	324	1
LA	LA	Reading	5	2	Approaching Basic	325	445	1
LA	LA	Reading	5	3	Basic	446	649	1
LA	LA	Reading	5	4	Mastery	650	880	1
LA	LA	Reading	5	5	Advanced	881	1400	1
LA	LA	Reading	6	1	Unsatisfactory	0	370	1
LA	LA	Reading	6	2	Approaching Basic	371	499	1
LA	LA	Reading	6	3	Basic	500	793	1
LA	LA	Reading	6	4	Mastery	794	1050	1
LA	LA	Reading	6	5	Advanced	1051	1400	1
LA	LA	Reading	7	1	Unsatisfactory	0	391	1
LA	LA	Reading	7	2	Approaching Basic	392	555	1
LA	LA	Reading	7	3	Basic	556	884	1
LA	LA	Reading	7	4	Mastery	885	1145	1
LA	LA	Reading	7	5	Advanced	1146	1400	1
