vchRegionCode	StateTest	Subject	Grade	ProficiencyLevel	ProficiencyLevelName	MinSS	MaxSS	Linked
CO	CO	Reading	6	3	Proficient	538	1056	1
CO	CO	Reading	6	4	Advanced	1057	1400	1
CO	CO	Reading	7	1	Unsatifactory	0	467	1
CO	CO	Reading	7	2	Partially Proficient	468	644	1
CO	CO	Reading	7	3	Proficient	645	1227	1
CO	CO	Reading	7	4	Advanced	1228	1400	1
CO	CO	Reading	8	1	Unsatifactory	0	493	1
CO	CO	Reading	8	2	Partially Proficient	494	729	1
CO	CO	Reading	8	3	Proficient	730	1294	1
CO	CO	Reading	8	4	Advanced	1295	1400	1
CO	CO	Reading	9	1	Unsatifactory	0	494	1
CO	CO	Reading	9	2	Partially Proficient	495	789	1
CO	CO	Reading	9	3	Proficient	790	1337	1
CO	CO	Reading	9	4	Advanced	1338	1400	1
CO	CO	Reading	10	1	Unsatifactory	0	522	0
CO	CO	Reading	10	2	Partially Proficient	523	840	0
CO	CO	Reading	10	3	Proficient	841	1343	0
CO	CO	Reading	10	4	Advanced	1344	1400	0
CO	CO	Reading	11	1	Unsatifactory	0	548	0
CO	CO	Reading	11	2	Partially Proficient	549	877	0
CO	CO	Reading	11	3	Proficient	878	1344	0
CO	CO	Reading	11	4	Advanced	1345	1400	0
CO	CO	Reading	12	1	Unsatifactory	0	559	0
CO	CO	Reading	12	2	Partially Proficient	560	905	0
CO	CO	Reading	12	3	Proficient	906	1345	0
CO	CO	Reading	12	4	Advanced	1346	1400	0
CT	CT	Math	1	1	Below Basic	0	271	0
CT	CT	Math	1	2	Basic	272	327	0
CT	CT	Math	1	3	Proficient	328	377	0
CT	CT	Math	1	4	Goal	378	454	0
CT	CT	Math	1	5	Advanced	455	1400	0
CT	CT	Math	2	1	Below Basic	0	395	0
CT	CT	Math	2	2	Basic	396	450	0
CT	CT	Math	2	3	Proficient	451	498	0
CT	CT	Math	2	4	Goal	499	560	0
CT	CT	Math	2	5	Advanced	561	1400	0
CT	CT	Math	3	1	Below Basic	0	466	1
CT	CT	Math	3	2	Basic	467	533	1
CT	CT	Math	3	3	Proficient	534	591	1
CT	CT	Math	3	4	Goal	592	655	1
CT	CT	Math	3	5	Advanced	656	1400	1
CT	CT	Math	4	1	Below Basic	0	546	1
CT	CT	Math	4	2	Basic	547	603	1
CT	CT	Math	4	3	Proficient	604	659	1
CT	CT	Math	4	4	Goal	660	727	1
CT	CT	Math	4	5	Advanced	728	1400	1
CT	CT	Math	5	1	Below Basic	0	601	1
CT	CT	Math	5	2	Basic	602	652	1
CT	CT	Math	5	3	Proficient	653	702	1
CT	CT	Math	5	4	Goal	703	777	1
CT	CT	Math	5	5	Advanced	778	1400	1
CT	CT	Math	6	1	Below Basic	0	602	1
CT	CT	Math	6	2	Basic	603	680	1
CT	CT	Math	6	3	Proficient	681	745	1
CT	CT	Math	6	4	Goal	746	818	1
CT	CT	Math	6	5	Advanced	819	1400	1
CT	CT	Math	7	1	Below Basic	0	615	1
CT	CT	Math	7	2	Basic	616	696	1
CT	CT	Math	7	3	Proficient	697	760	1
CT	CT	Math	7	4	Goal	761	850	1
CT	CT	Math	7	5	Advanced	851	1400	1
CT	CT	Math	8	1	Below Basic	0	663	1
CT	CT	Math	8	2	Basic	664	727	1
CT	CT	Math	8	3	Proficient	728	802	1
CT	CT	Math	8	4	Goal	803	884	1
CT	CT	Math	8	5	Advanced	885	1400	1
CT	CT	Math	9	1	Below Basic	0	683	0
CT	CT	Math	9	2	Basic	684	740	0
CT	CT	Math	9	3	Proficient	741	810	0
CT	CT	Math	9	4	Goal	811	888	0
CT	CT	Math	9	5	Advanced	889	1400	0
CT	CT	Math	10	1	Below Basic	0	685	0
CT	CT	Math	10	2	Basic	686	743	0
CT	CT	Math	10	3	Proficient	744	814	0
CT	CT	Math	10	4	Goal	815	893	0
CT	CT	Math	10	5	Advanced	894	1400	0
CT	CT	Math	11	1	Below Basic	0	702	0
CT	CT	Math	11	2	Basic	703	757	0
CT	CT	Math	11	3	Proficient	758	824	0
CT	CT	Math	11	4	Goal	825	909	0
CT	CT	Math	11	5	Advanced	910	1400	0
CT	CT	Math	12	1	Below Basic	0	709	0
CT	CT	Math	12	2	Basic	710	765	0
CT	CT	Math	12	3	Proficient	766	841	0
CT	CT	Math	12	4	Goal	842	920	0
CT	CT	Math	12	5	Advanced	921	1400	0
CT	CT	Reading	1	1	Below Basic	0	85	0
CT	CT	Reading	1	2	Basic	86	101	0
CT	CT	Reading	1	3	Proficient	102	152	0
CT	CT	Reading	1	4	Goal	153	272	0
CT	CT	Reading	1	5	Advanced	273	1400	0
CT	CT	Reading	2	1	Below Basic	0	212	0
CT	CT	Reading	2	2	Basic	213	260	0
CT	CT	Reading	2	3	Proficient	261	312	0
CT	CT	Reading	2	4	Goal	313	441	0
CT	CT	Reading	2	5	Advanced	442	1400	0
CT	CT	Reading	3	1	Below Basic	0	311	1
CT	CT	Reading	3	2	Basic	312	366	1
CT	CT	Reading	3	3	Proficient	367	427	1
CT	CT	Reading	3	4	Goal	428	574	1
CT	CT	Reading	3	5	Advanced	575	1400	1
CT	CT	Reading	4	1	Below Basic	0	396	1
CT	CT	Reading	4	2	Basic	397	441	1
CT	CT	Reading	4	3	Proficient	442	496	1
CT	CT	Reading	4	4	Goal	497	677	1
CT	CT	Reading	4	5	Advanced	678	1400	1
CT	CT	Reading	5	1	Below Basic	0	466	1
CT	CT	Reading	5	2	Basic	467	507	1
CT	CT	Reading	5	3	Proficient	508	568	1
CT	CT	Reading	5	4	Goal	569	807	1
CT	CT	Reading	5	5	Advanced	808	1400	1
CT	CT	Reading	6	1	Below Basic	0	492	1
CT	CT	Reading	6	2	Basic	493	543	1
CT	CT	Reading	6	3	Proficient	544	619	1
CT	CT	Reading	6	4	Goal	620	904	1
CT	CT	Reading	6	5	Advanced	905	1400	1
CT	CT	Reading	7	1	Below Basic	0	498	1
CT	CT	Reading	7	2	Basic	499	579	1
CT	CT	Reading	7	3	Proficient	580	645	1
CT	CT	Reading	7	4	Goal	646	960	1
CT	CT	Reading	7	5	Advanced	961	1400	1
CT	CT	Reading	8	1	Below Basic	0	600	1
CT	CT	Reading	8	2	Basic	601	658	1
CT	CT	Reading	8	3	Proficient	659	777	1
CT	CT	Reading	8	4	Goal	778	1130	1
CT	CT	Reading	8	5	Advanced	1131	1400	1
CT	CT	Reading	9	1	Below Basic	0	684	0
CT	CT	Reading	9	2	Basic	685	769	0
CT	CT	Reading	9	3	Proficient	770	879	0
CT	CT	Reading	9	4	Goal	880	1216	0
CT	CT	Reading	9	5	Advanced	1217	1400	0
CT	CT	Reading	10	1	Below Basic	0	723	0
CT	CT	Reading	10	2	Basic	724	813	0
CT	CT	Reading	10	3	Proficient	814	909	0
CT	CT	Reading	10	4	Goal	910	1256	0
CT	CT	Reading	10	5	Advanced	1257	1400	0
CT	CT	Reading	11	1	Below Basic	0	773	0
CT	CT	Reading	11	2	Basic	774	853	0
CT	CT	Reading	11	3	Proficient	854	943	0
CT	CT	Reading	11	4	Goal	944	1291	0
CT	CT	Reading	11	5	Advanced	1292	1400	0
CT	CT	Reading	12	1	Below Basic	0	808	0
CT	CT	Reading	12	2	Basic	809	890	0
CT	CT	Reading	12	3	Proficient	891	981	0
CT	CT	Reading	12	4	Goal	982	1315	0
CT	CT	Reading	12	5	Advanced	1316	1400	0
DE	DE	Math	1	1	Well Below Standard	0	318	0
DE	DE	Math	1	2	Below Standard	319	393	0
DE	DE	Math	1	3	Meets Standard	394	511	0
DE	DE	Math	1	4	Advanced	512	1400	0
DE	DE	Math	2	1	Well Below Standard	0	441	0
DE	DE	Math	2	2	Below Standard	442	510	0
DE	DE	Math	2	3	Meets Standard	511	617	0
DE	DE	Math	2	4	Advanced	618	1400	0
DE	DE	Math	3	1	Well Below Standard	0	516	1
DE	DE	Math	3	2	Below Standard	517	606	1
DE	DE	Math	3	3	Meets Standard	607	700	1
DE	DE	Math	3	4	Advanced	701	1400	1
DE	DE	Math	4	1	Well Below Standard	0	566	1
DE	DE	Math	4	2	Below Standard	567	649	1
DE	DE	Math	4	3	Meets Standard	650	739	1
DE	DE	Math	4	4	Advanced	740	1400	1
DE	DE	Math	5	1	Well Below Standard	0	620	1
DE	DE	Math	5	2	Below Standard	621	689	1
DE	DE	Math	5	3	Meets Standard	690	787	1
DE	DE	Math	5	4	Advanced	788	1400	1
DE	DE	Math	6	1	Well Below Standard	0	672	1
DE	DE	Math	6	2	Below Standard	673	736	1
DE	DE	Math	6	3	Meets Standard	737	827	1
DE	DE	Math	6	4	Advanced	828	1400	1
DE	DE	Math	7	1	Well Below Standard	0	679	1
DE	DE	Math	7	2	Below Standard	680	748	1
DE	DE	Math	7	3	Meets Standard	749	850	1
DE	DE	Math	7	4	Advanced	851	1400	1
DE	DE	Math	8	1	Well Below Standard	0	700	0
DE	DE	Math	8	2	Below Standard	701	778	0
DE	DE	Math	8	3	Meets Standard	779	887	0
DE	DE	Math	8	4	Advanced	888	1400	0
DE	DE	Math	9	1	Well Below Standard	0	716	0
DE	DE	Math	9	2	Below Standard	717	789	0
DE	DE	Math	9	3	Meets Standard	790	892	0
DE	DE	Math	9	4	Advanced	893	1400	0
DE	DE	Math	10	1	Well Below Standard	0	718	0
DE	DE	Math	10	2	Below Standard	719	792	0
DE	DE	Math	10	3	Meets Standard	793	897	0
DE	DE	Math	10	4	Advanced	898	1400	0
DE	DE	Math	11	1	Well Below Standard	0	734	0
DE	DE	Math	11	2	Below Standard	735	807	0
DE	DE	Math	11	3	Meets Standard	808	912	0
DE	DE	Math	11	4	Advanced	913	1400	0
DE	DE	Math	12	1	Well Below Standard	0	734	0
DE	DE	Math	12	2	Below Standard	735	820	0
DE	DE	Math	12	3	Meets Standard	821	921	0
DE	DE	Math	12	4	Advanced	922	1400	0
DE	DE	Reading	1	1	Well Below Standard	0	84	0
DE	DE	Reading	1	2	Below Standard	85	100	0
DE	DE	Reading	1	3	Meets Standard	101	170	0
DE	DE	Reading	1	4	Advanced	171	1400	0
DE	DE	Reading	2	1	Well Below Standard	0	205	0
DE	DE	Reading	2	2	Below Standard	206	257	0
DE	DE	Reading	2	3	Meets Standard	258	329	0
DE	DE	Reading	2	4	Advanced	330	1400	0
DE	DE	Reading	3	1	Well Below Standard	0	305	1
DE	DE	Reading	3	2	Below Standard	306	363	1
DE	DE	Reading	3	3	Meets Standard	364	450	1
DE	DE	Reading	3	4	Advanced	451	1400	1
DE	DE	Reading	4	1	Well Below Standard	0	358	1
DE	DE	Reading	4	2	Below Standard	359	438	1
DE	DE	Reading	4	3	Meets Standard	439	566	1
DE	DE	Reading	4	4	Advanced	567	1400	1
DE	DE	Reading	5	1	Well Below Standard	0	417	1
DE	DE	Reading	5	2	Below Standard	418	492	1
DE	DE	Reading	5	3	Meets Standard	493	658	1
DE	DE	Reading	5	4	Advanced	659	1400	1
DE	DE	Reading	6	1	Well Below Standard	0	470	1
DE	DE	Reading	6	2	Below Standard	471	553	1
DE	DE	Reading	6	3	Meets Standard	554	784	1
DE	DE	Reading	6	4	Advanced	785	1400	1
DE	DE	Reading	7	1	Well Below Standard	0	549	1
DE	DE	Reading	7	2	Below Standard	550	627	1
DE	DE	Reading	7	3	Meets Standard	628	867	1
DE	DE	Reading	7	4	Advanced	868	1400	1
DE	DE	Reading	8	1	Well Below Standard	0	550	1
DE	DE	Reading	8	2	Below Standard	551	667	1
DE	DE	Reading	8	3	Meets Standard	668	919	1
DE	DE	Reading	8	4	Advanced	920	1400	1
DE	DE	Reading	9	1	Well Below Standard	0	625	0
DE	DE	Reading	9	2	Below Standard	626	780	0
DE	DE	Reading	9	3	Meets Standard	781	1026	0
DE	DE	Reading	9	4	Advanced	1027	1400	0
DE	DE	Reading	10	1	Well Below Standard	0	655	0
DE	DE	Reading	10	2	Below Standard	656	827	0
DE	DE	Reading	10	3	Meets Standard	828	1099	0
DE	DE	Reading	10	4	Advanced	1100	1400	0
DE	DE	Reading	11	1	Well Below Standard	0	687	0
DE	DE	Reading	11	2	Below Standard	688	864	0
DE	DE	Reading	11	3	Meets Standard	865	1153	0
DE	DE	Reading	11	4	Advanced	1154	1400	0
DE	DE	Reading	12	1	Well Below Standard	0	715	0
DE	DE	Reading	12	2	Below Standard	716	898	0
DE	DE	Reading	12	3	Meets Standard	899	1202	0
DE	DE	Reading	12	4	Advanced	1203	1400	0
FL	FL	Math	1	1	Level 1	0	342	0
FL	FL	Math	1	2	Level 2	343	403	0
FL	FL	Math	1	3	Level 3	404	465	0
FL	FL	Math	1	4	Level 4	466	520	0
FL	FL	Math	1	5	Level 5	521	1400	0
FL	FL	Math	2	1	Level 1	0	462	0
FL	FL	Math	2	2	Level 2	463	515	0
FL	FL	Math	2	3	Level 3	516	567	0
FL	FL	Math	2	4	Level 4	568	617	0
FL	FL	Math	2	5	Level 5	618	1400	0
FL	FL	Math	3	1	Level 1	0	548	1
FL	FL	Math	3	2	Level 2	549	611	1
FL	FL	Math	3	3	Level 3	612	662	1
FL	FL	Math	3	4	Level 4	663	699	1
FL	FL	Math	3	5	Level 5	700	1400	1
FL	FL	Math	4	1	Level 1	0	615	1
FL	FL	Math	4	2	Level 2	616	674	1
FL	FL	Math	4	3	Level 3	675	723	1
FL	FL	Math	4	4	Level 4	724	767	1
FL	FL	Math	4	5	Level 5	768	1400	1
FL	FL	Math	5	1	Level 1	0	668	1
FL	FL	Math	5	2	Level 2	669	733	1
FL	FL	Math	5	3	Level 3	734	789	1
FL	FL	Math	5	4	Level 4	790	835	1
FL	FL	Math	5	5	Level 5	836	1400	1
FL	FL	Math	6	1	Level 1	0	692	1
FL	FL	Math	6	2	Level 2	693	752	1
FL	FL	Math	6	3	Level 3	753	817	1
FL	FL	Math	6	4	Level 4	818	876	1
FL	FL	Math	6	5	Level 5	877	1400	1
FL	FL	Math	7	1	Level 1	0	694	1
FL	FL	Math	7	2	Level 2	695	763	1
FL	FL	Math	7	3	Level 3	764	834	1
FL	FL	Math	7	4	Level 4	835	900	1
FL	FL	Math	7	5	Level 5	901	1400	1
FL	FL	Math	8	1	Level 1	0	728	1
FL	FL	Math	8	2	Level 2	729	800	1
FL	FL	Math	8	3	Level 3	801	872	1
FL	FL	Math	8	4	Level 4	873	922	1
FL	FL	Math	8	5	Level 5	923	1400	1
FL	FL	Math	9	1	Level 1	0	740	0
FL	FL	Math	9	2	Level 2	741	805	0
FL	FL	Math	9	3	Level 3	806	872	0
FL	FL	Math	9	4	Level 4	873	929	0
FL	FL	Math	9	5	Level 5	930	1400	0
FL	FL	Math	10	1	Level 1	0	743	0
FL	FL	Math	10	2	Level 2	744	808	0
FL	FL	Math	10	3	Level 3	809	877	0
FL	FL	Math	10	4	Level 4	878	934	0
FL	FL	Math	10	5	Level 5	935	1400	0
FL	FL	Math	11	1	Level 1	0	757	0
FL	FL	Math	11	2	Level 2	758	823	0
FL	FL	Math	11	3	Level 3	824	891	0
FL	FL	Math	11	4	Level 4	892	952	0
FL	FL	Math	11	5	Level 5	953	1400	0
FL	FL	Math	12	1	Level 1	0	765	0
FL	FL	Math	12	2	Level 2	766	839	0
FL	FL	Math	12	3	Level 3	840	903	0
FL	FL	Math	12	4	Level 4	904	961	0
FL	FL	Math	12	5	Level 5	962	1400	0
FL	FL	Reading	1	1	Level 1	0	84	0
FL	FL	Reading	1	2	Level 2	85	130	0
FL	FL	Reading	1	3	Level 3	131	194	0
FL	FL	Reading	1	4	Level 4	195	272	0
FL	FL	Reading	1	5	Level 5	273	1400	0
FL	FL	Reading	2	1	Level 1	0	200	0
FL	FL	Reading	2	2	Level 2	201	286	0
FL	FL	Reading	2	3	Level 3	287	352	0
FL	FL	Reading	2	4	Level 4	353	444	0
FL	FL	Reading	2	5	Level 5	445	1400	0
FL	FL	Reading	3	1	Level 1	0	290	1
FL	FL	Reading	3	2	Level 2	291	385	1
FL	FL	Reading	3	3	Level 3	386	462	1
FL	FL	Reading	3	4	Level 4	463	565	1
FL	FL	Reading	3	5	Level 5	566	1400	1
FL	FL	Reading	4	1	Level 1	0	354	1
FL	FL	Reading	4	2	Level 2	355	461	1
FL	FL	Reading	4	3	Level 3	462	550	1
FL	FL	Reading	4	4	Level 4	551	704	1
FL	FL	Reading	4	5	Level 5	705	1400	1
FL	FL	Reading	5	1	Level 1	0	420	1
FL	FL	Reading	5	2	Level 2	421	529	1
FL	FL	Reading	5	3	Level 3	530	650	1
FL	FL	Reading	5	4	Level 4	651	845	1
FL	FL	Reading	5	5	Level 5	846	1400	1
FL	FL	Reading	6	1	Level 1	0	476	1
FL	FL	Reading	6	2	Level 2	477	602	1
FL	FL	Reading	6	3	Level 3	603	793	1
FL	FL	Reading	6	4	Level 4	794	984	1
FL	FL	Reading	6	5	Level 5	985	1400	1
FL	FL	Reading	7	1	Level 1	0	517	1
FL	FL	Reading	7	2	Level 2	518	657	1
FL	FL	Reading	7	3	Level 3	658	902	1
FL	FL	Reading	7	4	Level 4	903	1136	1
FL	FL	Reading	7	5	Level 5	1137	1400	1
FL	FL	Reading	8	1	Level 1	0	565	1
FL	FL	Reading	8	2	Level 2	566	779	1
FL	FL	Reading	8	3	Level 3	780	984	1
FL	FL	Reading	8	4	Level 4	985	1208	1
FL	FL	Reading	8	5	Level 5	1209	1400	1
FL	FL	Reading	9	1	Level 1	0	648	1
FL	FL	Reading	9	2	Level 2	649	911	1
FL	FL	Reading	9	3	Level 3	912	1133	1
FL	FL	Reading	9	4	Level 4	1134	1324	1
FL	FL	Reading	9	5	Level 5	1325	1400	1
FL	FL	Reading	10	1	Level 1	0	684	0
FL	FL	Reading	10	2	Level 2	685	947	0
FL	FL	Reading	10	3	Level 3	948	1183	0
FL	FL	Reading	10	4	Level 4	1184	1332	0
FL	FL	Reading	10	5	Level 5	1333	1400	0
FL	FL	Reading	11	1	Level 1	0	722	0
FL	FL	Reading	11	2	Level 2	723	983	0
FL	FL	Reading	11	3	Level 3	984	1218	0
FL	FL	Reading	11	4	Level 4	1219	1338	0
FL	FL	Reading	11	5	Level 5	1339	1400	0
FL	FL	Reading	12	1	Level 1	0	763	0
FL	FL	Reading	12	2	Level 2	764	1058	0
FL	FL	Reading	12	3	Level 3	1059	1263	0
FL	FL	Reading	12	4	Level 4	1264	1343	0
FL	FL	Reading	12	5	Level 5	1344	1400	0
GA	GA	Math	1	1	Did Not Meet Expectations	0	372	1
GA	GA	Math	1	2	Meets Expectations	373	472	1
GA	GA	Math	1	3	Exceeds Expectations	473	1400	1
GA	GA	Math	2	1	Did Not Meet Expectations	0	463	1
GA	GA	Math	2	2	Meets Expectations	464	587	1
GA	GA	Math	2	3	Exceeds Expectations	588	1400	1
GA	GA	Math	3	1	Did Not Meet Expectations	0	585	1
GA	GA	Math	3	2	Meets Expectations	586	634	1
GA	GA	Math	3	3	Exceeds Expectations	635	1400	1
GA	GA	Math	4	1	Did Not Meet Expectations	0	601	1
GA	GA	Math	4	2	Meets Expectations	602	718	1
GA	GA	Math	4	3	Exceeds Expectations	719	1400	1
GA	GA	Math	5	1	Did Not Meet Expectations	0	635	1
GA	GA	Math	5	2	Meets Expectations	636	759	1
GA	GA	Math	5	3	Exceeds Expectations	760	1400	1
GA	GA	Math	6	1	Did Not Meet Expectations	0	679	1
GA	GA	Math	6	2	Meets Expectations	680	817	1
GA	GA	Math	6	3	Exceeds Expectations	818	1400	1
GA	GA	Math	7	1	Did Not Meet Expectations	0	680	1
GA	GA	Math	7	2	Meets Expectations	681	821	1
GA	GA	Math	7	3	Exceeds Expectations	822	1400	1
GA	GA	Math	8	1	Did Not Meet Expectations	0	718	1
GA	GA	Math	8	2	Meets Expectations	719	856	1
GA	GA	Math	8	3	Exceeds Expectations	857	1400	1
GA	GA	Math	9	1	Did Not Meet Expectations	0	729	0
GA	GA	Math	9	2	Meets Expectations	730	857	0
GA	GA	Math	9	3	Exceeds Expectations	858	1400	0
GA	GA	Math	10	1	Did Not Meet Expectations	0	731	0
GA	GA	Math	10	2	Meets Expectations	732	862	0
GA	GA	Math	10	3	Exceeds Expectations	863	1400	0
GA	GA	Math	11	1	Did Not Meet Expectations	0	745	0
GA	GA	Math	11	2	Meets Expectations	746	874	0
GA	GA	Math	11	3	Exceeds Expectations	875	1400	0
GA	GA	Math	12	1	Did Not Meet Expectations	0	753	0
GA	GA	Math	12	2	Meets Expectations	754	891	0
GA	GA	Math	12	3	Exceeds Expectations	892	1400	0
GA	GA	Reading	1	1	Did Not Meet Expectations	0	102	1
GA	GA	Reading	1	2	Meets Expectations	103	227	1
GA	GA	Reading	1	3	Exceeds Expectations	228	1400	1
GA	GA	Reading	2	1	Did Not Meet Expectations	0	144	1
GA	GA	Reading	2	2	Meets Expectations	145	354	1
GA	GA	Reading	2	3	Exceeds Expectations	355	1400	1
GA	GA	Reading	3	1	Did Not Meet Expectations	0	218	1
GA	GA	Reading	3	2	Meets Expectations	219	423	1
GA	GA	Reading	3	3	Exceeds Expectations	424	1400	1
GA	GA	Reading	4	1	Did Not Meet Expectations	0	279	1
GA	GA	Reading	4	2	Meets Expectations	280	514	1
GA	GA	Reading	4	3	Exceeds Expectations	515	1400	1
GA	GA	Reading	5	1	Did Not Meet Expectations	0	337	1
GA	GA	Reading	5	2	Meets Expectations	338	655	1
GA	GA	Reading	5	3	Exceeds Expectations	656	1400	1
GA	GA	Reading	6	1	Did Not Meet Expectations	0	338	1
GA	GA	Reading	6	2	Meets Expectations	339	663	1
GA	GA	Reading	6	3	Exceeds Expectations	664	1400	1
GA	GA	Reading	7	1	Did Not Meet Expectations	0	361	1
GA	GA	Reading	7	2	Meets Expectations	362	847	1
GA	GA	Reading	7	3	Exceeds Expectations	848	1400	1
GA	GA	Reading	8	1	Did Not Meet Expectations	0	375	1
GA	GA	Reading	8	2	Meets Expectations	376	856	1
GA	GA	Reading	8	3	Exceeds Expectations	857	1400	1
GA	GA	Reading	9	1	Did Not Meet Expectations	0	456	0
GA	GA	Reading	9	2	Meets Expectations	457	938	0
GA	GA	Reading	9	3	Exceeds Expectations	939	1400	0
GA	GA	Reading	10	1	Did Not Meet Expectations	0	465	0
GA	GA	Reading	10	2	Meets Expectations	466	972	0
GA	GA	Reading	10	3	Exceeds Expectations	973	1400	0
GA	GA	Reading	11	1	Did Not Meet Expectations	0	489	0
GA	GA	Reading	11	2	Meets Expectations	490	1034	0
GA	GA	Reading	11	3	Exceeds Expectations	1035	1400	0
GA	GA	Reading	12	1	Did Not Meet Expectations	0	495	0
GA	GA	Reading	12	2	Meets Expectations	496	1104	0
GA	GA	Reading	12	3	Exceeds Expectations	1105	1400	0
IA	IA	Math	1	1	Not Proficient	0	371	0
IA	IA	Math	1	2	Proficient	372	474	0
IA	IA	Math	1	3	Advanced	475	1400	0
IA	IA	Math	2	1	Not Proficient	0	490	0
IA	IA	Math	2	2	Proficient	491	576	0
IA	IA	Math	2	3	Advanced	577	1400	0
IA	IA	Math	3	1	Not Proficient	0	582	1
IA	IA	Math	3	2	Proficient	583	671	1
IA	IA	Math	3	3	Advanced	672	1400	1
IA	IA	Math	4	1	Not Proficient	0	631	1
IA	IA	Math	4	2	Proficient	632	730	1
IA	IA	Math	4	3	Advanced	731	1400	1
IA	IA	Math	5	1	Not Proficient	0	684	1
IA	IA	Math	5	2	Proficient	685	804	1
IA	IA	Math	5	3	Advanced	805	1400	1
IA	IA	Math	6	1	Not Proficient	0	751	1
IA	IA	Math	6	2	Proficient	752	850	1
IA	IA	Math	6	3	Advanced	851	1400	1
IA	IA	Math	7	1	Not Proficient	0	745	1
IA	IA	Math	7	2	Proficient	746	885	1
IA	IA	Math	7	3	Advanced	886	1400	1
IA	IA	Math	8	1	Not Proficient	0	785	1
IA	IA	Math	8	2	Proficient	786	896	1
IA	IA	Math	8	3	Advanced	897	1400	1
IA	IA	Math	9	1	Not Proficient	0	794	0
IA	IA	Math	9	2	Proficient	795	899	0
IA	IA	Math	9	3	Advanced	900	1400	0
IA	IA	Math	10	1	Not Proficient	0	798	0
IA	IA	Math	10	2	Proficient	799	904	0
IA	IA	Math	10	3	Advanced	905	1400	0
IA	IA	Math	11	1	Not Proficient	0	813	0
IA	IA	Math	11	2	Proficient	814	921	0
IA	IA	Math	11	3	Advanced	922	1400	0
IA	IA	Math	12	1	Not Proficient	0	828	0
IA	IA	Math	12	2	Proficient	829	928	0
IA	IA	Math	12	3	Advanced	929	1400	0
IA	IA	Reading	1	1	Not Proficient	0	93	0
IA	IA	Reading	1	2	Proficient	94	320	0
IA	IA	Reading	1	3	Advanced	321	1400	0
IA	IA	Reading	2	1	Not Proficient	0	236	0
IA	IA	Reading	2	2	Proficient	237	478	0
IA	IA	Reading	2	3	Advanced	479	1400	0
IA	IA	Reading	3	1	Not Proficient	0	330	1
IA	IA	Reading	3	2	Proficient	331	630	1
IA	IA	Reading	3	3	Advanced	631	1400	1
IA	IA	Reading	4	1	Not Proficient	0	454	1
IA	IA	Reading	4	2	Proficient	455	799	1
IA	IA	Reading	4	3	Advanced	800	1400	1
IA	IA	Reading	5	1	Not Proficient	0	532	1
IA	IA	Reading	5	2	Proficient	533	930	1
IA	IA	Reading	5	3	Advanced	931	1400	1
IA	IA	Reading	6	1	Not Proficient	0	642	1
IA	IA	Reading	6	2	Proficient	643	1107	1
IA	IA	Reading	6	3	Advanced	1108	1400	1
IA	IA	Reading	7	1	Not Proficient	0	674	1
IA	IA	Reading	7	2	Proficient	675	1253	1
IA	IA	Reading	7	3	Advanced	1254	1400	1
IA	IA	Reading	8	1	Not Proficient	0	800	1
IA	IA	Reading	8	2	Proficient	801	1314	1
IA	IA	Reading	8	3	Advanced	1315	1400	1
IA	IA	Reading	9	1	Not Proficient	0	902	0
IA	IA	Reading	9	2	Proficient	903	1327	0
IA	IA	Reading	9	3	Advanced	1328	1400	0
IA	IA	Reading	10	1	Not Proficient	0	927	0
IA	IA	Reading	10	2	Proficient	928	1335	0
IA	IA	Reading	10	3	Advanced	1336	1400	0
IA	IA	Reading	11	1	Not Proficient	0	966	0
IA	IA	Reading	11	2	Proficient	967	1340	0
IA	IA	Reading	11	3	Advanced	1341	1400	0
IA	IA	Reading	12	1	Not Proficient	0	1027	0
IA	IA	Reading	12	2	Proficient	1028	1344	0
IA	IA	Reading	12	3	Advanced	1345	1400	0
ID	ID	Math	1	1	Below Basic	0	243	0
ID	ID	Math	1	2	Basic	244	316	0
ID	ID	Math	1	3	Proficient	317	403	0
ID	ID	Math	1	4	Advanced	404	1400	0
ID	ID	Math	2	1	Below Basic	0	374	0
ID	ID	Math	2	2	Basic	375	441	0
ID	ID	Math	2	3	Proficient	442	515	0
ID	ID	Math	2	4	Advanced	516	1400	0
ID	ID	Math	3	1	Below Basic	0	429	1
ID	ID	Math	3	2	Basic	430	511	1
ID	ID	Math	3	3	Proficient	512	612	1
ID	ID	Math	3	4	Advanced	613	1400	1
ID	ID	Math	4	1	Below Basic	0	472	1
ID	ID	Math	4	2	Basic	473	560	1
ID	ID	Math	4	3	Proficient	561	715	1
ID	ID	Math	4	4	Advanced	716	1400	1
ID	ID	Math	5	1	Below Basic	0	554	1
ID	ID	Math	5	2	Basic	555	665	1
ID	ID	Math	5	3	Proficient	666	789	1
ID	ID	Math	5	4	Advanced	790	1400	1
ID	ID	Math	6	1	Below Basic	0	579	1
ID	ID	Math	6	2	Basic	580	686	1
ID	ID	Math	6	3	Proficient	687	838	1
ID	ID	Math	6	4	Advanced	839	1400	1
ID	ID	Math	7	1	Below Basic	0	579	1
ID	ID	Math	7	2	Basic	580	732	1
ID	ID	Math	7	3	Proficient	733	862	1
ID	ID	Math	7	4	Advanced	863	1400	1
ID	ID	Math	8	1	Below Basic	0	618	1
ID	ID	Math	8	2	Basic	619	774	1
ID	ID	Math	8	3	Proficient	775	864	1
