vchRegionCode,StateTest,Subject,Grade,iProficiencyLevel,vchProficiency,iMinSS,iMaxSS,linked,ProfFlag
MS,MS,Math,1,5,Level 5,537,1400,0,1
MS,MS,Math,2,1,Level 1,0,405,0,0
MS,MS,Math,2,2,Level 2,406,494,0,0
MS,MS,Math,2,3,Level 3,495,564,0,0
MS,MS,Math,2,4,Level 4,565,638,0,1
MS,MS,Math,2,5,Level 5,639,1400,0,1
MS,MS,Math,3,1,Level 1,0,479,1,0
MS,MS,Math,3,2,Level 2,480,585,1,0
MS,MS,Math,3,3,Level 3,586,655,1,0
MS,MS,Math,3,4,Level 4,656,726,1,1
MS,MS,Math,3,5,Level 5,727,1400,1,1
MS,MS,Math,4,1,Level 1,0,539,1,0
MS,MS,Math,4,2,Level 2,540,648,1,0
MS,MS,Math,4,3,Level 3,649,724,1,0
MS,MS,Math,4,4,Level 4,725,803,1,1
MS,MS,Math,4,5,Level 5,804,1400,1,1
MS,MS,Math,5,1,Level 1,0,553,1,0
MS,MS,Math,5,2,Level 2,554,653,1,0
MS,MS,Math,5,3,Level 3,654,775,1,0
MS,MS,Math,5,4,Level 4,776,828,1,1
MS,MS,Math,5,5,Level 5,829,1400,1,1
MS,MS,Math,6,1,Level 1,0,567,1,0
MS,MS,Math,6,2,Level 2,568,711,1,0
MS,MS,Math,6,3,Level 3,712,806,1,0
MS,MS,Math,6,4,Level 4,807,905,1,1
MS,MS,Math,6,5,Level 5,906,1400,1,1
MS,MS,Math,7,1,Level 1,0,596,1,0
MS,MS,Math,7,2,Level 2,597,737,1,0
MS,MS,Math,7,3,Level 3,738,831,1,0
MS,MS,Math,7,4,Level 4,832,920,1,1
MS,MS,Math,7,5,Level 5,921,1400,1,1
MS,MS,Math,8,1,Level 1,0,628,1,0
MS,MS,Math,8,2,Level 2,629,779,1,0
MS,MS,Math,8,3,Level 3,780,858,1,0
MS,MS,Math,8,4,Level 4,859,921,1,1
MS,MS,Math,8,5,Level 5,922,1400,1,1
MS,MS,Math,9,1,Level 1,0,644,0,0
MS,MS,Math,9,2,Level 2,645,787,0,0
MS,MS,Math,9,3,Level 3,788,859,0,0
MS,MS,Math,9,4,Level 4,860,922,0,1
MS,MS,Math,9,5,Level 5,923,1400,0,1
MS,MS,Math,10,1,Level 1,0,645,0,0
MS,MS,Math,10,2,Level 2,646,793,0,0
MS,MS,Math,10,3,Level 3,794,863,0,0
MS,MS,Math,10,4,Level 4,864,929,0,1
MS,MS,Math,10,5,Level 5,930,1400,0,1
MS,MS,Math,11,1,Level 1,0,670,0,0
MS,MS,Math,11,2,Level 2,671,808,0,0
MS,MS,Math,11,3,Level 3,809,878,0,0
MS,MS,Math,11,4,Level 4,879,942,0,1
MS,MS,Math,11,5,Level 5,943,1400,0,1
MS,MS,Math,12,1,Level 1,0,681,0,0
MS,MS,Math,12,2,Level 2,682,825,0,0
MS,MS,Math,12,3,Level 3,826,894,0,0
MS,MS,Math,12,4,Level 4,895,951,0,1
MS,MS,Math,12,5,Level 5,952,1400,0,1
MS,MS,Reading,1,1,Level 1,0,71,0,0
MS,MS,Reading,1,2,Level 2,72,100,0,0
MS,MS,Reading,1,3,Level 3,101,212,0,0
MS,MS,Reading,1,4,Level 4,213,362,0,1
MS,MS,Reading,1,5,Level 5,363,1400,0,1
MS,MS,Reading,2,1,Level 1,0,108,0,0
MS,MS,Reading,2,2,Level 2,109,253,0,0
MS,MS,Reading,2,3,Level 3,254,377,0,0
MS,MS,Reading,2,4,Level 4,378,549,0,1
MS,MS,Reading,2,5,Level 5,550,1400,0,1
MS,MS,Reading,3,1,Level 1,0,204,1,0
MS,MS,Reading,3,2,Level 2,205,353,1,0
MS,MS,Reading,3,3,Level 3,354,494,1,0
MS,MS,Reading,3,4,Level 4,495,706,1,1
MS,MS,Reading,3,5,Level 5,707,1400,1,1
MS,MS,Reading,4,1,Level 1,0,268,1,0
MS,MS,Reading,4,2,Level 2,269,440,1,0
MS,MS,Reading,4,3,Level 3,441,574,1,0
MS,MS,Reading,4,4,Level 4,575,906,1,1
MS,MS,Reading,4,5,Level 5,907,1400,1,1
MS,MS,Reading,5,1,Level 1,0,365,1,0
MS,MS,Reading,5,2,Level 2,366,479,1,0
MS,MS,Reading,5,3,Level 3,480,643,1,0
MS,MS,Reading,5,4,Level 4,644,968,1,1
MS,MS,Reading,5,5,Level 5,969,1400,1,1
MS,MS,Reading,6,1,Level 1,0,397,1,0
MS,MS,Reading,6,2,Level 2,398,574,1,0
MS,MS,Reading,6,3,Level 3,575,783,1,0
MS,MS,Reading,6,4,Level 4,784,1026,1,1
MS,MS,Reading,6,5,Level 5,1027,1400,1,1
MS,MS,Reading,7,1,Level 1,0,430,1,0
MS,MS,Reading,7,2,Level 2,431,578,1,0
MS,MS,Reading,7,3,Level 3,579,875,1,0
MS,MS,Reading,7,4,Level 4,876,1166,1,1
MS,MS,Reading,7,5,Level 5,1167,1400,1,1
MS,MS,Reading,8,1,Level 1,0,462,1,0
MS,MS,Reading,8,2,Level 2,463,610,1,0
MS,MS,Reading,8,3,Level 3,611,903,1,0
MS,MS,Reading,8,4,Level 4,904,1276,1,1
MS,MS,Reading,8,5,Level 5,1277,1400,1,1
MS,MS,Reading,9,1,Level 1,0,494,0,0
MS,MS,Reading,9,2,Level 2,495,681,0,0
MS,MS,Reading,9,3,Level 3,682,962,0,0
MS,MS,Reading,9,4,Level 4,963,1307,0,1
MS,MS,Reading,9,5,Level 5,1308,1400,0,1
MS,MS,Reading,10,1,Level 1,0,498,0,0
MS,MS,Reading,10,2,Level 2,499,696,0,0
MS,MS,Reading,10,3,Level 3,697,1000,0,0
MS,MS,Reading,10,4,Level 4,1001,1320,0,1
MS,MS,Reading,10,5,Level 5,1321,1400,0,1
MS,MS,Reading,11,1,Level 1,0,500,0,0
MS,MS,Reading,11,2,Level 2,501,738,0,0
MS,MS,Reading,11,3,Level 3,739,1063,0,0
MS,MS,Reading,11,4,Level 4,1064,1326,0,1
MS,MS,Reading,11,5,Level 5,1327,1400,0,1
MS,MS,Reading,12,1,Level 1,0,521,0,0
MS,MS,Reading,12,2,Level 2,522,784,0,0
MS,MS,Reading,12,3,Level 3,785,1142,0,0
MS,MS,Reading,12,4,Level 4,1143,1336,0,1
MS,MS,Reading,12,5,Level 5,1337,1400,0,1
MT,MT,Math,1,1,Level 1,0,336,0,0
MT,MT,Math,1,2,Level 2,337,417,0,0
MT,MT,Math,1,3,Level 3,418,498,0,1
MT,MT,Math,1,4,Level 4,499,1400,0,1
MT,MT,Math,2,1,Level 1,0,457,0,0
MT,MT,Math,2,2,Level 2,458,528,0,0
MT,MT,Math,2,3,Level 3,529,601,0,1
MT,MT,Math,2,4,Level 4,602,1400,0,1
MT,MT,Math,3,1,Level 1,0,546,1,0
MT,MT,Math,3,2,Level 2,547,620,1,0
MT,MT,Math,3,3,Level 3,621,686,1,1
MT,MT,Math,3,4,Level 4,687,1400,1,1
MT,MT,Math,4,1,Level 1,0,602,1,0
MT,MT,Math,4,2,Level 2,603,695,1,0
MT,MT,Math,4,3,Level 3,696,771,1,1
MT,MT,Math,4,4,Level 4,772,1400,1,1
MT,MT,Math,5,1,Level 1,0,692,1,0
MT,MT,Math,5,2,Level 2,693,781,1,0
MT,MT,Math,5,3,Level 3,782,826,1,1
MT,MT,Math,5,4,Level 4,827,1400,1,1
MT,MT,Math,6,1,Level 1,0,716,1,0
MT,MT,Math,6,2,Level 2,717,807,1,0
MT,MT,Math,6,3,Level 3,808,859,1,1
MT,MT,Math,6,4,Level 4,860,1400,1,1
MT,MT,Math,7,1,Level 1,0,745,1,0
MT,MT,Math,7,2,Level 2,746,830,1,0
MT,MT,Math,7,3,Level 3,831,885,1,1
MT,MT,Math,7,4,Level 4,886,1400,1,1
MT,MT,Math,8,1,Level 1,0,783,1,0
MT,MT,Math,8,2,Level 2,784,851,1,0
MT,MT,Math,8,3,Level 3,852,891,1,1
MT,MT,Math,8,4,Level 4,892,1400,1,1
MT,MT,Math,9,1,Level 1,0,790,0,0
MT,MT,Math,9,2,Level 2,791,852,0,0
MT,MT,Math,9,3,Level 3,853,895,0,1
MT,MT,Math,9,4,Level 4,896,1400,0,1
MT,MT,Math,10,1,Level 1,0,796,0,0
MT,MT,Math,10,2,Level 2,797,858,0,0
MT,MT,Math,10,3,Level 3,859,900,0,1
MT,MT,Math,10,4,Level 4,901,1400,0,1
MT,MT,Math,11,1,Level 1,0,813,0,0
MT,MT,Math,11,2,Level 2,814,873,0,0
MT,MT,Math,11,3,Level 3,874,918,0,1
MT,MT,Math,11,4,Level 4,919,1400,0,1
MT,MT,Math,12,1,Level 1,0,826,0,0
MT,MT,Math,12,2,Level 2,827,890,0,0
MT,MT,Math,12,3,Level 3,891,925,0,1
MT,MT,Math,12,4,Level 4,926,1400,0,1
MT,MT,Reading,1,1,Level 1,0,90,0,0
MT,MT,Reading,1,2,Level 2,91,165,0,0
MT,MT,Reading,1,3,Level 3,166,248,0,1
MT,MT,Reading,1,4,Level 4,249,1400,0,1
MT,MT,Reading,2,1,Level 1,0,232,0,0
MT,MT,Reading,2,2,Level 2,233,337,0,0
MT,MT,Reading,2,3,Level 3,338,435,0,1
MT,MT,Reading,2,4,Level 4,436,1400,0,1
MT,MT,Reading,3,1,Level 1,0,332,1,0
MT,MT,Reading,3,2,Level 2,333,454,1,0
MT,MT,Reading,3,3,Level 3,455,561,1,1
MT,MT,Reading,3,4,Level 4,562,1400,1,1
MT,MT,Reading,4,1,Level 1,0,434,1,0
MT,MT,Reading,4,2,Level 2,435,530,1,0
MT,MT,Reading,4,3,Level 3,531,660,1,1
MT,MT,Reading,4,4,Level 4,661,1400,1,1
MT,MT,Reading,5,1,Level 1,0,483,1,0
MT,MT,Reading,5,2,Level 2,484,599,1,0
MT,MT,Reading,5,3,Level 3,600,852,1,1
MT,MT,Reading,5,4,Level 4,853,1400,1,1
MT,MT,Reading,6,1,Level 1,0,499,1,0
MT,MT,Reading,6,2,Level 2,500,691,1,0
MT,MT,Reading,6,3,Level 3,692,1015,1,1
MT,MT,Reading,6,4,Level 4,1016,1400,1,1
MT,MT,Reading,7,1,Level 1,0,576,1,0
MT,MT,Reading,7,2,Level 2,577,772,1,0
MT,MT,Reading,7,3,Level 3,773,1168,1,1
MT,MT,Reading,7,4,Level 4,1169,1400,1,1
MT,MT,Reading,8,1,Level 1,0,589,1,0
MT,MT,Reading,8,2,Level 2,590,857,1,0
MT,MT,Reading,8,3,Level 3,858,1249,1,1
MT,MT,Reading,8,4,Level 4,1250,1400,1,1
MT,MT,Reading,9,1,Level 1,0,661,0,0
MT,MT,Reading,9,2,Level 2,662,918,0,0
MT,MT,Reading,9,3,Level 3,919,1291,0,1
MT,MT,Reading,9,4,Level 4,1292,1400,0,1
MT,MT,Reading,10,1,Level 1,0,674,0,0
MT,MT,Reading,10,2,Level 2,675,957,0,0
MT,MT,Reading,10,3,Level 3,958,1314,0,1
MT,MT,Reading,10,4,Level 4,1315,1400,0,1
MT,MT,Reading,11,1,Level 1,0,715,0,0
MT,MT,Reading,11,2,Level 2,716,992,0,0
MT,MT,Reading,11,3,Level 3,993,1321,0,1
MT,MT,Reading,11,4,Level 4,1322,1400,0,1
MT,MT,Reading,12,1,Level 1,0,761,0,0
MT,MT,Reading,12,2,Level 2,762,1079,0,0
MT,MT,Reading,12,3,Level 3,1080,1332,0,1
MT,MT,Reading,12,4,Level 4,1333,1400,0,1
NC,NC,Math,1,1,Limited Command,0,329,0,0
NC,NC,Math,1,2,Partial Command,330,408,0,0
NC,NC,Math,1,3,Sufficient Command,409,437,0,1
NC,NC,Math,1,4,Solid Command,438,523,0,1
NC,NC,Math,1,5,Superior Command,524,1400,0,1
NC,NC,Math,2,1,Limited Command,0,446,0,0
NC,NC,Math,2,2,Partial Command,447,519,0,0
NC,NC,Math,2,3,Sufficient Command,520,544,0,1
NC,NC,Math,2,4,Solid Command,545,625,0,1
NC,NC,Math,2,5,Superior Command,626,1400,0,1
NC,NC,Math,3,1,Limited Command,0,530,1,0
NC,NC,Math,3,2,Partial Command,531,608,1,0
NC,NC,Math,3,3,Sufficient Command,609,635,1,1
NC,NC,Math,3,4,Solid Command,636,711,1,1
NC,NC,Math,3,5,Superior Command,712,1400,1,1
NC,NC,Math,4,1,Limited Command,0,619,1,0
NC,NC,Math,4,2,Partial Command,620,690,1,0
NC,NC,Math,4,3,Sufficient Command,691,709,1,1
NC,NC,Math,4,4,Solid Command,710,790,1,1
NC,NC,Math,4,5,Superior Command,791,1400,1,1
NC,NC,Math,5,1,Limited Command,0,662,1,0
NC,NC,Math,5,2,Partial Command,663,744,1,0
NC,NC,Math,5,3,Sufficient Command,745,762,1,1
NC,NC,Math,5,4,Solid Command,763,837,1,1
NC,NC,Math,5,5,Superior Command,838,1400,1,1
NC,NC,Math,6,1,Limited Command,0,736,1,0
NC,NC,Math,6,2,Partial Command,737,799,1,0
NC,NC,Math,6,3,Sufficient Command,800,815,1,1
NC,NC,Math,6,4,Solid Command,816,875,1,1
NC,NC,Math,6,5,Superior Command,876,1400,1,1
NC,NC,Math,7,1,Limited Command,0,764,1,0
NC,NC,Math,7,2,Partial Command,765,828,1,0
NC,NC,Math,7,3,Sufficient Command,829,841,1,1
NC,NC,Math,7,4,Solid Command,842,907,1,1
NC,NC,Math,7,5,Superior Command,908,1400,1,1
NC,NC,Math,8,1,Limited Command,0,799,1,0
NC,NC,Math,8,2,Partial Command,800,872,1,0
NC,NC,Math,8,3,Sufficient Command,873,884,1,1
NC,NC,Math,8,4,Solid Command,885,941,1,1
NC,NC,Math,8,5,Superior Command,942,1400,1,1
NC,NC,Math,9,1,Limited Command,0,806,0,0
NC,NC,Math,9,2,Partial Command,807,872,0,0
NC,NC,Math,9,3,Sufficient Command,873,884,0,1
NC,NC,Math,9,4,Solid Command,885,939,0,1
NC,NC,Math,9,5,Superior Command,940,1400,0,1
NC,NC,Math,10,1,Limited Command,0,810,0,0
NC,NC,Math,10,2,Partial Command,811,875,0,0
NC,NC,Math,10,3,Sufficient Command,876,889,0,1
NC,NC,Math,10,4,Solid Command,890,948,0,1
NC,NC,Math,10,5,Superior Command,949,1400,0,1
NC,NC,Math,11,1,Limited Command,0,825,0,0
NC,NC,Math,11,2,Partial Command,826,892,0,0
NC,NC,Math,11,3,Sufficient Command,893,904,0,1
NC,NC,Math,11,4,Solid Command,905,965,0,1
NC,NC,Math,11,5,Superior Command,966,1400,0,1
NC,NC,Math,12,1,Limited Command,0,840,0,0
NC,NC,Math,12,2,Partial Command,841,901,0,0
NC,NC,Math,12,3,Sufficient Command,902,913,0,1
NC,NC,Math,12,4,Solid Command,914,975,0,1
NC,NC,Math,12,5,Superior Command,976,1400,0,1
NC,NC,Reading,1,1,Limited Command,0,89,0,0
NC,NC,Reading,1,2,Partial Command,90,138,0,0
NC,NC,Reading,1,3,Sufficient Command,139,180,0,1
NC,NC,Reading,1,4,Solid Command,181,314,0,1
NC,NC,Reading,1,5,Superior Command,315,1400,0,1
NC,NC,Reading,2,1,Limited Command,0,225,0,0
NC,NC,Reading,2,2,Partial Command,226,297,0,0
NC,NC,Reading,2,3,Sufficient Command,298,343,0,1
NC,NC,Reading,2,4,Solid Command,344,496,0,1
NC,NC,Reading,2,5,Superior Command,497,1400,0,1
NC,NC,Reading,3,1,Limited Command,0,319,1,0
NC,NC,Reading,3,2,Partial Command,320,400,1,0
NC,NC,Reading,3,3,Sufficient Command,401,455,1,1
NC,NC,Reading,3,4,Solid Command,456,641,1,1
NC,NC,Reading,3,5,Superior Command,642,1400,1,1
NC,NC,Reading,4,1,Limited Command,0,401,1,0
NC,NC,Reading,4,2,Partial Command,402,491,1,0
NC,NC,Reading,4,3,Sufficient Command,492,540,1,1
NC,NC,Reading,4,4,Solid Command,541,883,1,1
NC,NC,Reading,4,5,Superior Command,884,1400,1,1
NC,NC,Reading,5,1,Limited Command,0,467,1,0
NC,NC,Reading,5,2,Partial Command,468,580,1,0
NC,NC,Reading,5,3,Sufficient Command,581,655,1,1
NC,NC,Reading,5,4,Solid Command,656,973,1,1
NC,NC,Reading,5,5,Superior Command,974,1400,1,1
NC,NC,Reading,6,1,Limited Command,0,458,1,0
NC,NC,Reading,6,2,Partial Command,459,619,1,0
NC,NC,Reading,6,3,Sufficient Command,620,693,1,1
NC,NC,Reading,6,4,Solid Command,694,1037,1,1
NC,NC,Reading,6,5,Superior Command,1038,1400,1,1
NC,NC,Reading,7,1,Limited Command,0,492,1,0
NC,NC,Reading,7,2,Partial Command,493,690,1,0
NC,NC,Reading,7,3,Sufficient Command,691,783,1,1
NC,NC,Reading,7,4,Solid Command,784,1192,1,1
NC,NC,Reading,7,5,Superior Command,1193,1400,1,1
NC,NC,Reading,8,1,Limited Command,0,590,1,0
NC,NC,Reading,8,2,Partial Command,591,836,1,0
NC,NC,Reading,8,3,Sufficient Command,837,915,1,1
NC,NC,Reading,8,4,Solid Command,916,1293,1,1
NC,NC,Reading,8,5,Superior Command,1294,1400,1,1
NC,NC,Reading,9,1,Limited Command,0,654,0,0
NC,NC,Reading,9,2,Partial Command,655,906,0,0
NC,NC,Reading,9,3,Sufficient Command,907,975,0,1
NC,NC,Reading,9,4,Solid Command,976,1311,0,1
NC,NC,Reading,9,5,Superior Command,1312,1400,0,1
NC,NC,Reading,10,1,Limited Command,0,666,0,0
NC,NC,Reading,10,2,Partial Command,667,933,0,0
NC,NC,Reading,10,3,Sufficient Command,934,1038,0,1
NC,NC,Reading,10,4,Solid Command,1039,1322,0,1
NC,NC,Reading,10,5,Superior Command,1323,1400,0,1
NC,NC,Reading,11,1,Limited Command,0,706,0,0
NC,NC,Reading,11,2,Partial Command,707,967,0,0
NC,NC,Reading,11,3,Sufficient Command,968,1097,0,1
NC,NC,Reading,11,4,Solid Command,1098,1328,0,1
NC,NC,Reading,11,5,Superior Command,1329,1400,0,1
NC,NC,Reading,12,1,Limited Command,0,742,0,0
NC,NC,Reading,12,2,Partial Command,743,1034,0,0
NC,NC,Reading,12,3,Sufficient Command,1035,1166,0,1
NC,NC,Reading,12,4,Solid Command,1167,1338,0,1
NC,NC,Reading,12,5,Superior Command,1339,1400,0,1
ND,ND,Math,1,1,Level 1,0,336,0,0
ND,ND,Math,1,2,Level 2,337,417,0,0
ND,ND,Math,1,3,Level 3,418,498,0,1
ND,ND,Math,1,4,Level 4,499,1400,0,1
ND,ND,Math,2,1,Level 1,0,457,0,0
ND,ND,Math,2,2,Level 2,458,528,0,0
ND,ND,Math,2,3,Level 3,529,601,0,1
ND,ND,Math,2,4,Level 4,602,1400,0,1
ND,ND,Math,3,1,Level 1,0,546,1,0
ND,ND,Math,3,2,Level 2,547,620,1,0
ND,ND,Math,3,3,Level 3,621,686,1,1
ND,ND,Math,3,4,Level 4,687,1400,1,1
ND,ND,Math,4,1,Level 1,0,602,1,0
ND,ND,Math,4,2,Level 2,603,695,1,0
ND,ND,Math,4,3,Level 3,696,771,1,1
ND,ND,Math,4,4,Level 4,772,1400,1,1
ND,ND,Math,5,1,Level 1,0,692,1,0
ND,ND,Math,5,2,Level 2,693,781,1,0
ND,ND,Math,5,3,Level 3,782,826,1,1
ND,ND,Math,5,4,Level 4,827,1400,1,1
ND,ND,Math,6,1,Level 1,0,716,1,0
ND,ND,Math,6,2,Level 2,717,807,1,0
ND,ND,Math,6,3,Level 3,808,859,1,1
ND,ND,Math,6,4,Level 4,860,1400,1,1
ND,ND,Math,7,1,Level 1,0,745,1,0
ND,ND,Math,7,2,Level 2,746,830,1,0
ND,ND,Math,7,3,Level 3,831,885,1,1
ND,ND,Math,7,4,Level 4,886,1400,1,1
ND,ND,Math,8,1,Level 1,0,783,1,0
ND,ND,Math,8,2,Level 2,784,851,1,0
ND,ND,Math,8,3,Level 3,852,891,1,1
ND,ND,Math,8,4,Level 4,892,1400,1,1
ND,ND,Math,9,1,Level 1,0,790,0,0
ND,ND,Math,9,2,Level 2,791,852,0,0
ND,ND,Math,9,3,Level 3,853,895,0,1
ND,ND,Math,9,4,Level 4,896,1400,0,1
ND,ND,Math,10,1,Level 1,0,796,0,0
ND,ND,Math,10,2,Level 2,797,858,0,0
ND,ND,Math,10,3,Level 3,859,900,0,1
ND,ND,Math,10,4,Level 4,901,1400,0,1
ND,ND,Math,11,1,Level 1,0,813,0,0
ND,ND,Math,11,2,Level 2,814,873,0,0
ND,ND,Math,11,3,Level 3,874,918,0,1
ND,ND,Math,11,4,Level 4,919,1400,0,1
ND,ND,Math,12,1,Level 1,0,826,0,0
ND,ND,Math,12,2,Level 2,827,890,0,0
ND,ND,Math,12,3,Level 3,891,925,0,1
ND,ND,Math,12,4,Level 4,926,1400,0,1
ND,ND,Reading,1,1,Level 1,0,90,0,0
ND,ND,Reading,1,2,Level 2,91,165,0,0
ND,ND,Reading,1,3,Level 3,166,248,0,1
ND,ND,Reading,1,4,Level 4,249,1400,0,1
ND,ND,Reading,2,1,Level 1,0,232,0,0
ND,ND,Reading,2,2,Level 2,233,337,0,0
ND,ND,Reading,2,3,Level 3,338,435,0,1
ND,ND,Reading,2,4,Level 4,436,1400,0,1
ND,ND,Reading,3,1,Level 1,0,332,1,0
ND,ND,Reading,3,2,Level 2,333,454,1,0
ND,ND,Reading,3,3,Level 3,455,561,1,1
ND,ND,Reading,3,4,Level 4,562,1400,1,1
ND,ND,Reading,4,1,Level 1,0,434,1,0
ND,ND,Reading,4,2,Level 2,435,530,1,0
ND,ND,Reading,4,3,Level 3,531,660,1,1
ND,ND,Reading,4,4,Level 4,661,1400,1,1
ND,ND,Reading,5,1,Level 1,0,483,1,0
ND,ND,Reading,5,2,Level 2,484,599,1,0
ND,ND,Reading,5,3,Level 3,600,852,1,1
ND,ND,Reading,5,4,Level 4,853,1400,1,1
ND,ND,Reading,6,1,Level 1,0,499,1,0
ND,ND,Reading,6,2,Level 2,500,691,1,0
ND,ND,Reading,6,3,Level 3,692,1015,1,1
ND,ND,Reading,6,4,Level 4,1016,1400,1,1
ND,ND,Reading,7,1,Level 1,0,576,1,0
ND,ND,Reading,7,2,Level 2,577,772,1,0
ND,ND,Reading,7,3,Level 3,773,1168,1,1
ND,ND,Reading,7,4,Level 4,1169,1400,1,1
ND,ND,Reading,8,1,Level 1,0,589,1,0
ND,ND,Reading,8,2,Level 2,590,857,1,0
ND,ND,Reading,8,3,Level 3,858,1249,1,1
ND,ND,Reading,8,4,Level 4,1250,1400,1,1
ND,ND,Reading,9,1,Level 1,0,661,0,0
ND,ND,Reading,9,2,Level 2,662,918,0,0
ND,ND,Reading,9,3,Level 3,919,1291,0,1
ND,ND,Reading,9,4,Level 4,1292,1400,0,1
ND,ND,Reading,10,1,Level 1,0,674,0,0
ND,ND,Reading,10,2,Level 2,675,957,0,0
ND,ND,Reading,10,3,Level 3,958,1314,0,1
ND,ND,Reading,10,4,Level 4,1315,1400,0,1
ND,ND,Reading,11,1,Level 1,0,715,0,0
ND,ND,Reading,11,2,Level 2,716,992,0,0
ND,ND,Reading,11,3,Level 3,993,1321,0,1
ND,ND,Reading,11,4,Level 4,1322,1400,0,1
ND,ND,Reading,12,1,Level 1,0,761,0,0
ND,ND,Reading,12,2,Level 2,762,1079,0,0
ND,ND,Reading,12,3,Level 3,1080,1332,0,1
ND,ND,Reading,12,4,Level 4,1333,1400,0,1
NE,NE,Math,1,1,Below Standards,0,363,0,0
NE,NE,Math,1,2,Meets Standards,364,472,0,1
NE,NE,Math,1,3,Exceeds Standards,473,1400,0,1
NE,NE,Math,2,1,Below Standards,0,482,0,0
NE,NE,Math,2,2,Meets Standards,483,579,0,1
NE,NE,Math,2,3,Exceeds Standards,580,1400,0,1
NE,NE,Math,3,1,Below Standards,0,571,1,0
NE,NE,Math,3,2,Meets Standards,572,664,1,1
NE,NE,Math,3,3,Exceeds Standards,665,1400,1,1
NE,NE,Math,4,1,Below Standards,0,645,1,0
NE,NE,Math,4,2,Meets Standards,646,749,1,1
NE,NE,Math,4,3,Exceeds Standards,750,1400,1,1
NE,NE,Math,5,1,Below Standards,0,695,1,0
NE,NE,Math,5,2,Meets Standards,696,808,1,1
NE,NE,Math,5,3,Exceeds Standards,809,1400,1,1
NE,NE,Math,6,1,Below Standards,0,761,1,0
NE,NE,Math,6,2,Meets Standards,762,861,1,1
NE,NE,Math,6,3,Exceeds Standards,862,1400,1,1
NE,NE,Math,7,1,Below Standards,0,779,1,0
NE,NE,Math,7,2,Meets Standards,780,888,1,1
NE,NE,Math,7,3,Exceeds Standards,889,1400,1,1
NE,NE,Math,8,1,Below Standards,0,805,0,0
NE,NE,Math,8,2,Meets Standards,806,925,0,1
NE,NE,Math,8,3,Exceeds Standards,926,1400,0,1
NE,NE,Math,9,1,Below Standards,0,810,0,0
NE,NE,Math,9,2,Meets Standards,811,930,0,1
NE,NE,Math,9,3,Exceeds Standards,931,1400,0,1
NE,NE,Math,10,1,Below Standards,0,815,0,0
NE,NE,Math,10,2,Meets Standards,816,938,0,1
NE,NE,Math,10,3,Exceeds Standards,939,1400,0,1
NE,NE,Math,11,1,Below Standards,0,829,0,0
NE,NE,Math,11,2,Meets Standards,830,957,0,1
NE,NE,Math,11,3,Exceeds Standards,958,1400,0,1
NE,NE,Math,12,1,Below Standards,0,845,0,0
NE,NE,Math,12,2,Meets Standards,846,969,0,1
NE,NE,Math,12,3,Exceeds Standards,970,1400,0,1
NE,NE,Reading,1,1,Below Standards,0,130,0,0
NE,NE,Reading,1,2,Meets Standards,131,253,0,1
NE,NE,Reading,1,3,Exceeds Standards,254,1400,0,1
NE,NE,Reading,2,1,Below Standards,0,286,0,0
NE,NE,Reading,2,2,Meets Standards,287,420,0,1
NE,NE,Reading,2,3,Exceeds Standards,421,1400,0,1
NE,NE,Reading,3,1,Below Standards,0,388,1,0
NE,NE,Reading,3,2,Meets Standards,389,539,1,1
NE,NE,Reading,3,3,Exceeds Standards,540,1400,1,1
NE,NE,Reading,4,1,Below Standards,0,469,1,0
NE,NE,Reading,4,2,Meets Standards,470,649,1,1
NE,NE,Reading,4,3,Exceeds Standards,650,1400,1,1
NE,NE,Reading,5,1,Below Standards,0,550,1,0
NE,NE,Reading,5,2,Meets Standards,551,829,1,1
NE,NE,Reading,5,3,Exceeds Standards,830,1400,1,1
NE,NE,Reading,6,1,Below Standards,0,618,1,0
NE,NE,Reading,6,2,Meets Standards,619,932,1,1
NE,NE,Reading,6,3,Exceeds Standards,933,1400,1,1
NE,NE,Reading,7,1,Below Standards,0,702,1,0
NE,NE,Reading,7,2,Meets Standards,703,1052,1,1
NE,NE,Reading,7,3,Exceeds Standards,1053,1400,1,1
NE,NE,Reading,8,1,Below Standards,0,779,1,0
NE,NE,Reading,8,2,Meets Standards,780,1166,1,1
NE,NE,Reading,8,3,Exceeds Standards,1167,1400,1,1
NE,NE,Reading,9,1,Below Standards,0,889,0,0
NE,NE,Reading,9,2,Meets Standards,890,1228,0,1
NE,NE,Reading,9,3,Exceeds Standards,1229,1400,0,1
NE,NE,Reading,10,1,Below Standards,0,911,0,0
NE,NE,Reading,10,2,Meets Standards,912,1270,0,1
NE,NE,Reading,10,3,Exceeds Standards,1271,1400,0,1
NE,NE,Reading,11,1,Below Standards,0,947,0,0
NE,NE,Reading,11,2,Meets Standards,948,1298,0,1
NE,NE,Reading,11,3,Exceeds Standards,1299,1400,0,1
NE,NE,Reading,12,1,Below Standards,0,987,0,0
NE,NE,Reading,12,2,Meets Standards,988,1319,0,1
NE,NE,Reading,12,3,Exceeds Standards,1320,1400,0,1
NH,NH,Math,1,1,Level 1,0,336,0,0
NH,NH,Math,1,2,Level 2,337,417,0,0
NH,NH,Math,1,3,Level 3,418,498,0,1
NH,NH,Math,1,4,Level 4,499,1400,0,1
NH,NH,Math,2,1,Level 1,0,457,0,0
