vchRegionCode,StateTest,Subject,Grade,iProficiencyLevel,vchProficiency,iMinSS,iMaxSS,MinRasch,MaxRasch,linked,ProfFlag
FL,FL,Reading,8,5,Level 5,1315,1400,5.2345,999.999,1,1
FL,FL,Reading,9,5,Level 5,1324,1400,5.415,999.999,0,1
FL,FL,Reading,10,5,Level 5,1332,1400,5.6315,999.999,0,1
FL,FL,Reading,11,5,Level 5,1338,1400,5.7685,999.999,0,1
FL,FL,Reading,12,5,Level 5,1344,1400,5.994,999.999,0,1
FL,FL,Math,1,1,Level 1,0,332,-999.999,-4.131,0,0
FL,FL,Math,2,1,Level 1,0,453,-999.999,-2.594,0,0
FL,FL,Math,3,1,Level 1,0,541,-999.999,-1.477,1,0
FL,FL,Math,4,1,Level 1,0,620,-999.999,-0.474,1,0
FL,FL,Math,5,1,Level 1,0,672,-999.999,0.186,1,0
FL,FL,Math,6,1,Level 1,0,705,-999.999,0.605,1,0
FL,FL,Math,7,1,Level 1,0,718,-999.999,0.77,1,0
FL,FL,Math,8,1,Level 1,0,719,-999.999,0.783,1,0
FL,FL,Math,9,1,Level 1,0,729,-999.999,0.91,0,0
FL,FL,Math,10,1,Level 1,0,731,-999.999,0.935,0,0
FL,FL,Math,11,1,Level 1,0,747,-999.999,1.139,0,0
FL,FL,Math,12,1,Level 1,0,758,-999.999,1.278,0,0
FL,FL,Math,1,2,Level 2,333,402,-4.131,-3.242,0,0
FL,FL,Math,2,2,Level 2,454,515,-2.594,-1.807,0,0
FL,FL,Math,3,2,Level 2,542,605,-1.477,-0.664,1,0
FL,FL,Math,4,2,Level 2,621,676,-0.474,0.237,1,0
FL,FL,Math,5,2,Level 2,673,752,0.186,1.202,1,0
FL,FL,Math,6,2,Level 2,706,777,0.605,1.519,1,0
FL,FL,Math,7,2,Level 2,719,792,0.77,1.71,1,0
FL,FL,Math,8,2,Level 2,720,793,0.783,1.723,1,0
FL,FL,Math,9,2,Level 2,730,802,0.91,1.837,0,0
FL,FL,Math,10,2,Level 2,732,806,0.935,1.888,0,0
FL,FL,Math,11,2,Level 2,748,821,1.139,2.078,0,0
FL,FL,Math,12,2,Level 2,759,836,1.278,2.269,0,0
FL,FL,Math,1,3,Level 3,403,460,-3.242,-2.505,0,1
FL,FL,Math,2,3,Level 3,516,568,-1.807,-1.134,0,1
FL,FL,Math,3,3,Level 3,606,655,-0.664,-0.03,1,1
FL,FL,Math,4,3,Level 3,677,740,0.237,1.05,1,1
FL,FL,Math,5,3,Level 3,753,810,1.202,1.938,1,1
FL,FL,Math,6,3,Level 3,778,830,1.519,2.192,1,1
FL,FL,Math,7,3,Level 3,793,847,1.71,2.408,1,1
FL,FL,Math,8,3,Level 3,794,849,1.723,2.434,1,1
FL,FL,Math,9,3,Level 3,803,852,1.837,2.472,0,1
FL,FL,Math,10,3,Level 3,807,858,1.888,2.548,0,1
FL,FL,Math,11,3,Level 3,822,873,2.078,2.738,0,1
FL,FL,Math,12,3,Level 3,837,890,2.269,2.954,0,1
FL,FL,Math,1,4,Level 4,461,522,-2.505,-1.718,0,1
FL,FL,Math,2,4,Level 4,569,626,-1.134,-0.398,0,1
FL,FL,Math,3,4,Level 4,656,710,-0.03,0.669,1,1
FL,FL,Math,4,4,Level 4,741,794,1.05,1.735,1,1
FL,FL,Math,5,4,Level 4,811,857,1.938,2.535,1,1
FL,FL,Math,6,4,Level 4,831,883,2.192,2.865,1,1
FL,FL,Math,7,4,Level 4,848,892,2.408,2.98,1,1
FL,FL,Math,8,4,Level 4,850,893,2.434,2.992,1,1
FL,FL,Math,9,4,Level 4,853,895,2.472,3.018,0,1
FL,FL,Math,10,4,Level 4,859,900,2.548,3.081,0,1
FL,FL,Math,11,4,Level 4,874,918,2.738,3.31,0,1
FL,FL,Math,12,4,Level 4,891,925,2.954,3.399,0,1
FL,FL,Math,1,5,Level 5,523,1400,-1.718,999.999,0,1
FL,FL,Math,2,5,Level 5,627,1400,-0.398,999.999,0,1
FL,FL,Math,3,5,Level 5,711,1400,0.669,999.999,1,1
FL,FL,Math,4,5,Level 5,795,1400,1.735,999.999,1,1
FL,FL,Math,5,5,Level 5,858,1400,2.535,999.999,1,1
FL,FL,Math,6,5,Level 5,884,1400,2.865,999.999,1,1
FL,FL,Math,7,5,Level 5,893,1400,2.98,999.999,1,1
FL,FL,Math,8,5,Level 5,894,1400,2.992,999.999,1,1
FL,FL,Math,9,5,Level 5,896,1400,3.018,999.999,0,1
FL,FL,Math,10,5,Level 5,901,1400,3.081,999.999,0,1
FL,FL,Math,11,5,Level 5,919,1400,3.31,999.999,0,1
FL,FL,Math,12,5,Level 5,926,1400,3.399,999.999,0,1
GA,GA,Reading,1,1,Beginning Learner,0,96,-999.999,-3.2575,0,0
GA,GA,Reading,2,1,Beginning Learner,0,249,-999.999,-1.2955,0,0
GA,GA,Reading,3,1,Beginning Learner,0,348,-999.999,-0.1895,1,0
GA,GA,Reading,4,1,Beginning Learner,0,415,-999.999,0.4715,1,0
GA,GA,Reading,5,1,Beginning Learner,0,478,-999.999,1.0705,1,0
GA,GA,Reading,6,1,Beginning Learner,0,543,-999.999,1.5825,1,0
GA,GA,Reading,7,1,Beginning Learner,0,581,-999.999,1.8735,1,0
GA,GA,Reading,8,1,Beginning Learner,0,614,-999.999,2.0955,1,0
GA,GA,Reading,9,1,Beginning Learner,0,701,-999.999,2.6075,0,0
GA,GA,Reading,10,1,Beginning Learner,0,720,-999.999,2.7025,0,0
GA,GA,Reading,11,1,Beginning Learner,0,774,-999.999,2.894,0,0
GA,GA,Reading,12,1,Beginning Learner,0,813,-999.999,3.067,0,0
GA,GA,Reading,1,2,Developing Learner,97,179,-3.2575,-2.138,0,0
GA,GA,Reading,2,2,Developing Learner,250,355,-1.2955,-0.1255,0,0
GA,GA,Reading,3,2,Developing Learner,349,468,-0.1895,0.9765,1,0
GA,GA,Reading,4,2,Developing Learner,416,563,0.4715,1.746,1,0
GA,GA,Reading,5,2,Developing Learner,479,666,1.0705,2.4185,1,0
GA,GA,Reading,6,2,Developing Learner,544,742,1.5825,2.795,1,0
GA,GA,Reading,7,2,Developing Learner,582,842,1.8735,3.178,1,0
GA,GA,Reading,8,2,Developing Learner,615,907,2.0955,3.5225,1,0
GA,GA,Reading,9,2,Developing Learner,702,976,2.6075,3.88,0,0
GA,GA,Reading,10,2,Developing Learner,721,1044,2.7025,4.0625,0,0
GA,GA,Reading,11,2,Developing Learner,775,1100,2.894,4.2165,0,0
GA,GA,Reading,12,2,Developing Learner,814,1172,3.067,4.458,0,0
GA,GA,Reading,1,3,Proficient Learner,180,293,-2.138,-0.7725,0,1
GA,GA,Reading,2,3,Proficient Learner,356,479,-0.1255,1.0795,0,1
GA,GA,Reading,3,3,Proficient Learner,469,617,0.9765,2.1175,1,1
GA,GA,Reading,4,3,Proficient Learner,564,796,1.746,2.9955,1,1
GA,GA,Reading,5,3,Proficient Learner,667,959,2.4185,3.786,1,1
GA,GA,Reading,6,3,Proficient Learner,743,1086,2.795,4.176,1,1
GA,GA,Reading,7,3,Proficient Learner,843,1230,3.178,4.7495,1,1
GA,GA,Reading,8,3,Proficient Learner,908,1273,3.5225,4.9505,1,1
GA,GA,Reading,9,3,Proficient Learner,977,1306,3.88,5.153,0,1
GA,GA,Reading,10,3,Proficient Learner,1045,1320,4.0625,5.3505,0,1
GA,GA,Reading,11,3,Proficient Learner,1101,1326,4.2165,5.48,0,1
GA,GA,Reading,12,3,Proficient Learner,1173,1336,4.458,5.7445,0,1
GA,GA,Reading,1,4,Distinguished Learner,294,1400,-0.7725,999.999,0,1
GA,GA,Reading,2,4,Distinguished Learner,480,1400,1.0795,999.999,0,1
GA,GA,Reading,3,4,Distinguished Learner,618,1400,2.1175,999.999,1,1
GA,GA,Reading,4,4,Distinguished Learner,797,1400,2.9955,999.999,1,1
GA,GA,Reading,5,4,Distinguished Learner,960,1400,3.786,999.999,1,1
GA,GA,Reading,6,4,Distinguished Learner,1087,1400,4.176,999.999,1,1
GA,GA,Reading,7,4,Distinguished Learner,1231,1400,4.7495,999.999,1,1
GA,GA,Reading,8,4,Distinguished Learner,1274,1400,4.9505,999.999,1,1
GA,GA,Reading,9,4,Distinguished Learner,1307,1400,5.153,999.999,0,1
GA,GA,Reading,10,4,Distinguished Learner,1321,1400,5.3505,999.999,0,1
GA,GA,Reading,11,4,Distinguished Learner,1327,1400,5.48,999.999,0,1
GA,GA,Reading,12,4,Distinguished Learner,1337,1400,5.7445,999.999,0,1
GA,GA,Math,1,1,Beginning Learner,0,333,-999.999,-4.118,0,0
GA,GA,Math,2,1,Beginning Learner,0,454,-999.999,-2.582,0,0
GA,GA,Math,3,1,Beginning Learner,0,541,-999.999,-1.477,1,0
GA,GA,Math,4,1,Beginning Learner,0,603,-999.999,-0.69,1,0
GA,GA,Math,5,1,Beginning Learner,0,674,-999.999,0.212,1,0
GA,GA,Math,6,1,Beginning Learner,0,705,-999.999,0.605,1,0
GA,GA,Math,7,1,Beginning Learner,0,715,-999.999,0.732,1,0
GA,GA,Math,8,1,Beginning Learner,0,742,-999.999,1.075,1,0
GA,GA,Math,9,1,Beginning Learner,0,753,-999.999,1.215,0,0
GA,GA,Math,10,1,Beginning Learner,0,755,-999.999,1.24,0,0
GA,GA,Math,11,1,Beginning Learner,0,773,-999.999,1.469,0,0
GA,GA,Math,12,1,Beginning Learner,0,791,-999.999,1.697,0,0
GA,GA,Math,1,2,Developing Learner,334,436,-4.118,-2.81,0,0
GA,GA,Math,2,2,Developing Learner,455,547,-2.582,-1.401,0,0
GA,GA,Math,3,2,Developing Learner,542,633,-1.477,-0.309,1,0
GA,GA,Math,4,2,Developing Learner,604,700,-0.69,0.542,1,0
GA,GA,Math,5,2,Developing Learner,675,767,0.212,1.392,1,0
GA,GA,Math,6,2,Developing Learner,706,799,0.605,1.799,1,0
GA,GA,Math,7,2,Developing Learner,716,819,0.732,2.053,1,0
GA,GA,Math,8,2,Developing Learner,743,842,1.075,2.345,1,0
GA,GA,Math,9,2,Developing Learner,754,846,1.215,2.395,0,0
GA,GA,Math,10,2,Developing Learner,756,852,1.24,2.472,0,0
GA,GA,Math,11,2,Developing Learner,774,867,1.469,2.662,0,0
GA,GA,Math,12,2,Developing Learner,792,883,1.697,2.865,0,0
GA,GA,Math,1,3,Proficient Learner,437,521,-2.81,-1.731,0,1
GA,GA,Math,2,3,Proficient Learner,548,625,-1.401,-0.41,0,1
GA,GA,Math,3,3,Proficient Learner,634,706,-0.309,0.618,1,1
GA,GA,Math,4,3,Proficient Learner,701,778,0.542,1.532,1,1
GA,GA,Math,5,3,Proficient Learner,768,831,1.392,2.205,1,1
GA,GA,Math,6,3,Proficient Learner,800,866,1.799,2.649,1,1
GA,GA,Math,7,3,Proficient Learner,820,879,2.053,2.814,1,1
GA,GA,Math,8,3,Proficient Learner,843,896,2.345,3.03,1,1
GA,GA,Math,9,3,Proficient Learner,847,901,2.395,3.094,0,1
GA,GA,Math,10,3,Proficient Learner,853,906,2.472,3.157,0,1
GA,GA,Math,11,3,Proficient Learner,868,924,2.662,3.386,0,1
GA,GA,Math,12,3,Proficient Learner,884,933,2.865,3.5,0,1
GA,GA,Math,1,4,Distinguished Learner,522,1400,-1.731,999.999,0,1
GA,GA,Math,2,4,Distinguished Learner,626,1400,-0.41,999.999,0,1
GA,GA,Math,3,4,Distinguished Learner,707,1400,0.618,999.999,1,1
GA,GA,Math,4,4,Distinguished Learner,779,1400,1.532,999.999,1,1
GA,GA,Math,5,4,Distinguished Learner,832,1400,2.205,999.999,1,1
GA,GA,Math,6,4,Distinguished Learner,867,1400,2.649,999.999,1,1
GA,GA,Math,7,4,Distinguished Learner,880,1400,2.814,999.999,1,1
GA,GA,Math,8,4,Distinguished Learner,897,1400,3.03,999.999,1,1
GA,GA,Math,9,4,Distinguished Learner,902,1400,3.094,999.999,0,1
GA,GA,Math,10,4,Distinguished Learner,907,1400,3.157,999.999,0,1
GA,GA,Math,11,4,Distinguished Learner,925,1400,3.386,999.999,0,1
GA,GA,Math,12,4,Distinguished Learner,934,1400,3.5,999.999,0,1
HI,HI,Reading,1,1,Level 1,0,90,-999.999,-3.4325,0,0
HI,HI,Reading,2,1,Level 1,0,232,-999.999,-1.499,0,0
HI,HI,Reading,3,1,Level 1,0,332,-999.999,-0.362,1,0
HI,HI,Reading,4,1,Level 1,0,434,-999.999,0.628,1,0
HI,HI,Reading,5,1,Level 1,0,483,-999.999,1.1095,1,0
HI,HI,Reading,6,1,Level 1,0,499,-999.999,1.245,1,0
HI,HI,Reading,7,1,Level 1,0,576,-999.999,1.8405,1,0
HI,HI,Reading,8,1,Level 1,0,589,-999.999,1.937,1,0
HI,HI,Reading,9,1,Level 1,0,661,-999.999,2.3925,0,0
HI,HI,Reading,10,1,Level 1,0,674,-999.999,2.4625,0,0
HI,HI,Reading,11,1,Level 1,0,715,-999.999,2.6765,0,0
HI,HI,Reading,12,1,Level 1,0,761,-999.999,2.8465,0,0
HI,HI,Reading,1,2,Level 2,91,165,-3.4325,-2.3095,0,0
HI,HI,Reading,2,2,Level 2,233,337,-1.499,-0.3105,0,0
HI,HI,Reading,3,2,Level 2,333,454,-0.362,0.816,1,0
HI,HI,Reading,4,2,Level 2,435,530,0.628,1.4965,1,0
HI,HI,Reading,5,2,Level 2,484,599,1.1095,1.999,1,0
HI,HI,Reading,6,2,Level 2,500,691,1.245,2.5595,1,0
HI,HI,Reading,7,2,Level 2,577,772,1.8405,2.885,1,0
HI,HI,Reading,8,2,Level 2,590,857,1.937,3.2605,1,0
HI,HI,Reading,9,2,Level 2,662,918,2.3925,3.602,0,0
HI,HI,Reading,10,2,Level 2,675,957,2.4625,3.778,0,0
HI,HI,Reading,11,2,Level 2,716,992,2.6765,3.941,0,0
HI,HI,Reading,12,2,Level 2,762,1079,2.8465,4.163,0,0
HI,HI,Reading,1,3,Level 3,166,248,-2.3095,-1.307,0,1
HI,HI,Reading,2,3,Level 3,338,435,-0.3105,0.6355,0,1
HI,HI,Reading,3,3,Level 3,455,561,0.816,1.731,1,1
HI,HI,Reading,4,3,Level 3,531,660,1.4965,2.3875,1,1
HI,HI,Reading,5,3,Level 3,600,852,1.999,3.23,1,1
HI,HI,Reading,6,3,Level 3,692,1015,2.5595,3.99,1,1
HI,HI,Reading,7,3,Level 3,773,1168,2.885,4.4395,1,1
HI,HI,Reading,8,3,Level 3,858,1249,3.2605,4.828,1,1
HI,HI,Reading,9,3,Level 3,919,1291,3.602,5.0255,0,1
HI,HI,Reading,10,3,Level 3,958,1314,3.778,5.2345,0,1
HI,HI,Reading,11,3,Level 3,993,1321,3.941,5.372,0,1
HI,HI,Reading,12,3,Level 3,1080,1332,4.163,5.654,0,1
HI,HI,Reading,1,4,Level 4,249,1400,-1.307,999.999,0,1
HI,HI,Reading,2,4,Level 4,436,1400,0.6355,999.999,0,1
HI,HI,Reading,3,4,Level 4,562,1400,1.731,999.999,1,1
HI,HI,Reading,4,4,Level 4,661,1400,2.3875,999.999,1,1
HI,HI,Reading,5,4,Level 4,853,1400,3.23,999.999,1,1
HI,HI,Reading,6,4,Level 4,1016,1400,3.99,999.999,1,1
HI,HI,Reading,7,4,Level 4,1169,1400,4.4395,999.999,1,1
HI,HI,Reading,8,4,Level 4,1250,1400,4.828,999.999,1,1
HI,HI,Reading,9,4,Level 4,1292,1400,5.0255,999.999,0,1
HI,HI,Reading,10,4,Level 4,1315,1400,5.2345,999.999,0,1
HI,HI,Reading,11,4,Level 4,1322,1400,5.372,999.999,0,1
HI,HI,Reading,12,4,Level 4,1333,1400,5.654,999.999,0,1
HI,HI,Math,1,1,Level 1,0,336,-999.999,-4.08,0,0
HI,HI,Math,2,1,Level 1,0,457,-999.999,-2.544,0,0
HI,HI,Math,3,1,Level 1,0,546,-999.999,-1.414,1,0
HI,HI,Math,4,1,Level 1,0,602,-999.999,-0.703,1,0
HI,HI,Math,5,1,Level 1,0,692,-999.999,0.44,1,0
HI,HI,Math,6,1,Level 1,0,716,-999.999,0.745,1,0
HI,HI,Math,7,1,Level 1,0,745,-999.999,1.113,1,0
HI,HI,Math,8,1,Level 1,0,783,-999.999,1.596,1,0
HI,HI,Math,9,1,Level 1,0,790,-999.999,1.684,0,0
HI,HI,Math,10,1,Level 1,0,796,-999.999,1.761,0,0
HI,HI,Math,11,1,Level 1,0,813,-999.999,1.977,0,0
HI,HI,Math,12,1,Level 1,0,826,-999.999,2.142,0,0
HI,HI,Math,1,2,Level 2,337,417,-4.08,-3.051,0,0
HI,HI,Math,2,2,Level 2,458,528,-2.544,-1.642,0,0
HI,HI,Math,3,2,Level 2,547,620,-1.414,-0.474,1,0
HI,HI,Math,4,2,Level 2,603,695,-0.703,0.478,1,0
HI,HI,Math,5,2,Level 2,693,781,0.44,1.57,1,0
HI,HI,Math,6,2,Level 2,717,807,0.745,1.9,1,0
HI,HI,Math,7,2,Level 2,746,830,1.113,2.192,1,0
HI,HI,Math,8,2,Level 2,784,851,1.596,2.459,1,0
HI,HI,Math,9,2,Level 2,791,852,1.684,2.472,0,0
HI,HI,Math,10,2,Level 2,797,858,1.761,2.548,0,0
HI,HI,Math,11,2,Level 2,814,873,1.977,2.738,0,0
HI,HI,Math,12,2,Level 2,827,890,2.142,2.954,0,0
HI,HI,Math,1,3,Level 3,418,498,-3.051,-2.023,0,1
HI,HI,Math,2,3,Level 3,529,601,-1.642,-0.715,0,1
HI,HI,Math,3,3,Level 3,621,686,-0.474,0.364,1,1
HI,HI,Math,4,3,Level 3,696,771,0.478,1.443,1,1
HI,HI,Math,5,3,Level 3,782,826,1.57,2.142,1,1
HI,HI,Math,6,3,Level 3,808,859,1.9,2.561,1,1
HI,HI,Math,7,3,Level 3,831,885,2.192,2.891,1,1
HI,HI,Math,8,3,Level 3,852,891,2.459,2.967,1,1
HI,HI,Math,9,3,Level 3,853,895,2.472,3.018,0,1
HI,HI,Math,10,3,Level 3,859,900,2.548,3.081,0,1
HI,HI,Math,11,3,Level 3,874,918,2.738,3.31,0,1
HI,HI,Math,12,3,Level 3,891,925,2.954,3.399,0,1
HI,HI,Math,1,4,Level 4,499,1400,-2.023,999.999,0,1
HI,HI,Math,2,4,Level 4,602,1400,-0.715,999.999,0,1
HI,HI,Math,3,4,Level 4,687,1400,0.364,999.999,1,1
HI,HI,Math,4,4,Level 4,772,1400,1.443,999.999,1,1
HI,HI,Math,5,4,Level 4,827,1400,2.142,999.999,1,1
HI,HI,Math,6,4,Level 4,860,1400,2.561,999.999,1,1
HI,HI,Math,7,4,Level 4,886,1400,2.891,999.999,1,1
HI,HI,Math,8,4,Level 4,892,1400,2.967,999.999,1,1
HI,HI,Math,9,4,Level 4,896,1400,3.018,999.999,0,1
HI,HI,Math,10,4,Level 4,901,1400,3.081,999.999,0,1
HI,HI,Math,11,4,Level 4,919,1400,3.31,999.999,0,1
HI,HI,Math,12,4,Level 4,926,1400,3.399,999.999,0,1
IA,IA,Reading,1,1,Not Proficient,0,93,-999.999,-3.336,0,0
IA,IA,Reading,2,1,Not Proficient,0,236,-999.999,-1.45,0,0
IA,IA,Reading,3,1,Not Proficient,0,330,-999.999,-0.382,1,0
IA,IA,Reading,4,1,Not Proficient,0,454,-999.999,0.816,1,0
IA,IA,Reading,5,1,Not Proficient,0,532,-999.999,1.512,1,0
IA,IA,Reading,6,1,Not Proficient,0,642,-999.999,2.2805,1,0
IA,IA,Reading,7,1,Not Proficient,0,674,-999.999,2.4625,1,0
IA,IA,Reading,8,1,Not Proficient,0,800,-999.999,3.013,1,0
IA,IA,Reading,9,1,Not Proficient,0,902,-999.999,3.4775,0,0
IA,IA,Reading,10,1,Not Proficient,0,927,-999.999,3.6505,0,0
IA,IA,Reading,11,1,Not Proficient,0,966,-999.999,3.817,0,0
IA,IA,Reading,12,1,Not Proficient,0,1027,-999.999,4.0165,0,0
IA,IA,Reading,1,2,Proficient,94,320,-3.336,-0.484,0,1
IA,IA,Reading,2,2,Proficient,237,478,-1.45,1.0705,0,1
IA,IA,Reading,3,2,Proficient,331,630,-0.382,2.2025,1,1
IA,IA,Reading,4,2,Proficient,455,799,0.816,3.009,1,1
IA,IA,Reading,5,2,Proficient,533,930,1.512,3.662,1,1
IA,IA,Reading,6,2,Proficient,643,1107,2.2805,4.247,1,1
IA,IA,Reading,7,2,Proficient,675,1253,2.4625,4.8555,1,1
IA,IA,Reading,8,2,Proficient,801,1314,3.013,5.2345,1,1
IA,IA,Reading,9,2,Proficient,903,1327,3.4775,5.507,0,1
IA,IA,Reading,10,2,Proficient,928,1335,3.6505,5.7215,0,1
IA,IA,Reading,11,2,Proficient,967,1340,3.817,5.845,0,1
IA,IA,Reading,12,2,Proficient,1028,1344,4.0165,6.0675,0,1
IA,IA,Reading,1,3,Advanced,321,1400,-0.484,999.999,0,1
IA,IA,Reading,2,3,Advanced,479,1400,1.0705,999.999,0,1
IA,IA,Reading,3,3,Advanced,631,1400,2.2025,999.999,1,1
IA,IA,Reading,4,3,Advanced,800,1400,3.009,999.999,1,1
IA,IA,Reading,5,3,Advanced,931,1400,3.662,999.999,1,1
IA,IA,Reading,6,3,Advanced,1108,1400,4.247,999.999,1,1
IA,IA,Reading,7,3,Advanced,1254,1400,4.8555,999.999,1,1
IA,IA,Reading,8,3,Advanced,1315,1400,5.2345,999.999,1,1
IA,IA,Reading,9,3,Advanced,1328,1400,5.507,999.999,0,1
IA,IA,Reading,10,3,Advanced,1336,1400,5.7215,999.999,0,1
IA,IA,Reading,11,3,Advanced,1341,1400,5.845,999.999,0,1
IA,IA,Reading,12,3,Advanced,1345,1400,6.0675,999.999,0,1
IA,IA,Math,1,1,Not Proficient,0,371,-999.999,-3.635,0,0
IA,IA,Math,2,1,Not Proficient,0,490,-999.999,-2.125,0,0
IA,IA,Math,3,1,Not Proficient,0,582,-999.999,-0.956,1,0
IA,IA,Math,4,1,Not Proficient,0,631,-999.999,-0.334,1,0
IA,IA,Math,5,1,Not Proficient,0,684,-999.999,0.339,1,0
IA,IA,Math,6,1,Not Proficient,0,751,-999.999,1.189,1,0
IA,IA,Math,7,1,Not Proficient,0,745,-999.999,1.113,1,0
IA,IA,Math,8,1,Not Proficient,0,785,-999.999,1.621,1,0
IA,IA,Math,9,1,Not Proficient,0,794,-999.999,1.735,0,0
IA,IA,Math,10,1,Not Proficient,0,798,-999.999,1.786,0,0
IA,IA,Math,11,1,Not Proficient,0,813,-999.999,1.977,0,0
IA,IA,Math,12,1,Not Proficient,0,828,-999.999,2.167,0,0
IA,IA,Math,1,2,Proficient,372,474,-3.635,-2.328,0,1
IA,IA,Math,2,2,Proficient,491,576,-2.125,-1.033,0,1
IA,IA,Math,3,2,Proficient,583,671,-0.956,0.174,1,1
IA,IA,Math,4,2,Proficient,632,730,-0.334,0.923,1,1
IA,IA,Math,5,2,Proficient,685,804,0.339,1.862,1,1
IA,IA,Math,6,2,Proficient,752,850,1.189,2.446,1,1
IA,IA,Math,7,2,Proficient,746,885,1.113,2.891,1,1
IA,IA,Math,8,2,Proficient,786,896,1.621,3.03,1,1
IA,IA,Math,9,2,Proficient,795,899,1.735,3.068,0,1
IA,IA,Math,10,2,Proficient,799,904,1.786,3.132,0,1
IA,IA,Math,11,2,Proficient,814,921,1.977,3.348,0,1
IA,IA,Math,12,2,Proficient,829,928,2.167,3.437,0,1
IA,IA,Math,1,3,Advanced,475,1400,-2.328,999.999,0,1
IA,IA,Math,2,3,Advanced,577,1400,-1.033,999.999,0,1
IA,IA,Math,3,3,Advanced,672,1400,0.174,999.999,1,1
IA,IA,Math,4,3,Advanced,731,1400,0.923,999.999,1,1
IA,IA,Math,5,3,Advanced,805,1400,1.862,999.999,1,1
IA,IA,Math,6,3,Advanced,851,1400,2.446,999.999,1,1
IA,IA,Math,7,3,Advanced,886,1400,2.891,999.999,1,1
IA,IA,Math,8,3,Advanced,897,1400,3.03,999.999,1,1
IA,IA,Math,9,3,Advanced,900,1400,3.068,999.999,0,1
IA,IA,Math,10,3,Advanced,905,1400,3.132,999.999,0,1
IA,IA,Math,11,3,Advanced,922,1400,3.348,999.999,0,1
IA,IA,Math,12,3,Advanced,929,1400,3.437,999.999,0,1
ID,ID,Reading,1,1,Level 1,0,90,-999.999,-3.4325,0,0
ID,ID,Reading,2,1,Level 1,0,232,-999.999,-1.499,0,0
ID,ID,Reading,3,1,Level 1,0,332,-999.999,-0.362,1,0
ID,ID,Reading,4,1,Level 1,0,434,-999.999,0.628,1,0
ID,ID,Reading,5,1,Level 1,0,483,-999.999,1.1095,1,0
ID,ID,Reading,6,1,Level 1,0,499,-999.999,1.245,1,0
ID,ID,Reading,7,1,Level 1,0,576,-999.999,1.8405,1,0
ID,ID,Reading,8,1,Level 1,0,589,-999.999,1.937,1,0
ID,ID,Reading,9,1,Level 1,0,661,-999.999,2.3925,0,0
ID,ID,Reading,10,1,Level 1,0,674,-999.999,2.4625,0,0
ID,ID,Reading,11,1,Level 1,0,715,-999.999,2.6765,0,0
ID,ID,Reading,12,1,Level 1,0,761,-999.999,2.8465,0,0
ID,ID,Reading,1,2,Level 2,91,165,-3.4325,-2.3095,0,0
ID,ID,Reading,2,2,Level 2,233,337,-1.499,-0.3105,0,0
ID,ID,Reading,3,2,Level 2,333,454,-0.362,0.816,1,0
ID,ID,Reading,4,2,Level 2,435,530,0.628,1.4965,1,0
ID,ID,Reading,5,2,Level 2,484,599,1.1095,1.999,1,0
ID,ID,Reading,6,2,Level 2,500,691,1.245,2.5595,1,0
ID,ID,Reading,7,2,Level 2,577,772,1.8405,2.885,1,0
ID,ID,Reading,8,2,Level 2,590,857,1.937,3.2605,1,0
ID,ID,Reading,9,2,Level 2,662,918,2.3925,3.602,0,0
ID,ID,Reading,10,2,Level 2,675,957,2.4625,3.778,0,0
ID,ID,Reading,11,2,Level 2,716,992,2.6765,3.941,0,0
ID,ID,Reading,12,2,Level 2,762,1079,2.8465,4.163,0,0
ID,ID,Reading,1,3,Level 3,166,248,-2.3095,-1.307,0,1
ID,ID,Reading,2,3,Level 3,338,435,-0.3105,0.6355,0,1
ID,ID,Reading,3,3,Level 3,455,561,0.816,1.731,1,1
ID,ID,Reading,4,3,Level 3,531,660,1.4965,2.3875,1,1
ID,ID,Reading,5,3,Level 3,600,852,1.999,3.23,1,1
ID,ID,Reading,6,3,Level 3,692,1015,2.5595,3.99,1,1
ID,ID,Reading,7,3,Level 3,773,1168,2.885,4.4395,1,1
ID,ID,Reading,8,3,Level 3,858,1249,3.2605,4.828,1,1
ID,ID,Reading,9,3,Level 3,919,1291,3.602,5.0255,0,1
ID,ID,Reading,10,3,Level 3,958,1314,3.778,5.2345,0,1
ID,ID,Reading,11,3,Level 3,993,1321,3.941,5.372,0,1
ID,ID,Reading,12,3,Level 3,1080,1332,4.163,5.654,0,1
ID,ID,Reading,1,4,Level 4,249,1400,-1.307,999.999,0,1
ID,ID,Reading,2,4,Level 4,436,1400,0.6355,999.999,0,1
ID,ID,Reading,3,4,Level 4,562,1400,1.731,999.999,1,1
ID,ID,Reading,4,4,Level 4,661,1400,2.3875,999.999,1,1
ID,ID,Reading,5,4,Level 4,853,1400,3.23,999.999,1,1
ID,ID,Reading,6,4,Level 4,1016,1400,3.99,999.999,1,1
ID,ID,Reading,7,4,Level 4,1169,1400,4.4395,999.999,1,1
ID,ID,Reading,8,4,Level 4,1250,1400,4.828,999.999,1,1
ID,ID,Reading,9,4,Level 4,1292,1400,5.0255,999.999,0,1
ID,ID,Reading,10,4,Level 4,1315,1400,5.2345,999.999,0,1
ID,ID,Reading,11,4,Level 4,1322,1400,5.372,999.999,0,1
ID,ID,Reading,12,4,Level 4,1333,1400,5.654,999.999,0,1
ID,ID,Math,7,1,Level 1,0,745,-999.999,1.113,1,0
