CountryCode,RegionCode,TestCode,Subject,Grade,ProficiencyLevel,ProficiencyName,MinRasch,MaxRasch,Linked,ProficiencyFlag
US,MS,MS,READING,6,5,Level 5,4.014,999.999,1,1
US,MS,MS,READING,7,1,Level 1,-999.999,0.5985,1,-1
US,MS,MS,READING,7,2,Level 2,0.5985,1.854,1,-1
US,MS,MS,READING,7,3,Level 3,1.854,3.33,1,-1
US,MS,MS,READING,7,4,Level 4,3.33,4.43,1,0
US,MS,MS,READING,7,5,Level 5,4.43,999.999,1,1
US,MS,MS,READING,8,1,Level 1,-999.999,0.9095,1,-1
US,MS,MS,READING,8,2,Level 2,0.9095,2.0675,1,-1
US,MS,MS,READING,8,3,Level 3,2.0675,3.4865,1,-1
US,MS,MS,READING,8,4,Level 4,3.4865,4.961,1,0
US,MS,MS,READING,8,5,Level 5,4.961,999.999,1,1
US,MS,MS,READING,9,1,Level 1,-999.999,1.1975,0,-1
US,MS,MS,READING,9,2,Level 2,1.1975,2.507,0,-1
US,MS,MS,READING,9,3,Level 3,2.507,3.798,0,-1
US,MS,MS,READING,9,4,Level 4,3.798,5.1625,0,0
US,MS,MS,READING,9,5,Level 5,5.1625,999.999,0,1
US,MT,MT,READING,1,1,Level 1,-999.999,-3.4325,0,-1
US,MT,MT,READING,1,2,Level 2,-3.4325,-2.3095,0,-1
US,MT,MT,READING,1,3,Level 3,-2.3095,-1.307,0,0
US,MT,MT,READING,1,4,Level 4,-1.307,999.999,0,1
US,MT,MT,READING,10,1,Level 1,-999.9999,2.0792,0,-1
US,MT,MT,READING,10,2,Level 2,2.0792,3.407,0,-1
US,MT,MT,READING,10,3,Level 3,3.407,4.8745,0,0
US,MT,MT,READING,10,4,Level 4,4.8745,999.9999,0,1
US,MT,MT,READING,11,1,Level 1,-999.999,2.2656,1,-1
US,MT,MT,READING,11,2,Level 2,2.2656,3.5933,1,-1
US,MT,MT,READING,11,3,Level 3,3.5933,4.9444,1,0
US,MT,MT,READING,11,4,Level 4,4.9444,999.9999,1,1
US,MT,MT,READING,12,1,Level 1,-999.9999,2.2889,0,-1
US,MT,MT,READING,12,2,Level 2,2.2889,3.7331,0,-1
US,MT,MT,READING,12,3,Level 3,3.7331,5.1074,0,0
US,MT,MT,READING,12,4,Level 4,5.1074,999.9999,0,1
US,MT,MT,READING,2,1,Level 1,-999.999,-1.499,0,-1
US,MT,MT,READING,2,2,Level 2,-1.499,-0.3105,0,-1
US,MT,MT,READING,2,3,Level 3,-0.3105,0.6355,0,0
US,MT,MT,READING,2,4,Level 4,0.6355,999.999,0,1
US,MT,MT,READING,3,1,Level 1,-999.999,-0.362,1,-1
US,MT,MT,READING,3,2,Level 2,-0.362,0.816,1,-1
US,MT,MT,READING,3,3,Level 3,0.816,1.731,1,0
US,MT,MT,READING,3,4,Level 4,1.731,999.999,1,1
US,MT,MT,READING,4,1,Level 1,-999.999,0.628,1,-1
US,MT,MT,READING,4,2,Level 2,0.628,1.4965,1,-1
US,MT,MT,READING,4,3,Level 3,1.4965,2.3875,1,0
US,MT,MT,READING,4,4,Level 4,2.3875,999.999,1,1
US,MT,MT,READING,5,1,Level 1,-999.999,1.1095,1,-1
US,MT,MT,READING,5,2,Level 2,1.1095,1.999,1,-1
US,MT,MT,READING,5,3,Level 3,1.999,3.23,1,0
US,MT,MT,READING,5,4,Level 4,3.23,999.999,1,1
US,MT,MT,READING,6,1,Level 1,-999.999,1.245,1,-1
US,MT,MT,READING,6,2,Level 2,1.245,2.5595,1,-1
US,MT,MT,READING,6,3,Level 3,2.5595,3.99,1,0
US,MT,MT,READING,6,4,Level 4,3.99,999.999,1,1
US,MT,MT,READING,7,1,Level 1,-999.999,1.8405,1,-1
US,MT,MT,READING,7,2,Level 2,1.8405,2.885,1,-1
US,MT,MT,READING,7,3,Level 3,2.885,4.4395,1,0
US,MT,MT,READING,7,4,Level 4,4.4395,999.999,1,1
US,MT,MT,READING,8,1,Level 1,-999.999,1.937,1,-1
US,MT,MT,READING,8,2,Level 2,1.937,3.2605,1,-1
US,MT,MT,READING,8,3,Level 3,3.2605,4.828,1,0
US,MT,MT,READING,8,4,Level 4,4.828,999.999,1,1
US,MT,MT,READING,9,1,Level 1,-999.9999,1.9628,0,-1
US,MT,MT,READING,9,2,Level 2,1.9628,3.2672,0,-1
US,MT,MT,READING,9,3,Level 3,3.2672,4.8512,0,0
US,MT,MT,READING,9,4,Level 4,4.8512,999.9999,0,1
US,NC,NC,READING,1,1,Not Proficient,-999.9999,-2.6494,0,-1
US,NC,NC,READING,1,2,Level 3,-2.6494,-1.9972,0,0
US,NC,NC,READING,1,3,Level 4,-1.9972,-0.6461,0,1
US,NC,NC,READING,1,4,Level 5,-0.6461,999.9999,0,1
US,NC,NC,READING,10,1,Not Proficient,-999.9999,4.1058,0,-1
US,NC,NC,READING,10,2,Level 3,4.1058,4.8978,0,0
US,NC,NC,READING,10,3,Level 4,4.8978,5.8295,0,1
US,NC,NC,READING,10,4,Level 5,5.8295,999.9999,0,1
US,NC,NC,READING,11,1,Not Proficient,-999.9999,4.2689,0,-1
US,NC,NC,READING,11,2,Level 3,4.2689,5.0143,0,0
US,NC,NC,READING,11,3,Level 4,5.0143,5.8994,0,1
US,NC,NC,READING,11,4,Level 5,5.8994,999.9999,0,1
US,NC,NC,READING,12,1,Not Proficient,-999.9999,4.4552,0,-1
US,NC,NC,READING,12,2,Level 3,4.4552,5.2239,0,0
US,NC,NC,READING,12,3,Level 4,5.2239,6.0625,0,1
US,NC,NC,READING,12,4,Level 5,6.0625,999.9999,0,1
US,NC,NC,READING,2,1,Not Proficient,-999.9999,-0.5296,0,-1
US,NC,NC,READING,2,2,Level 3,-0.5296,0.076,0,0
US,NC,NC,READING,2,3,Level 4,0.076,1.2174,0,1
US,NC,NC,READING,2,4,Level 5,1.2174,999.9999,0,1
US,NC,NC,READING,3,1,Not Proficient,-999.9999,0.635,1,-1
US,NC,NC,READING,3,2,Level 3,0.635,1.2174,1,0
US,NC,NC,READING,3,3,Level 4,1.2174,2.3122,1,1
US,NC,NC,READING,3,4,Level 5,2.3122,999.9999,1,1
US,NC,NC,READING,4,1,Not Proficient,-999.9999,1.3338,1,-1
US,NC,NC,READING,4,2,Level 3,1.3338,1.8929,1,0
US,NC,NC,READING,4,3,Level 4,1.8929,2.9644,1,1
US,NC,NC,READING,4,4,Level 5,2.9644,999.9999,1,1
US,NC,NC,READING,5,1,Not Proficient,-999.9999,2.056,1,-1
US,NC,NC,READING,5,2,Level 3,2.056,2.5917,1,0
US,NC,NC,READING,5,3,Level 4,2.5917,3.4536,1,1
US,NC,NC,READING,5,4,Level 5,3.4536,999.9999,1,1
US,NC,NC,READING,6,1,Not Proficient,-999.9999,2.4752,1,-1
US,NC,NC,READING,6,2,Level 3,2.4752,3.3138,1,0
US,NC,NC,READING,6,3,Level 4,3.3138,4.2922,1,1
US,NC,NC,READING,6,4,Level 5,4.2922,999.9999,1,1
US,NC,NC,READING,7,1,Not Proficient,-999.9999,2.8014,1,-1
US,NC,NC,READING,7,2,Level 3,2.8014,3.4769,1,0
US,NC,NC,READING,7,3,Level 4,3.4769,4.3853,1,1
US,NC,NC,READING,7,4,Level 5,4.3853,999.9999,1,1
US,NC,NC,READING,8,1,Not Proficient,-999.9999,3.1275,1,-1
US,NC,NC,READING,8,2,Level 3,3.1275,3.9195,1,0
US,NC,NC,READING,8,3,Level 4,3.9195,5.0608,1,1
US,NC,NC,READING,8,4,Level 5,5.0608,999.9999,1,1
US,NC,NC,READING,9,1,Not Proficient,-999.9999,3.9427,0,-1
US,NC,NC,READING,9,2,Level 3,3.9427,4.7114,0,0
US,NC,NC,READING,9,3,Level 4,4.7114,5.7131,0,1
US,NC,NC,READING,9,4,Level 5,5.7131,999.9999,0,1
US,ND,ND,READING,1,1,Novice,-999.9999,-3.5345,0,-1
US,ND,ND,READING,1,2,Partially Proficient,-3.5345,-2.5795,0,-1
US,ND,ND,READING,1,3,Proficient,-2.5795,-1.0887,0,0
US,ND,ND,READING,1,4,Advanced,-1.0887,999.9999,0,1
US,ND,ND,READING,10,1,Novice,-999.9999,3.011,0,-1
US,ND,ND,READING,10,2,Partially Proficient,3.011,3.9427,0,-1
US,ND,ND,READING,10,3,Proficient,3.9427,5.3404,0,0
US,ND,ND,READING,10,4,Advanced,5.3404,999.9999,0,1
US,ND,ND,READING,11,1,Novice,-999.9999,3.1275,0,-1
US,ND,ND,READING,11,2,Partially Proficient,3.1275,4.0825,0,-1
US,ND,ND,READING,11,3,Proficient,4.0825,5.4801,0,0
US,ND,ND,READING,11,4,Advanced,5.4801,999.9999,0,1
US,ND,ND,READING,12,1,Novice,-999.9999,3.3138,0,-1
US,ND,ND,READING,12,2,Partially Proficient,3.3138,4.2689,0,-1
US,ND,ND,READING,12,3,Proficient,4.2689,5.6665,0,0
US,ND,ND,READING,12,4,Advanced,5.6665,999.9999,0,1
US,ND,ND,READING,2,1,Novice,-999.9999,-1.3682,0,-1
US,ND,ND,READING,2,2,Partially Proficient,-1.3682,-0.3899,0,-1
US,ND,ND,READING,2,3,Proficient,-0.3899,0.9379,0,0
US,ND,ND,READING,2,4,Advanced,0.9379,999.9999,0,1
US,ND,ND,READING,3,1,Novice,-999.9999,-0.0638,1,-1
US,ND,ND,READING,3,2,Partially Proficient,-0.0638,0.868,1,-1
US,ND,ND,READING,3,3,Proficient,0.868,2.056,1,0
US,ND,ND,READING,3,4,Advanced,2.056,999.9999,1,1
US,ND,ND,READING,4,1,Novice,-999.9999,0.6583,1,-1
US,ND,ND,READING,4,2,Partially Proficient,0.6583,1.5435,1,-1
US,ND,ND,READING,4,3,Proficient,1.5435,2.6849,1,0
US,ND,ND,READING,4,4,Advanced,2.6849,999.9999,1,1
US,ND,ND,READING,5,1,Novice,-999.9999,1.264,1,-1
US,ND,ND,READING,5,2,Partially Proficient,1.264,2.1491,1,-1
US,ND,ND,READING,5,3,Proficient,2.1491,3.2672,1,0
US,ND,ND,READING,5,4,Advanced,3.2672,999.9999,1,1
US,ND,ND,READING,6,1,Novice,-999.9999,1.8929,1,-1
US,ND,ND,READING,6,2,Partially Proficient,1.8929,2.6849,1,-1
US,ND,ND,READING,6,3,Proficient,2.6849,3.6399,1,0
US,ND,ND,READING,6,4,Advanced,3.6399,999.9999,1,1
US,ND,ND,READING,7,1,Novice,-999.9999,2.4054,1,-1
US,ND,ND,READING,7,2,Partially Proficient,2.4054,3.0809,1,-1
US,ND,ND,READING,7,3,Proficient,3.0809,4.1524,1,0
US,ND,ND,READING,7,4,Advanced,4.1524,999.9999,1,1
US,ND,ND,READING,8,1,Novice,-999.9999,2.5218,1,-1
US,ND,ND,READING,8,2,Partially Proficient,2.5218,3.4536,1,-1
US,ND,ND,READING,8,3,Proficient,3.4536,4.9211,1,0
US,ND,ND,READING,8,4,Advanced,4.9211,999.9999,1,1
US,ND,ND,READING,9,1,Novice,-999.9999,2.8712,0,-1
US,ND,ND,READING,9,2,Partially Proficient,2.8712,3.7797,0,-1
US,ND,ND,READING,9,3,Proficient,3.7797,5.154,0,0
US,ND,ND,READING,9,4,Advanced,5.154,999.9999,0,1
US,NE,NE,READING,1,1,Developing,-999.999,-2.602841836,0,-1
US,NE,NE,READING,1,2,On Track,-2.602841836,-0.6694619147,0,0
US,NE,NE,READING,1,3,Advanced,-0.6694619147,999.999,0,1
US,NE,NE,READING,10,1,Developing,-999.999,3.267179129,0,-1
US,NE,NE,READING,10,2,On Track,3.267179129,4.897740508,0,0
US,NE,NE,READING,10,3,Advanced,4.897740508,999.999,0,1
US,NE,NE,READING,11,1,Developing,-999.999,3.406941533,0,-1
US,NE,NE,READING,11,2,On Track,3.406941533,5.037502912,0,0
US,NE,NE,READING,11,3,Advanced,5.037502912,999.999,0,1
US,NE,NE,READING,12,1,Developing,-999.999,3.430235267,0,-1
US,NE,NE,READING,12,2,On Track,3.430235267,5.060796646,0,0
US,NE,NE,READING,12,3,Advanced,5.060796646,999.999,0,1
US,NE,NE,READING,2,1,Developing,-999.999,-0.7160493827,0,-1
US,NE,NE,READING,2,2,On Track,-0.7160493827,0.8912182623,0,0
US,NE,NE,READING,2,3,Advanced,0.8912182623,999.999,0,1
US,NE,NE,READING,3,1,Developing,-999.999,0.3787561146,1,-1
US,NE,NE,READING,3,2,On Track,0.3787561146,1.846261356,1,0
US,NE,NE,READING,3,3,Advanced,1.846261356,999.999,1,1
US,NE,NE,READING,4,1,Developing,-999.999,1.28721174,1,-1
US,NE,NE,READING,4,2,On Track,1.28721174,2.591660843,1,0
US,NE,NE,READING,4,3,Advanced,2.591660843,999.999,1,1
US,NE,NE,READING,5,1,Developing,-999.999,1.939436292,1,-1
US,NE,NE,READING,5,2,On Track,1.939436292,3.150710459,1,0
US,NE,NE,READING,5,3,Advanced,3.150710459,999.999,1,1
US,NE,NE,READING,6,1,Developing,-999.999,2.405310971,1,-1
US,NE,NE,READING,6,2,On Track,2.405310971,3.663172607,1,0
US,NE,NE,READING,6,3,Advanced,3.663172607,999.999,1,1
US,NE,NE,READING,7,1,Developing,-999.999,2.894479385,1,-1
US,NE,NE,READING,7,2,On Track,2.894479385,4.315397158,1,0
US,NE,NE,READING,7,3,Advanced,4.315397158,999.999,1,1
US,NE,NE,READING,8,1,Developing,-999.999,2.917773119,1,-1
US,NE,NE,READING,8,2,On Track,2.917773119,4.525040764,1,0
US,NE,NE,READING,8,3,Advanced,4.525040764,999.999,1,1
US,NE,NE,READING,9,1,Developing,-999.999,3.010948055,0,-1
US,NE,NE,READING,9,2,On Track,3.010948055,4.6182157,0,0
US,NE,NE,READING,9,3,Advanced,4.6182157,999.999,0,1
US,NH,NH,READING,1,1,Below Proficient,-999.999,-3.674353599,0,-1
US,NH,NH,READING,1,2,Approaching Proficient,-3.674353599,-2.136967156,0,-1
US,NH,NH,READING,1,3,Proficient,-2.136967156,-0.8791055206,0,0
US,NH,NH,READING,1,4,Above Proficient,-0.8791055206,999.999,0,1
US,NH,NH,READING,10,1,Below Proficient,-999.999,2.638248311,0,-1
US,NH,NH,READING,10,2,Approaching Proficient,2.638248311,3.523410203,0,-1
US,NH,NH,READING,10,3,Proficient,3.523410203,4.96762171,0,0
US,NH,NH,READING,10,4,Above Proficient,4.96762171,999.999,0,1
US,NH,NH,READING,11,1,Below Proficient,-999.999,2.778010715,0,-1
US,NH,NH,READING,11,2,Approaching Proficient,2.778010715,3.663172607,0,-1
US,NH,NH,READING,11,3,Proficient,3.663172607,5.08409038,0,0
US,NH,NH,READING,11,4,Above Proficient,5.08409038,999.999,0,1
US,NH,NH,READING,12,1,Below Proficient,-999.999,2.801304449,0,-1
US,NH,NH,READING,12,2,Approaching Proficient,2.801304449,3.686466341,0,-1
US,NH,NH,READING,12,3,Proficient,3.686466341,5.107384114,0,0
US,NH,NH,READING,12,4,Above Proficient,5.107384114,999.999,0,1
US,NH,NH,READING,2,1,Below Proficient,-999.999,-1.671092476,0,-1
US,NH,NH,READING,2,2,Approaching Proficient,-1.671092476,-0.296762171,0,-1
US,NH,NH,READING,2,3,Proficient,-0.296762171,0.7281621244,0,0
US,NH,NH,READING,2,4,Above Proficient,0.7281621244,999.999,0,1
US,NH,NH,READING,3,1,Below Proficient,-999.999,-0.4831120429,1,-1
US,NH,NH,READING,3,2,Approaching Proficient,-0.4831120429,0.7514558584,1,-1
US,NH,NH,READING,3,3,Proficient,0.7514558584,1.706498952,1,0
US,NH,NH,READING,3,4,Above Proficient,1.706498952,999.999,1,1
US,NH,NH,READING,4,1,Below Proficient,-999.999,0.6582809224,1,-1
US,NH,NH,READING,4,2,Approaching Proficient,0.6582809224,1.473561612,1,-1
US,NH,NH,READING,4,3,Proficient,1.473561612,2.288842301,1,0
US,NH,NH,READING,4,4,Above Proficient,2.288842301,999.999,1,1
US,NH,NH,READING,5,1,Below Proficient,-999.999,1.194036804,1,-1
US,NH,NH,READING,5,2,Approaching Proficient,1.194036804,1.939436292,1,-1
US,NH,NH,READING,5,3,Proficient,1.939436292,3.080829257,1,0
US,NH,NH,READING,5,4,Above Proficient,3.080829257,999.999,1,1
US,NH,NH,READING,6,1,Below Proficient,-999.999,1.310505474,1,-1
US,NH,NH,READING,6,2,Approaching Proficient,1.310505474,2.405310971,1,-1
US,NH,NH,READING,6,3,Proficient,2.405310971,3.663172607,1,0
US,NH,NH,READING,6,4,Above Proficient,3.663172607,999.999,1,1
US,NH,NH,READING,7,1,Below Proficient,-999.999,1.846261356,1,-1
US,NH,NH,READING,7,2,Approaching Proficient,1.846261356,2.754716981,1,-1
US,NH,NH,READING,7,3,Proficient,2.754716981,4.129047286,1,0
US,NH,NH,READING,7,4,Above Proficient,4.129047286,999.999,1,1
US,NH,NH,READING,8,1,Below Proficient,-999.999,2.358723503,1,-1
US,NH,NH,READING,8,2,Approaching Proficient,2.358723503,3.174004193,1,-1
US,NH,NH,READING,8,3,Proficient,3.174004193,4.571628232,1,0
US,NH,NH,READING,8,4,Above Proficient,4.571628232,999.999,1,1
US,NH,NH,READING,9,1,Below Proficient,-999.999,2.382017237,0,-1
US,NH,NH,READING,9,2,Approaching Proficient,2.382017237,3.267179129,0,-1
US,NH,NH,READING,9,3,Proficient,3.267179129,4.688096902,0,0
US,NH,NH,READING,9,4,Above Proficient,4.688096902,999.999,0,1
US,NJ,NJ,READING,1,1,Level 1,-999.999,-4.32657815,0,-1
US,NJ,NJ,READING,1,2,Level 2,-4.32657815,-3.208478919,0,-1
US,NJ,NJ,READING,1,3,Level 3,-3.208478919,-1.997204752,0,-1
US,NJ,NJ,READING,1,4,Level 4,-1.997204752,0.5651059865,0,0
US,NJ,NJ,READING,1,5,Level 5,0.5651059865,999.999,0,1
US,NJ,NJ,READING,10,1,Level 1,-999.999,1.380386676,0,-1
US,NJ,NJ,READING,10,2,Level 2,1.380386676,2.428604705,0,-1
US,NJ,NJ,READING,10,3,Level 3,2.428604705,3.453529001,0,-1
US,NJ,NJ,READING,10,4,Level 4,3.453529001,5.130677848,0,0
US,NJ,NJ,READING,10,5,Level 5,5.130677848,999.999,0,1
US,NJ,NJ,READING,11,1,Level 1,-999.999,1.543442814,0,-1
US,NJ,NJ,READING,11,2,Level 2,1.543442814,2.591660843,0,-1
US,NJ,NJ,READING,11,3,Level 3,2.591660843,3.616585139,0,-1
US,NJ,NJ,READING,11,4,Level 4,3.616585139,5.247146518,0,0
US,NJ,NJ,READING,11,5,Level 5,5.247146518,999.999,0,1
US,NJ,NJ,READING,12,1,Level 1,-999.999,1.566736548,0,-1
US,NJ,NJ,READING,12,2,Level 2,1.566736548,2.614954577,0,-1
US,NJ,NJ,READING,12,3,Level 3,2.614954577,3.639878873,0,-1
US,NJ,NJ,READING,12,4,Level 4,3.639878873,5.270440252,0,0
US,NJ,NJ,READING,12,5,Level 5,5.270440252,999.999,0,1
US,NJ,NJ,READING,2,1,Level 1,-999.999,-2.323317028,0,-1
US,NJ,NJ,READING,2,2,Level 2,-2.323317028,-1.181924062,0,-1
US,NJ,NJ,READING,2,3,Level 3,-1.181924062,-0.1337060331,0,-1
US,NJ,NJ,READING,2,4,Level 4,-0.1337060331,1.916142558,0,0
US,NJ,NJ,READING,2,5,Level 5,1.916142558,999.999,0,1
US,NJ,NJ,READING,3,1,Level 1,-999.999,-1.018867925,1,-1
US,NJ,NJ,READING,3,2,Level 2,-1.018867925,0.006056370836,1,-1
US,NJ,NJ,READING,3,3,Level 3,0.006056370836,0.9843931982,1,-1
US,NJ,NJ,READING,3,4,Level 4,0.9843931982,2.801304449,1,0
US,NJ,NJ,READING,3,5,Level 5,2.801304449,999.999,1,1
US,NJ,NJ,READING,4,1,Level 1,-999.999,-0.8092243187,1,-1
US,NJ,NJ,READING,4,2,Level 2,-0.8092243187,0.3554623806,1,-1
US,NJ,NJ,READING,4,3,Level 3,0.3554623806,1.40368041,1,-1
US,NJ,NJ,READING,4,4,Level 4,1.40368041,2.824598183,1,0
US,NJ,NJ,READING,4,5,Level 5,2.824598183,999.999,1,1
US,NJ,NJ,READING,5,1,Level 1,-999.999,0.02935010482,1,-1
US,NJ,NJ,READING,5,2,Level 2,0.02935010482,1.0542744,1,-1
US,NJ,NJ,READING,5,3,Level 3,1.0542744,1.962730026,1,-1
US,NJ,NJ,READING,5,4,Level 4,1.962730026,3.616585139,1,0
US,NJ,NJ,READING,5,5,Level 5,3.616585139,999.999,1,1
US,NJ,NJ,READING,6,1,Level 1,-999.999,0.3787561146,1,-1
US,NJ,NJ,READING,6,2,Level 2,0.3787561146,1.240624272,1,-1
US,NJ,NJ,READING,6,3,Level 3,1.240624272,2.382017237,1,-1
US,NJ,NJ,READING,6,4,Level 4,2.382017237,3.942697414,1,0
US,NJ,NJ,READING,6,5,Level 5,3.942697414,999.999,1,1
US,NJ,NJ,READING,7,1,Level 1,-999.999,0.7281621244,1,-1
US,NJ,NJ,READING,7,2,Level 2,0.7281621244,1.729792686,1,-1
US,NJ,NJ,READING,7,3,Level 3,1.729792686,2.661542045,1,-1
US,NJ,NJ,READING,7,4,Level 4,2.661542045,4.03587235,1,0
US,NJ,NJ,READING,7,5,Level 5,4.03587235,999.999,1,1
US,NJ,NJ,READING,8,1,Level 1,-999.999,1.17074307,1,-1
US,NJ,NJ,READING,8,2,Level 2,1.17074307,2.172373631,1,-1
US,NJ,NJ,READING,8,3,Level 3,2.172373631,3.104122991,1,-1
US,NJ,NJ,READING,8,4,Level 4,3.104122991,4.548334498,1,0
US,NJ,NJ,READING,8,5,Level 5,4.548334498,999.999,1,1
US,NJ,NJ,READING,9,1,Level 1,-999.999,1.194036804,1,-1
US,NJ,NJ,READING,9,2,Level 2,1.194036804,2.195667365,1,-1
US,NJ,NJ,READING,9,3,Level 3,2.195667365,3.220591661,1,-1
US,NJ,NJ,READING,9,4,Level 4,3.220591661,4.85115304,1,0
US,NJ,NJ,READING,9,5,Level 5,4.85115304,999.999,1,1
US,NM,NM,READING,1,1,Below Proficient,-999.9999,-2.9522,0,-1
US,NM,NM,READING,1,2,Proficient and Above,-2.9522,999.9999,0,0
US,NM,NM,READING,10,1,Below Proficient,-999.9999,3.7331,0,-1
US,NM,NM,READING,10,2,Proficient and Above,3.7331,999.9999,0,0
US,NM,NM,READING,11,1,Below Proficient,-999.9999,3.8496,0,-1
US,NM,NM,READING,11,2,Proficient and Above,3.8496,999.9999,0,0
US,NM,NM,READING,12,1,Below Proficient,-999.9999,4.0359,0,-1
US,NM,NM,READING,12,2,Proficient and Above,4.0359,999.9999,0,0
US,NM,NM,READING,2,1,Below Proficient,-999.9999,-0.7393,0,-1
US,NM,NM,READING,2,2,Proficient and Above,-0.7393,999.9999,0,0
US,NM,NM,READING,3,1,Below Proficient,-999.9999,0.472,1,-1
US,NM,NM,READING,3,2,Proficient and Above,0.472,999.9999,1,0
US,NM,NM,READING,4,1,Below Proficient,-999.9999,1.1941,1,-1
US,NM,NM,READING,4,2,Proficient and Above,1.1941,999.9999,1,0
US,NM,NM,READING,5,1,Below Proficient,-999.9999,1.7531,1,-1
US,NM,NM,READING,5,2,Proficient and Above,1.7531,999.9999,1,0
US,NM,NM,READING,6,1,Below Proficient,-999.9999,2.4287,1,-1
US,NM,NM,READING,6,2,Proficient and Above,2.4287,999.9999,1,0
US,NM,NM,READING,7,1,Below Proficient,-999.9999,2.8014,1,-1
US,NM,NM,READING,7,2,Proficient and Above,2.8014,999.9999,1,0
US,NM,NM,READING,8,1,Below Proficient,-999.9999,3.2206,1,-1
US,NM,NM,READING,8,2,Proficient and Above,3.2206,999.9999,1,0
US,NM,NM,READING,9,1,Below Proficient,-999.9999,3.57,0,-1
US,NM,NM,READING,9,2,Proficient and Above,3.57,999.9999,0,0
US,NV,NV,READING,1,1,Level 1,-999.999,-3.4325,0,-1
US,NV,NV,READING,1,2,Level 2,-3.4325,-2.3095,0,-1
US,NV,NV,READING,1,3,Level 3,-2.3095,-1.307,0,0
US,NV,NV,READING,1,4,Level 4,-1.307,999.999,0,1
US,NV,NV,READING,10,1,Level 1,-999.9999,2.0792,0,-1
US,NV,NV,READING,10,2,Level 2,2.0792,3.407,0,-1
US,NV,NV,READING,10,3,Level 3,3.407,4.8745,0,0
US,NV,NV,READING,10,4,Level 4,4.8745,999.9999,0,1
US,NV,NV,READING,11,1,Level 1,-999.999,2.2656,1,-1
US,NV,NV,READING,11,2,Level 2,2.2656,3.5933,1,-1
US,NV,NV,READING,11,3,Level 3,3.5933,4.9444,1,0
US,NV,NV,READING,11,4,Level 4,4.9444,999.9999,1,1
US,NV,NV,READING,12,1,Level 1,-999.9999,2.2889,0,-1
US,NV,NV,READING,12,2,Level 2,2.2889,3.7331,0,-1
US,NV,NV,READING,12,3,Level 3,3.7331,5.1074,0,0
US,NV,NV,READING,12,4,Level 4,5.1074,999.9999,0,1
US,NV,NV,READING,2,1,Level 1,-999.999,-1.499,0,-1
US,NV,NV,READING,2,2,Level 2,-1.499,-0.3105,0,-1
US,NV,NV,READING,2,3,Level 3,-0.3105,0.6355,0,0
US,NV,NV,READING,2,4,Level 4,0.6355,999.999,0,1
US,NV,NV,READING,3,1,Level 1,-999.999,-0.362,1,-1
US,NV,NV,READING,3,2,Level 2,-0.362,0.816,1,-1
US,NV,NV,READING,3,3,Level 3,0.816,1.731,1,0
US,NV,NV,READING,3,4,Level 4,1.731,999.999,1,1
US,NV,NV,READING,4,1,Level 1,-999.999,0.628,1,-1
US,NV,NV,READING,4,2,Level 2,0.628,1.4965,1,-1
US,NV,NV,READING,4,3,Level 3,1.4965,2.3875,1,0
US,NV,NV,READING,4,4,Level 4,2.3875,999.999,1,1
US,NV,NV,READING,5,1,Level 1,-999.999,1.1095,1,-1
US,NV,NV,READING,5,2,Level 2,1.1095,1.999,1,-1
US,NV,NV,READING,5,3,Level 3,1.999,3.23,1,0
US,NV,NV,READING,5,4,Level 4,3.23,999.999,1,1
US,NV,NV,READING,6,1,Level 1,-999.999,1.245,1,-1
US,NV,NV,READING,6,2,Level 2,1.245,2.5595,1,-1
US,NV,NV,READING,6,3,Level 3,2.5595,3.99,1,0
US,NV,NV,READING,6,4,Level 4,3.99,999.999,1,1
US,NV,NV,READING,7,1,Level 1,-999.999,1.8405,1,-1
US,NV,NV,READING,7,2,Level 2,1.8405,2.885,1,-1
US,NV,NV,READING,7,3,Level 3,2.885,4.4395,1,0
US,NV,NV,READING,7,4,Level 4,4.4395,999.999,1,1
US,NV,NV,READING,8,1,Level 1,-999.999,1.937,1,-1
US,NV,NV,READING,8,2,Level 2,1.937,3.2605,1,-1
US,NV,NV,READING,8,3,Level 3,3.2605,4.828,1,0
US,NV,NV,READING,8,4,Level 4,4.828,999.999,1,1
US,NV,NV,READING,9,1,Level 1,-999.9999,1.9628,0,-1
US,NV,NV,READING,9,2,Level 2,1.9628,3.2672,0,-1
US,NV,NV,READING,9,3,Level 3,3.2672,4.8512,0,0
US,NV,NV,READING,9,4,Level 4,4.8512,999.9999,0,1
US,NY,NY,READING,1,1,Level 1,-999.999,-3.720941067,0,-1
US,NY,NY,READING,1,2,Level 2,-3.720941067,-2.27672956,0,-1
US,NY,NY,READING,1,3,Level 3,-2.27672956,-0.3666433729,0,0
US,NY,NY,READING,1,4,Level 4,-0.3666433729,999.999,0,1
US,NY,NY,READING,10,1,Level 1,-999.999,2.428604705,0,-1
US,NY,NY,READING,10,2,Level 2,2.428604705,3.756347543,0,-1
US,NY,NY,READING,10,3,Level 3,3.756347543,5.060796646,0,0
US,NY,NY,READING,10,4,Level 4,5.060796646,999.999,0,1
US,NY,NY,READING,11,1,Level 1,-999.999,2.591660843,0,-1
US,NY,NY,READING,11,2,Level 2,2.591660843,3.896109946,0,-1
US,NY,NY,READING,11,3,Level 3,3.896109946,5.20055905,0,0
US,NY,NY,READING,11,4,Level 4,5.20055905,999.999,0,1
