YEAR,GRADE,CONTENT_AREA,SCALE_SCORE,SCALE_SCORE_CSEM
2010_2011,8,MATHEMATICS, 853  , 2.20  
2010_2011,8,MATHEMATICS, 854  , 2.30  
2010_2011,8,MATHEMATICS, 855  , 2.30  
2010_2011,8,MATHEMATICS, 855  , 2.40  
2010_2011,8,MATHEMATICS, 856  , 2.40  
2010_2011,8,MATHEMATICS, 857  , 2.50  
2010_2011,8,MATHEMATICS, 858  , 2.60  
2010_2011,8,MATHEMATICS, 859  , 2.70  
2010_2011,8,MATHEMATICS, 860  , 2.80  
2010_2011,8,MATHEMATICS, 861  , 3.00  
2010_2011,8,MATHEMATICS, 862  , 3.10  
2010_2011,8,MATHEMATICS, 864  , 3.30  
2010_2011,8,MATHEMATICS, 865  , 3.60  
2010_2011,8,MATHEMATICS, 867  , 3.90  
2010_2011,8,MATHEMATICS, 869  , 4.40  
2010_2011,8,MATHEMATICS, 872  , 5.40  
2010_2011,8,MATHEMATICS, 878  , 7.70  
2010_2011,8,MATHEMATICS, 880  , 9.50  
2010_2011,11,MATHEMATICS, 1100  , 10.00  
2010_2011,11,MATHEMATICS, 1100  , 10.00  
2010_2011,11,MATHEMATICS, 1100  , 10.00  
2010_2011,11,MATHEMATICS, 1100  , 10.00  
2010_2011,11,MATHEMATICS, 1100  , 10.00  
2010_2011,11,MATHEMATICS, 1100  , 10.00  
2010_2011,11,MATHEMATICS, 1112  , 9.20  
2010_2011,11,MATHEMATICS, 1118  , 6.20  
2010_2011,11,MATHEMATICS, 1121  , 4.80  
2010_2011,11,MATHEMATICS, 1124  , 4.00  
2010_2011,11,MATHEMATICS, 1125  , 3.50  
2010_2011,11,MATHEMATICS, 1127  , 3.10  
2010_2011,11,MATHEMATICS, 1128  , 2.90  
2010_2011,11,MATHEMATICS, 1129  , 2.70  
2010_2011,11,MATHEMATICS, 1130  , 2.50  
2010_2011,11,MATHEMATICS, 1131  , 2.40  
2010_2011,11,MATHEMATICS, 1132  , 2.30  
2010_2011,11,MATHEMATICS, 1133  , 2.20  
2010_2011,11,MATHEMATICS, 1133  , 2.10  
2010_2011,11,MATHEMATICS, 1134  , 2.10  
2010_2011,11,MATHEMATICS, 1135  , 2.00  
2010_2011,11,MATHEMATICS, 1135  , 2.00  
2010_2011,11,MATHEMATICS, 1136  , 1.90  
2010_2011,11,MATHEMATICS, 1136  , 1.90  
2010_2011,11,MATHEMATICS, 1137  , 1.90  
2010_2011,11,MATHEMATICS, 1137  , 1.80  
2010_2011,11,MATHEMATICS, 1138  , 1.80  
2010_2011,11,MATHEMATICS, 1138  , 1.80  
2010_2011,11,MATHEMATICS, 1139  , 1.70  
2010_2011,11,MATHEMATICS, 1139  , 1.70  
2010_2011,11,MATHEMATICS, 1139  , 1.70  
2010_2011,11,MATHEMATICS, 1140  , 1.70  
2010_2011,11,MATHEMATICS, 1141  , 1.70  
2010_2011,11,MATHEMATICS, 1141  , 1.70  
2010_2011,11,MATHEMATICS, 1142  , 1.70  
2010_2011,11,MATHEMATICS, 1142  , 1.60  
2010_2011,11,MATHEMATICS, 1142  , 1.60  
2010_2011,11,MATHEMATICS, 1143  , 1.60  
2010_2011,11,MATHEMATICS, 1143  , 1.60  
2010_2011,11,MATHEMATICS, 1144  , 1.60  
2010_2011,11,MATHEMATICS, 1144  , 1.60  
2010_2011,11,MATHEMATICS, 1145  , 1.60  
2010_2011,11,MATHEMATICS, 1145  , 1.60  
2010_2011,11,MATHEMATICS, 1146  , 1.70  
2010_2011,11,MATHEMATICS, 1146  , 1.70  
2010_2011,11,MATHEMATICS, 1147  , 1.70  
2010_2011,11,MATHEMATICS, 1147  , 1.70  
2010_2011,11,MATHEMATICS, 1148  , 1.70  
2010_2011,11,MATHEMATICS, 1148  , 1.70  
2010_2011,11,MATHEMATICS, 1149  , 1.80  
2010_2011,11,MATHEMATICS, 1149  , 1.80  
2010_2011,11,MATHEMATICS, 1150  , 1.90  
2010_2011,11,MATHEMATICS, 1150  , 1.90  
2010_2011,11,MATHEMATICS, 1151  , 2.00  
2010_2011,11,MATHEMATICS, 1151  , 2.10  
2010_2011,11,MATHEMATICS, 1153  , 2.20  
2010_2011,11,MATHEMATICS, 1153  , 2.30  
2010_2011,11,MATHEMATICS, 1154  , 2.50  
2010_2011,11,MATHEMATICS, 1155  , 2.70  
2010_2011,11,MATHEMATICS, 1157  , 2.90  
2010_2011,11,MATHEMATICS, 1158  , 3.30  
2010_2011,11,MATHEMATICS, 1160  , 3.80  
2010_2011,11,MATHEMATICS, 1163  , 4.60  
2010_2011,11,MATHEMATICS, 1168  , 6.60  
2010_2011,11,MATHEMATICS, 1180  , 7.60  
2010_2011,3,READING, 300  , 10.00  
2010_2011,3,READING, 300  , 10.00  
2010_2011,3,READING, 300  , 10.00  
2010_2011,3,READING, 300  , 10.00  
2010_2011,3,READING, 300  , 10.00  
2010_2011,3,READING, 300  , 10.00  
2010_2011,3,READING, 302  , 9.60  
2010_2011,3,READING, 307  , 7.90  
2010_2011,3,READING, 311  , 6.80  
2010_2011,3,READING, 314  , 6.00  
2010_2011,3,READING, 317  , 5.40  
2010_2011,3,READING, 319  , 4.90  
2010_2011,3,READING, 321  , 4.40  
2010_2011,3,READING, 323  , 4.10  
2010_2011,3,READING, 324  , 3.80  
2010_2011,3,READING, 325  , 3.60  
2010_2011,3,READING, 327  , 3.50  
2010_2011,3,READING, 328  , 3.30  
2010_2011,3,READING, 329  , 3.20  
2010_2011,3,READING, 330  , 3.10  
2010_2011,3,READING, 331  , 3.10  
2010_2011,3,READING, 332  , 3.00  
2010_2011,3,READING, 333  , 3.00  
2010_2011,3,READING, 334  , 2.90  
2010_2011,3,READING, 335  , 2.90  
2010_2011,3,READING, 336  , 2.90  
2010_2011,3,READING, 337  , 2.90  
2010_2011,3,READING, 338  , 2.90  
2010_2011,3,READING, 339  , 2.90  
2010_2011,3,READING, 340  , 2.90  
2010_2011,3,READING, 341  , 2.90  
2010_2011,3,READING, 342  , 3.00  
2010_2011,3,READING, 343  , 3.00  
2010_2011,3,READING, 345  , 3.10  
2010_2011,3,READING, 346  , 3.20  
2010_2011,3,READING, 347  , 3.30  
2010_2011,3,READING, 348  , 3.50  
2010_2011,3,READING, 350  , 3.70  
2010_2011,3,READING, 351  , 3.90  
2010_2011,3,READING, 353  , 4.10  
2010_2011,3,READING, 355  , 4.40  
2010_2011,3,READING, 356  , 4.60  
2010_2011,3,READING, 359  , 4.90  
2010_2011,3,READING, 362  , 5.20  
2010_2011,3,READING, 364  , 5.40  
2010_2011,3,READING, 367  , 5.70  
2010_2011,3,READING, 370  , 6.00  
2010_2011,3,READING, 373  , 6.30  
2010_2011,3,READING, 377  , 6.70  
2010_2011,3,READING, 380  , 7.60  
2010_2011,3,READING, 380  , 9.30  
2010_2011,3,READING, 380  , 10.00  
2010_2011,3,READING, 380  , 10.00  
2010_2011,4,READING, 400  , 10.00  
2010_2011,4,READING, 400  , 10.00  
2010_2011,4,READING, 400  , 10.00  
2010_2011,4,READING, 400  , 10.00  
2010_2011,4,READING, 400  , 10.00  
2010_2011,4,READING, 400  , 10.00  
2010_2011,4,READING, 400  , 10.00  
2010_2011,4,READING, 400  , 10.00  
2010_2011,4,READING, 400  , 10.00  
2010_2011,4,READING, 401  , 9.40  
2010_2011,4,READING, 406  , 8.30  
2010_2011,4,READING, 410  , 7.40  
2010_2011,4,READING, 413  , 6.80  
2010_2011,4,READING, 416  , 6.20  
2010_2011,4,READING, 418  , 5.70  
2010_2011,4,READING, 420  , 5.30  
2010_2011,4,READING, 422  , 4.90  
2010_2011,4,READING, 423  , 4.60  
2010_2011,4,READING, 425  , 4.40  
2010_2011,4,READING, 426  , 4.20  
2010_2011,4,READING, 428  , 4.00  
2010_2011,4,READING, 429  , 3.80  
2010_2011,4,READING, 430  , 3.70  
2010_2011,4,READING, 431  , 3.60  
2010_2011,4,READING, 432  , 3.50  
2010_2011,4,READING, 434  , 3.40  
2010_2011,4,READING, 435  , 3.30  
2010_2011,4,READING, 436  , 3.30  
2010_2011,4,READING, 437  , 3.20  
2010_2011,4,READING, 438  , 3.20  
2010_2011,4,READING, 439  , 3.20  
2010_2011,4,READING, 439  , 3.20  
2010_2011,4,READING, 441  , 3.30  
2010_2011,4,READING, 442  , 3.30  
2010_2011,4,READING, 443  , 3.40  
2010_2011,4,READING, 444  , 3.40  
2010_2011,4,READING, 446  , 3.50  
2010_2011,4,READING, 447  , 3.70  
2010_2011,4,READING, 448  , 3.80  
2010_2011,4,READING, 450  , 4.00  
2010_2011,4,READING, 452  , 4.20  
2010_2011,4,READING, 453  , 4.50  
2010_2011,4,READING, 455  , 4.80  
2010_2011,4,READING, 458  , 5.20  
2010_2011,4,READING, 460  , 5.70  
2010_2011,4,READING, 463  , 6.30  
2010_2011,4,READING, 467  , 7.10  
2010_2011,4,READING, 471  , 8.00  
2010_2011,4,READING, 476  , 9.00  
2010_2011,4,READING, 480  , 9.80  
2010_2011,4,READING, 480  , 10.00  
2010_2011,4,READING, 480  , 10.00  
2010_2011,4,READING, 480  , 10.00  
2010_2011,5,READING, 500  , 10.00  
2010_2011,5,READING, 500  , 10.00  
2010_2011,5,READING, 500  , 10.00  
2010_2011,5,READING, 500  , 10.00  
2010_2011,5,READING, 500  , 9.80  
2010_2011,5,READING, 506  , 7.30  
2010_2011,5,READING, 510  , 6.10  
2010_2011,5,READING, 513  , 5.30  
2010_2011,5,READING, 515  , 4.80  
2010_2011,5,READING, 517  , 4.50  
2010_2011,5,READING, 519  , 4.20  
2010_2011,5,READING, 521  , 4.00  
2010_2011,5,READING, 523  , 3.90  
2010_2011,5,READING, 524  , 3.70  
2010_2011,5,READING, 525  , 3.60  
2010_2011,5,READING, 527  , 3.60  
2010_2011,5,READING, 528  , 3.50  
2010_2011,5,READING, 529  , 3.40  
2010_2011,5,READING, 530  , 3.40  
2010_2011,5,READING, 532  , 3.30  
2010_2011,5,READING, 533  , 3.30  
2010_2011,5,READING, 534  , 3.30  
2010_2011,5,READING, 535  , 3.30  
2010_2011,5,READING, 536  , 3.20  
2010_2011,5,READING, 537  , 3.20  
2010_2011,5,READING, 538  , 3.20  
2010_2011,5,READING, 539  , 3.20  
2010_2011,5,READING, 540  , 3.20  
2010_2011,5,READING, 541  , 3.30  
2010_2011,5,READING, 543  , 3.30  
2010_2011,5,READING, 544  , 3.30  
2010_2011,5,READING, 545  , 3.40  
2010_2011,5,READING, 546  , 3.40  
2010_2011,5,READING, 548  , 3.50  
2010_2011,5,READING, 549  , 3.60  
2010_2011,5,READING, 550  , 3.70  
2010_2011,5,READING, 552  , 3.80  
2010_2011,5,READING, 553  , 3.90  
2010_2011,5,READING, 555  , 4.00  
2010_2011,5,READING, 557  , 4.10  
2010_2011,5,READING, 559  , 4.20  
2010_2011,5,READING, 560  , 4.40  
2010_2011,5,READING, 562  , 4.50  
2010_2011,5,READING, 564  , 4.60  
2010_2011,5,READING, 567  , 4.70  
2010_2011,5,READING, 569  , 4.80  
2010_2011,5,READING, 571  , 4.90  
2010_2011,5,READING, 574  , 5.10  
2010_2011,5,READING, 577  , 5.30  
2010_2011,5,READING, 580  , 5.70  
2010_2011,5,READING, 580  , 6.70  
2010_2011,5,READING, 580  , 8.30  
2010_2011,5,READING, 580  , 8.30  
2010_2011,6,READING, 600  , 10.00  
2010_2011,6,READING, 600  , 10.00  
2010_2011,6,READING, 600  , 10.00  
2010_2011,6,READING, 600  , 10.00  
2010_2011,6,READING, 600  , 10.00  
2010_2011,6,READING, 607  , 7.80  
2010_2011,6,READING, 611  , 6.20  
2010_2011,6,READING, 614  , 5.30  
2010_2011,6,READING, 616  , 4.80  
2010_2011,6,READING, 619  , 4.40  
2010_2011,6,READING, 620  , 4.10  
2010_2011,6,READING, 622  , 3.90  
2010_2011,6,READING, 623  , 3.70  
2010_2011,6,READING, 625  , 3.60  
2010_2011,6,READING, 626  , 3.50  
2010_2011,6,READING, 627  , 3.40  
2010_2011,6,READING, 628  , 3.30  
2010_2011,6,READING, 630  , 3.20  
2010_2011,6,READING, 631  , 3.10  
2010_2011,6,READING, 632  , 3.10  
2010_2011,6,READING, 633  , 3.10  
2010_2011,6,READING, 634  , 3.00  
2010_2011,6,READING, 635  , 3.00  
2010_2011,6,READING, 636  , 3.00  
2010_2011,6,READING, 637  , 3.00  
2010_2011,6,READING, 638  , 3.00  
2010_2011,6,READING, 639  , 3.00  
2010_2011,6,READING, 640  , 3.00  
2010_2011,6,READING, 641  , 3.10  
2010_2011,6,READING, 642  , 3.10  
2010_2011,6,READING, 643  , 3.20  
2010_2011,6,READING, 644  , 3.20  
2010_2011,6,READING, 646  , 3.30  
2010_2011,6,READING, 647  , 3.40  
2010_2011,6,READING, 648  , 3.40  
2010_2011,6,READING, 650  , 3.50  
2010_2011,6,READING, 651  , 3.60  
2010_2011,6,READING, 652  , 3.80  
2010_2011,6,READING, 654  , 3.90  
2010_2011,6,READING, 656  , 4.00  
2010_2011,6,READING, 658  , 4.10  
2010_2011,6,READING, 659  , 4.20  
2010_2011,6,READING, 661  , 4.40  
2010_2011,6,READING, 664  , 4.50  
2010_2011,6,READING, 666  , 4.70  
2010_2011,6,READING, 668  , 4.80  
2010_2011,6,READING, 671  , 5.00  
2010_2011,6,READING, 674  , 5.10  
2010_2011,6,READING, 677  , 5.30  
2010_2011,6,READING, 680  , 5.60  
2010_2011,6,READING, 680  , 6.30  
2010_2011,6,READING, 680  , 8.30  
2010_2011,6,READING, 680  , 8.90  
2010_2011,7,READING, 700  , 10.00  
2010_2011,7,READING, 700  , 10.00  
2010_2011,7,READING, 700  , 10.00  
2010_2011,7,READING, 700  , 10.00  
2010_2011,7,READING, 700  , 10.00  
2010_2011,7,READING, 703  , 8.10  
2010_2011,7,READING, 707  , 6.60  
2010_2011,7,READING, 711  , 5.70  
2010_2011,7,READING, 713  , 5.10  
2010_2011,7,READING, 715  , 4.70  
2010_2011,7,READING, 717  , 4.40  
2010_2011,7,READING, 719  , 4.20  
2010_2011,7,READING, 721  , 4.10  
2010_2011,7,READING, 722  , 3.90  
2010_2011,7,READING, 724  , 3.80  
2010_2011,7,READING, 725  , 3.80  
2010_2011,7,READING, 727  , 3.70  
2010_2011,7,READING, 728  , 3.70  
2010_2011,7,READING, 729  , 3.60  
2010_2011,7,READING, 731  , 3.60  
2010_2011,7,READING, 732  , 3.60  
2010_2011,7,READING, 733  , 3.60  
2010_2011,7,READING, 734  , 3.60  
2010_2011,7,READING, 736  , 3.60  
2010_2011,7,READING, 737  , 3.60  
2010_2011,7,READING, 738  , 3.60  
2010_2011,7,READING, 739  , 3.60  
2010_2011,7,READING, 741  , 3.60  
2010_2011,7,READING, 742  , 3.60  
2010_2011,7,READING, 743  , 3.60  
2010_2011,7,READING, 745  , 3.70  
2010_2011,7,READING, 746  , 3.70  
2010_2011,7,READING, 747  , 3.80  
2010_2011,7,READING, 749  , 3.80  
2010_2011,7,READING, 750  , 3.90  
2010_2011,7,READING, 752  , 3.90  
2010_2011,7,READING, 753  , 3.90  
2010_2011,7,READING, 755  , 4.00  
2010_2011,7,READING, 756  , 4.00  
2010_2011,7,READING, 758  , 4.10  
2010_2011,7,READING, 759  , 4.10  
2010_2011,7,READING, 761  , 4.20  
2010_2011,7,READING, 763  , 4.20  
2010_2011,7,READING, 765  , 4.30  
2010_2011,7,READING, 767  , 4.40  
2010_2011,7,READING, 769  , 4.40  
2010_2011,7,READING, 771  , 4.50  
2010_2011,7,READING, 774  , 4.70  
2010_2011,7,READING, 777  , 5.00  
2010_2011,7,READING, 780  , 5.60  
2010_2011,7,READING, 780  , 6.80  
2010_2011,7,READING, 780  , 10.00  
2010_2011,7,READING, 780  , 10.00  
2010_2011,8,READING, 800  , 10.00  
2010_2011,8,READING, 800  , 10.00  
2010_2011,8,READING, 800  , 10.00  
2010_2011,8,READING, 800  , 10.00  
2010_2011,8,READING, 800  , 9.50  
2010_2011,8,READING, 802  , 7.90  
2010_2011,8,READING, 806  , 6.60  
2010_2011,8,READING, 809  , 5.90  
2010_2011,8,READING, 812  , 5.30  
2010_2011,8,READING, 814  , 4.90  
2010_2011,8,READING, 817  , 4.60  
2010_2011,8,READING, 818  , 4.40  
2010_2011,8,READING, 820  , 4.20  
2010_2011,8,READING, 822  , 4.10  
2010_2011,8,READING, 823  , 4.00  
2010_2011,8,READING, 825  , 3.90  
2010_2011,8,READING, 826  , 3.80  
2010_2011,8,READING, 827  , 3.80  
2010_2011,8,READING, 829  , 3.70  
2010_2011,8,READING, 830  , 3.70  
2010_2011,8,READING, 831  , 3.70  
2010_2011,8,READING, 833  , 3.60  
2010_2011,8,READING, 834  , 3.60  
2010_2011,8,READING, 835  , 3.60  
2010_2011,8,READING, 836  , 3.60  
2010_2011,8,READING, 837  , 3.60  
2010_2011,8,READING, 839  , 3.60  
2010_2011,8,READING, 839  , 3.60  
2010_2011,8,READING, 841  , 3.60  
2010_2011,8,READING, 842  , 3.60  
2010_2011,8,READING, 844  , 3.60  
2010_2011,8,READING, 845  , 3.70  
2010_2011,8,READING, 846  , 3.70  
2010_2011,8,READING, 848  , 3.80  
2010_2011,8,READING, 849  , 3.90  
2010_2011,8,READING, 851  , 4.00  
2010_2011,8,READING, 852  , 4.10  
2010_2011,8,READING, 854  , 4.10  
2010_2011,8,READING, 856  , 4.20  
2010_2011,8,READING, 857  , 4.30  
2010_2011,8,READING, 859  , 4.40  
2010_2011,8,READING, 861  , 4.40  
2010_2011,8,READING, 863  , 4.50  
2010_2011,8,READING, 865  , 4.60  
2010_2011,8,READING, 867  , 4.70  
2010_2011,8,READING, 870  , 4.90  
2010_2011,8,READING, 872  , 5.00  
2010_2011,8,READING, 875  , 5.10  
2010_2011,8,READING, 878  , 5.30  
2010_2011,8,READING, 880  , 5.70  
2010_2011,8,READING, 880  , 6.60  
2010_2011,8,READING, 880  , 9.10  
2010_2011,8,READING, 880  , 9.10  
2010_2011,11,READING, 1100  , 10.00  
2010_2011,11,READING, 1100  , 10.00  
2010_2011,11,READING, 1100  , 10.00  
2010_2011,11,READING, 1100  , 10.00  
2010_2011,11,READING, 1100  , 10.00  
2010_2011,11,READING, 1103  , 8.40  
2010_2011,11,READING, 1108  , 6.50  
2010_2011,11,READING, 1111  , 5.40  
2010_2011,11,READING, 1114  , 4.80  
2010_2011,11,READING, 1116  , 4.40  
2010_2011,11,READING, 1118  , 4.10  
2010_2011,11,READING, 1120  , 3.90  
2010_2011,11,READING, 1121  , 3.70  
2010_2011,11,READING, 1123  , 3.60  
2010_2011,11,READING, 1124  , 3.50  
2010_2011,11,READING, 1125  , 3.50  
2010_2011,11,READING, 1127  , 3.50  
2010_2011,11,READING, 1128  , 3.40  
2010_2011,11,READING, 1129  , 3.40  
2010_2011,11,READING, 1130  , 3.40  
2010_2011,11,READING, 1132  , 3.40  
2010_2011,11,READING, 1133  , 3.40  
2010_2011,11,READING, 1134  , 3.40  
2010_2011,11,READING, 1135  , 3.40  
2010_2011,11,READING, 1136  , 3.40  
2010_2011,11,READING, 1138  , 3.40  
2010_2011,11,READING, 1139  , 3.40  
2010_2011,11,READING, 1140  , 3.40  
2010_2011,11,READING, 1141  , 3.40  
2010_2011,11,READING, 1143  , 3.50  
2010_2011,11,READING, 1144  , 3.50  
2010_2011,11,READING, 1145  , 3.60  
2010_2011,11,READING, 1147  , 3.60  
2010_2011,11,READING, 1148  , 3.60  
2010_2011,11,READING, 1149  , 3.60  
2010_2011,11,READING, 1151  , 3.60  
2010_2011,11,READING, 1152  , 3.70  
2010_2011,11,READING, 1153  , 3.70  
2010_2011,11,READING, 1155  , 3.70  
2010_2011,11,READING, 1157  , 3.70  
2010_2011,11,READING, 1158  , 3.80  
2010_2011,11,READING, 1160  , 3.80  
2010_2011,11,READING, 1162  , 3.90  
2010_2011,11,READING, 1163  , 3.90  
2010_2011,11,READING, 1165  , 4.00  
2010_2011,11,READING, 1167  , 4.00  
2010_2011,11,READING, 1169  , 4.10  
2010_2011,11,READING, 1171  , 4.30  
2010_2011,11,READING, 1174  , 4.60  
2010_2011,11,READING, 1177  , 5.20  
2010_2011,11,READING, 1180  , 6.40  
2010_2011,11,READING, 1180  , 9.30  
2010_2011,11,READING, 1180  , 9.30  
