GRADE,CONTENT_AREA,SCALE_SCORE,SCALE_SCORE_CSEM,
8,MATHEMATICS,757,10
8,MATHEMATICS,760,10
8,MATHEMATICS,763,10
8,MATHEMATICS,766,10
8,MATHEMATICS,769,10
8,MATHEMATICS,772,9
8,MATHEMATICS,774,9
8,MATHEMATICS,777,9
8,MATHEMATICS,780,9
8,MATHEMATICS,782,9
8,MATHEMATICS,785,9
8,MATHEMATICS,788,9
8,MATHEMATICS,790,9
8,MATHEMATICS,793,9
8,MATHEMATICS,795,9
8,MATHEMATICS,800,9
8,MATHEMATICS,801,9
8,MATHEMATICS,803,9
8,MATHEMATICS,806,9
8,MATHEMATICS,808,9
8,MATHEMATICS,811,9
8,MATHEMATICS,814,9
8,MATHEMATICS,816,9
8,MATHEMATICS,819,9
8,MATHEMATICS,822,9
8,MATHEMATICS,825,10
8,MATHEMATICS,828,10
8,MATHEMATICS,831,10
8,MATHEMATICS,834,10
8,MATHEMATICS,837,10
8,MATHEMATICS,840,10
8,MATHEMATICS,844,11
8,MATHEMATICS,850,11
8,MATHEMATICS,851,11
8,MATHEMATICS,855,12
8,MATHEMATICS,860,12
8,MATHEMATICS,865,13
8,MATHEMATICS,870,13
8,MATHEMATICS,876,14
8,MATHEMATICS,883,15
8,MATHEMATICS,891,17
8,MATHEMATICS,901,19
8,MATHEMATICS,915,23
8,MATHEMATICS,938,32
8,MATHEMATICS,990,71
3,READING,650,67
3,READING,700,26
3,READING,719,19
3,READING,731,16
3,READING,740,14
3,READING,747,13
3,READING,753,12
3,READING,758,11
3,READING,763,11
3,READING,767,10
3,READING,771,10
3,READING,775,10
3,READING,779,9
3,READING,782,9
3,READING,786,9
3,READING,789,9
3,READING,792,9
3,READING,795,9
3,READING,800,9
3,READING,801,9
3,READING,804,9
3,READING,807,9
3,READING,810,9
3,READING,813,9
3,READING,816,9
3,READING,819,9
3,READING,822,9
3,READING,826,9
3,READING,829,9
3,READING,832,10
3,READING,836,10
3,READING,840,10
3,READING,844,11
3,READING,850,11
3,READING,854,12
3,READING,860,13
3,READING,866,14
3,READING,875,16
3,READING,886,19
3,READING,905,26
3,READING,920,34
4,READING,650,68
4,READING,702,24
4,READING,719,18
4,READING,730,15
4,READING,739,13
4,READING,745,12
4,READING,751,11
4,READING,756,10
4,READING,760,10
4,READING,764,10
4,READING,768,9
4,READING,771,9
4,READING,775,9
4,READING,778,9
4,READING,781,8
4,READING,784,8
4,READING,787,8
4,READING,790,8
4,READING,792,8
4,READING,795,8
4,READING,800,8
4,READING,801,8
4,READING,803,8
4,READING,806,8
4,READING,809,8
4,READING,812,8
4,READING,815,8
4,READING,818,8
4,READING,821,9
4,READING,824,9
4,READING,828,9
4,READING,831,9
4,READING,835,10
4,READING,840,10
4,READING,844,11
4,READING,850,12
4,READING,856,13
4,READING,864,14
4,READING,874,17
4,READING,892,24
4,READING,920,43
5,READING,650,84
5,READING,711,24
5,READING,728,17
5,READING,738,14
5,READING,746,13
5,READING,753,12
5,READING,758,11
5,READING,763,10
5,READING,767,10
5,READING,771,9
5,READING,774,9
5,READING,778,9
5,READING,781,9
5,READING,784,8
5,READING,787,8
5,READING,790,8
5,READING,793,8
5,READING,796,8
5,READING,800,8
5,READING,801,8
5,READING,804,8
5,READING,807,8
5,READING,809,8
5,READING,812,8
5,READING,815,8
5,READING,818,8
5,READING,821,8
5,READING,824,8
5,READING,827,9
5,READING,830,9
5,READING,834,9
5,READING,837,9
5,READING,841,10
5,READING,846,10
5,READING,850,11
5,READING,856,12
5,READING,862,13
5,READING,870,14
5,READING,881,17
5,READING,898,24
5,READING,920,37
6,READING,650,93
6,READING,715,23
