GRADE,CONTENT_AREA,SCALE_SCORE,SCALE_SCORE_CSEM
EOCT,AMERICAN_LITERATURE,293,18
EOCT,AMERICAN_LITERATURE,299,18
EOCT,AMERICAN_LITERATURE,303,16
EOCT,AMERICAN_LITERATURE,309,16
EOCT,AMERICAN_LITERATURE,311,15
EOCT,AMERICAN_LITERATURE,316,14
EOCT,AMERICAN_LITERATURE,317,13
EOCT,AMERICAN_LITERATURE,323,13
EOCT,AMERICAN_LITERATURE,328,12
EOCT,AMERICAN_LITERATURE,333,11
EOCT,AMERICAN_LITERATURE,337,11
EOCT,AMERICAN_LITERATURE,338,11
EOCT,AMERICAN_LITERATURE,341,11
EOCT,AMERICAN_LITERATURE,342,11
EOCT,AMERICAN_LITERATURE,344,10
EOCT,AMERICAN_LITERATURE,345,10
EOCT,AMERICAN_LITERATURE,348,10
EOCT,AMERICAN_LITERATURE,349,10
EOCT,AMERICAN_LITERATURE,351,10
EOCT,AMERICAN_LITERATURE,352,10
EOCT,AMERICAN_LITERATURE,354,10
EOCT,AMERICAN_LITERATURE,355,10
EOCT,AMERICAN_LITERATURE,357,9
EOCT,AMERICAN_LITERATURE,358,9
EOCT,AMERICAN_LITERATURE,360,9
EOCT,AMERICAN_LITERATURE,361,9
EOCT,AMERICAN_LITERATURE,363,9
EOCT,AMERICAN_LITERATURE,364,9
EOCT,AMERICAN_LITERATURE,365,9
EOCT,AMERICAN_LITERATURE,367,9
EOCT,AMERICAN_LITERATURE,368,9
EOCT,AMERICAN_LITERATURE,369,9
EOCT,AMERICAN_LITERATURE,370,9
EOCT,AMERICAN_LITERATURE,372,9
EOCT,AMERICAN_LITERATURE,373,9
EOCT,AMERICAN_LITERATURE,374,8
EOCT,AMERICAN_LITERATURE,375,8
EOCT,AMERICAN_LITERATURE,376,8
EOCT,AMERICAN_LITERATURE,378,8
EOCT,AMERICAN_LITERATURE,379,8
EOCT,AMERICAN_LITERATURE,380,8
EOCT,AMERICAN_LITERATURE,381,8
EOCT,AMERICAN_LITERATURE,382,8
EOCT,AMERICAN_LITERATURE,383,8
EOCT,AMERICAN_LITERATURE,384,8
EOCT,AMERICAN_LITERATURE,385,8
EOCT,AMERICAN_LITERATURE,387,8
EOCT,AMERICAN_LITERATURE,389,8
EOCT,AMERICAN_LITERATURE,390,8
EOCT,AMERICAN_LITERATURE,391,8
EOCT,AMERICAN_LITERATURE,392,8
EOCT,AMERICAN_LITERATURE,393,8
EOCT,AMERICAN_LITERATURE,394,8
EOCT,AMERICAN_LITERATURE,395,8
EOCT,AMERICAN_LITERATURE,396,8
EOCT,AMERICAN_LITERATURE,397,8
EOCT,AMERICAN_LITERATURE,398,8
EOCT,AMERICAN_LITERATURE,400,8
EOCT,AMERICAN_LITERATURE,402,8
EOCT,AMERICAN_LITERATURE,404,8
EOCT,AMERICAN_LITERATURE,404,8
EOCT,AMERICAN_LITERATURE,406,8
EOCT,AMERICAN_LITERATURE,408,8
EOCT,AMERICAN_LITERATURE,410,8
EOCT,AMERICAN_LITERATURE,412,8
EOCT,AMERICAN_LITERATURE,414,8
EOCT,AMERICAN_LITERATURE,416,8
EOCT,AMERICAN_LITERATURE,417,8
EOCT,AMERICAN_LITERATURE,419,8
EOCT,AMERICAN_LITERATURE,421,8
EOCT,AMERICAN_LITERATURE,423,8
